Festival,Year,Track,Title,Brand,Agency,Category,Award,Product,Permalink
The Loerie Awards,2025,Film,ENGEL,Sony,7Films,PERFORMANCE,Finalist,Sony Burano,/awards/the_loerie_awards/2025/campaigns/engel-sony-7films-2025-2/
The Loerie Awards,2025,Film,The Homecoming,Chicken Licken,Plank Film Productions,PERFORMANCE,Finalist,Hotwings,/awards/the_loerie_awards/2025/campaigns/the-homecoming-chicken-licken-plank-film-productions-2025-3/
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,PERFORMANCE,Finalist,Nedbank Platinum Credit Card,/awards/the_loerie_awards/2025/campaigns/hard-working-professionals-nedbank-joe-public-2025-12/
The Loerie Awards,2025,Film,Let There be Cake,KFC Thailand,Carbon Films,PERFORMANCE,Finalist,40th Birthday,/awards/the_loerie_awards/2025/campaigns/let-there-be-cake-kfc-thailand-carbon-films-2025-5/
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,PERFORMANCE,Finalist,Nedbank Platinum Credit Card,/awards/the_loerie_awards/2025/campaigns/hard-working-professionals-nedbank-joe-public-2025-13/
The Loerie Awards,2025,Film,Hard-working Professionals,Nedbank,Joe Public,PERFORMANCE,Finalist,Nedbank Platinum Credit Card,/awards/the_loerie_awards/2025/campaigns/hard-working-professionals-nedbank-joe-public-2025-14/
The Loerie Awards,2025,Film,SAVE OUR STAY,CITY LODGE,DARLING FILMS PTY LTD,PERFORMANCE,Finalist,CITY LODGE,/awards/the_loerie_awards/2025/campaigns/save-our-stay-city-lodge-darling-films-pty-ltd-2025-2/
The Loerie Awards,2025,Film,Matchday Meltdown,Showmax,Grid Worldwide,PERFORMANCE,Finalist,Premier League,/awards/the_loerie_awards/2025/campaigns/matchday-meltdown-showmax-grid-worldwide-2025/
The Loerie Awards,2025,Film,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,PERFORMANCE,Finalist,Fight Night,/awards/the_loerie_awards/2025/campaigns/everything-or-nothing-general-entertainment-authority-bigtime-creative-shop-2025-4/
The Loerie Awards,2025,Film,Strangers,King Faisal Specialist Hospital Research Centre,Publicis Middle East,PERFORMANCE,Finalist,Healthcare Services,/awards/the_loerie_awards/2025/campaigns/strangers-king-faisal-specialist-hospital-research-centre-publicis-middle-east-2025-5/
The Loerie Awards,2025,Film,Incomplete Anthem,EBM,Impact BBDO,PERFORMANCE,Finalist,Education,/awards/the_loerie_awards/2025/campaigns/incomplete-anthem-ebm-impact-bbdo-2025-3/
The Loerie Awards,2025,Film,Waste Paper Basket Claw,Chicken Licken,Romance Films Pty Ltd,PERFORMANCE,Finalist,Chicken Licken Super Slider 4 Mix,/awards/the_loerie_awards/2025/campaigns/waste-paper-basket-claw-chicken-licken-romance-films-pty-ltd-2025-9/
The Loerie Awards,2025,Film,Boneless Bites of Soul,Chicken Licken,Romance Films Pty Ltd,PERFORMANCE,Finalist,Chicken Licken Soul bites,/awards/the_loerie_awards/2025/campaigns/boneless-bites-of-soul-chicken-licken-romance-films-pty-ltd-2025-3/
The Loerie Awards,2025,Film,KAIIA Anything for the taste,KFC,Carbon Films,USE OF TECHNOLOGY,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/kaiia-anything-for-the-taste-kfc-carbon-films-2025-4/
The Loerie Awards,2025,Film,Behind the numbers,Absa,Avatar 99c,USE OF TECHNOLOGY,Finalist,Absa Brand,/awards/the_loerie_awards/2025/campaigns/behind-the-numbers-absa-avatar-99c-2025/
The Loerie Awards,2025,Film,FAKE EVERYTHING EXCEPT THE CHICKEN,KFC,CIRCUS,USE OF TECHNOLOGY,Finalist,Fast Food,/awards/the_loerie_awards/2025/campaigns/fake-everything-except-the-chicken-kfc-circus-2025-2/
The Loerie Awards,2025,Film,PHFAT - Faces in the Light,PHFAT,LITTLEBIG,USE OF TECHNOLOGY,Finalist,Faces in the Light Music Video,/awards/the_loerie_awards/2025/campaigns/phfat-faces-in-the-light-phfat-littlebig-2025-2/
The Loerie Awards,2025,Film,Ecstatic Exit - Hallie Haller,Fam Films,The Digital Republic T-A Audio Militia,SOUND DESIGN,Finalist,Short Film,/awards/the_loerie_awards/2025/campaigns/ecstatic-exit-hallie-haller-fam-films-the-digital-republic-t-a-audio-militia-2025/
The Loerie Awards,2025,Film,SDPF3 The Heist,Super Dragon Punch Force 3 - Talent Digital Art,Patriot Films,SOUND DESIGN,Finalist,Gaming,/awards/the_loerie_awards/2025/campaigns/sdpf3-the-heist-super-dragon-punch-force-3-talent-digital-art-patriot-films-2025-4/
The Loerie Awards,2025,Film,Let the be cake,KFC,Howard Audio,SOUND DESIGN,Finalist,KFC,/awards/the_loerie_awards/2025/campaigns/let-the-be-cake-kfc-howard-audio-2025-2/
The Loerie Awards,2025,Film,BET Friday Action Movies,Paramount Africa,Fairchild Creative,SOUND DESIGN,Finalist,BET,/awards/the_loerie_awards/2025/campaigns/bet-friday-action-movies-paramount-africa-fairchild-creative-2025/
The Loerie Awards,2025,Film,Forever Golf,Volkswagen South Africa,Ogilvy,SOUND DESIGN,Finalist,Golf,/awards/the_loerie_awards/2025/campaigns/forever-golf-volkswagen-south-africa-ogilvy-2025-11/
The Loerie Awards,2025,Film,Its not a bakkie,Toyota South Africa Motors,Publicis Group Africa,SOUND DESIGN,Finalist,Toyota Hilux,/awards/the_loerie_awards/2025/campaigns/its-not-a-bakkie-toyota-south-africa-motors-publicis-group-africa-2025-2/
The Loerie Awards,2025,Film,LIWA - DESERTS GRAND STAGE,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,SOUND DESIGN,Finalist,LIWA INTERNATIONAL FESTIVAL,/awards/the_loerie_awards/2025/campaigns/liwa-deserts-grand-stage-department-of-culture-and-tourism-abu-dhabi-serviceplan-middle-east-fz-llc-2025-5/
The Loerie Awards,2025,Integrated Campaign,Why Choose,Chicken Licken,Joe Public,INTEGRATED CAMPAIGN,Gold,Soul Square MealOao,/awards/the_loerie_awards/2025/campaigns/why-choose-chicken-licken-joe-public-2025-2/
The Loerie Awards,2025,Integrated Campaign,Cheetos Pants,Cheetos,Impact BBDO,INTEGRATED CAMPAIGN,Silver,Cheetos,/awards/the_loerie_awards/2025/campaigns/cheetos-pants-cheetos-impact-bbdo-2025-7/
The Loerie Awards,2025,Integrated Campaign,Hard-working Professionals,Nedbank,Joe Public,INTEGRATED CAMPAIGN,Silver,Nedbank Platinum Credit Card,/awards/the_loerie_awards/2025/campaigns/hard-working-professionals-nedbank-joe-public-2025-15/
The Loerie Awards,2025,Integrated Campaign,DryJan,Heineken Beverages South Africa,TBWA Hunt Lascaris Johannesburg Pty Ltd,INTEGRATED CAMPAIGN,Bronze,Windhoek Beer,/awards/the_loerie_awards/2025/campaigns/dryjan-heineken-beverages-south-africa-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025-4/
The Loerie Awards,2025,Integrated Campaign,Save our stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,INTEGRATED CAMPAIGN,Bronze,City Lodge Hotels,/awards/the_loerie_awards/2025/campaigns/save-our-stay-sos-city-lodge-hotel-group-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025-11/
The Loerie Awards,2025,Integrated Campaign,Boneless Bites of Soul,Chicken Licken,Joe Public,INTEGRATED CAMPAIGN,Bronze,SoulBites,/awards/the_loerie_awards/2025/campaigns/boneless-bites-of-soul-chicken-licken-joe-public-2025-7/
The Loerie Awards,2025,Integrated Campaign,InkVisible,UN Women,Impact BBDO,INTEGRATED CAMPAIGN,Bronze,Domestic violence hotline,/awards/the_loerie_awards/2025/campaigns/inkvisible-un-women-impact-bbdo-2025-2/
The Loerie Awards,2025,Integrated Campaign,There We Are,Home Centre,Publicis Middle East,INTEGRATED CAMPAIGN,Bronze,Furniture,/awards/the_loerie_awards/2025/campaigns/there-we-are-home-centre-publicis-middle-east-2025-8/
The Loerie Awards,2025,Integrated Campaign,The Unfluencer,KFC,Bananas,INTEGRATED CAMPAIGN,Finalist,Buldak Dunked Wings,/awards/the_loerie_awards/2025/campaigns/the-unfluencer-kfc-bananas-2025-4/
The Loerie Awards,2025,Integrated Campaign,Rewrite the Gap,ItsHerWay,Saatchi Saatchi Middle East,INTEGRATED CAMPAIGN,Finalist,Published Books,/awards/the_loerie_awards/2025/campaigns/rewrite-the-gap-itsherway-saatchi-saatchi-middle-east-2025-7/
The Loerie Awards,2025,Integrated Campaign,Party now Peri later campaign,Nandos,VML SA,INTEGRATED CAMPAIGN,Finalist,Nandos,/awards/the_loerie_awards/2025/campaigns/party-now-peri-later-campaign-nandos-vml-sa-2025-2/
The Loerie Awards,2025,Integrated Campaign,SAB 130,SAB ABInBev,Boundless - The Unlimited Agency Pty Ltd,INTEGRATED CAMPAIGN,Finalist,SAB Corporate,/awards/the_loerie_awards/2025/campaigns/sab-130-sab-abinbev-boundless-the-unlimited-agency-pty-ltd-2025-3/
The Loerie Awards,2025,Integrated Campaign,Adoptim - Take one,NSPCA,Boundless - The Unlimited Agency Pty Ltd,INTEGRATED CAMPAIGN,Finalist,SPCA,/awards/the_loerie_awards/2025/campaigns/adoptim-take-one-nspca-boundless-the-unlimited-agency-pty-ltd-2025-2/
The Loerie Awards,2025,Integrated Campaign,Real Beauty Generation 20,Unilever South Africa,VML SA,INTEGRATED CAMPAIGN,Finalist,Dove,/awards/the_loerie_awards/2025/campaigns/real-beauty-generation-20-unilever-south-africa-vml-sa-2025-4/
The Loerie Awards,2025,Integrated Campaign,Anger Manenja,Savanna,VML SA,INTEGRATED CAMPAIGN,Finalist,Savanna Angry Lemon,/awards/the_loerie_awards/2025/campaigns/anger-manenja-savanna-vml-sa-2025/
The Loerie Awards,2025,Integrated Campaign,The Fintervention,Sanlam,Accenture Song,INTEGRATED CAMPAIGN,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/the-fintervention-sanlam-accenture-song-2025/
The Loerie Awards,2025,Integrated Campaign,DISCOVER YOURSELF,TikTok,Dentsu Creative South Africa,INTEGRATED CAMPAIGN,Finalist,TikTok,/awards/the_loerie_awards/2025/campaigns/discover-yourself-tiktok-dentsu-creative-south-africa-2025/
The Loerie Awards,2025,Integrated Campaign,Sun Courts,Nivea,Saatchi Saatchi Middle East,INTEGRATED CAMPAIGN,Finalist,Nivea Sun,/awards/the_loerie_awards/2025/campaigns/sun-courts-nivea-saatchi-saatchi-middle-east-2025-8/
The Loerie Awards,2025,Integrated Campaign,The Dark Circle Sale,Home Centre,Leo Middle East,INTEGRATED CAMPAIGN,Finalist,Furniture,/awards/the_loerie_awards/2025/campaigns/the-dark-circle-sale-home-centre-leo-middle-east-2025-14/
The Loerie Awards,2025,Integrated Campaign,FOREVER GOLF,Volkswagen South Africa,Ogilvy,INTEGRATED CAMPAIGN,Finalist,Golf,/awards/the_loerie_awards/2025/campaigns/forever-golf-volkswagen-south-africa-ogilvy-2025-12/
The Loerie Awards,2025,Integrated Campaign,Savanna Neat,Heineken Beverages South Africa,TBWA- Hunt Lascaris,INTEGRATED CAMPAIGN,Finalist,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/savanna-neat-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025-3/
The Loerie Awards,2025,Integrated Campaign,The Real Injury Time,SAB ABInBev,Ogilvy,INTEGRATED CAMPAIGN,Finalist,Carling Black Label,/awards/the_loerie_awards/2025/campaigns/the-real-injury-time-sab-abinbev-ogilvy-2025-6/
The Loerie Awards,2025,Integrated Campaign,AInything for the Taste,KFC South Africa,Ogilvy,INTEGRATED CAMPAIGN,Finalist,KFC Brand,/awards/the_loerie_awards/2025/campaigns/ainything-for-the-taste-kfc-south-africa-ogilvy-2025-2/
The Loerie Awards,2025,Integrated Campaign,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,INTEGRATED CAMPAIGN,Finalist,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/tryjanuary-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025-11/
The Loerie Awards,2025,Integrated Campaign,Wasted Food,SAB ABInBev,Joe Public,INTEGRATED CAMPAIGN,Finalist,Flying Fish,/awards/the_loerie_awards/2025/campaigns/wasted-food-sab-abinbev-joe-public-2025-6/
The Loerie Awards,2025,Integrated Campaign,Money Warnings,Nedbank,Joe Public,INTEGRATED CAMPAIGN,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/money-warnings-nedbank-joe-public-2025-2/
The Loerie Awards,2025,Integrated Campaign,Buy Mens,Nedbank,Joe Public,INTEGRATED CAMPAIGN,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/buy-mens-nedbank-joe-public-2025-6/
The Loerie Awards,2025,Integrated Campaign,Pay With Your Trend,Pizza Hut,Publicis Middle East,INTEGRATED CAMPAIGN,Finalist,Pizza Hut,/awards/the_loerie_awards/2025/campaigns/pay-with-your-trend-pizza-hut-publicis-middle-east-2025-8/
The Loerie Awards,2025,Integrated Campaign,Niggies,kykNET,Clearwater 55 Enterprises Pty Ltd,INTEGRATED CAMPAIGN,Finalist,Niggies Drama Series,/awards/the_loerie_awards/2025/campaigns/niggies-kyknet-clearwater-55-enterprises-pty-ltd-2025/
The Loerie Awards,2025,Integrated Campaign,GHOST TOWN,CARREFOURSA,TBWA-Istanbul,INTEGRATED CAMPAIGN,Finalist,RETAIL,/awards/the_loerie_awards/2025/campaigns/ghost-town-carrefoursa-tbwa-istanbul-2025-8/
The Loerie Awards,2025,Social Impact Campaign,Recipe for Change,Arla Foods,Fortune Promoseven LLC,SOCIAL IMPACT CAMPAIGN,Gold,Puck,/awards/the_loerie_awards/2025/campaigns/recipe-for-change-arla-foods-fortune-promoseven-llc-2025-2/
The Loerie Awards,2025,Social Impact Campaign,Ruby Blooms,Nana,Saatchi Saatchi Middle East,SOCIAL IMPACT CAMPAIGN,Silver,Sanitary Pads,/awards/the_loerie_awards/2025/campaigns/ruby-blooms-nana-saatchi-saatchi-middle-east-2025-13/
The Loerie Awards,2025,Social Impact Campaign,Green Gursha,Unilever,Mullen Lowe South Africa,SOCIAL IMPACT CAMPAIGN,Silver,Knorr All - in - One Vegetable Bouillon,/awards/the_loerie_awards/2025/campaigns/green-gursha-unilever-mullen-lowe-south-africa-2025/
The Loerie Awards,2025,Social Impact Campaign,Sun Courts,Nivea,Saatchi Saatchi Middle East,SOCIAL IMPACT CAMPAIGN,Bronze,Nivea Sun,/awards/the_loerie_awards/2025/campaigns/sun-courts-nivea-saatchi-saatchi-middle-east-2025-9/
The Loerie Awards,2025,Social Impact Campaign,Homes Need Pets,Byron Thomas Properties,Clockwork,SOCIAL IMPACT CAMPAIGN,Bronze,Byron Thomas Properties,/awards/the_loerie_awards/2025/campaigns/homes-need-pets-byron-thomas-properties-clockwork-2025-3/
The Loerie Awards,2025,Social Impact Campaign,Insured Billboards,easypaisa,Impact BBDO,SOCIAL IMPACT CAMPAIGN,Bronze,easypaisa,/awards/the_loerie_awards/2025/campaigns/insured-billboards-easypaisa-impact-bbdo-2025-4/
The Loerie Awards,2025,Social Impact Campaign,GHOST TOWN,CARREFOURSA,TBWA-Istanbul,SOCIAL IMPACT CAMPAIGN,Finalist,RETAIL,/awards/the_loerie_awards/2025/campaigns/ghost-town-carrefoursa-tbwa-istanbul-2025-9/
The Loerie Awards,2025,Social Impact Campaign,Jeep Grille Grill,Jeep,Lion Communication FZ - LLC,SOCIAL IMPACT CAMPAIGN,Finalist,Wrangler,/awards/the_loerie_awards/2025/campaigns/jeep-grille-grill-jeep-lion-communication-fz-llc-2025-4/
The Loerie Awards,2025,Social Impact Campaign,Rewrite the Gap,ItsHerWay,Saatchi Saatchi Middle East,SOCIAL IMPACT CAMPAIGN,Finalist,Published Books,/awards/the_loerie_awards/2025/campaigns/rewrite-the-gap-itsherway-saatchi-saatchi-middle-east-2025-8/
The Loerie Awards,2025,Social Impact Campaign,Walla Visa,Visa,Saatchi Saatchi Middle East,SOCIAL IMPACT CAMPAIGN,Finalist,Card Transactions,/awards/the_loerie_awards/2025/campaigns/walla-visa-visa-saatchi-saatchi-middle-east-2025-7/
The Loerie Awards,2025,Social Impact Campaign,Water for Life,Glenfiddich,HaveYouHeard Group,SOCIAL IMPACT CAMPAIGN,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/water-for-life-glenfiddich-haveyouheard-group-2025/
The Loerie Awards,2025,Social Impact Campaign,The F-Show,Sanlam,Accenture Song,SOCIAL IMPACT CAMPAIGN,Finalist,Social,/awards/the_loerie_awards/2025/campaigns/the-f-show-sanlam-accenture-song-2025-10/
The Loerie Awards,2025,Social Impact Campaign,Real Beauty Generation 20,Unilever South Africa,VML SA,SOCIAL IMPACT CAMPAIGN,Finalist,Dove,/awards/the_loerie_awards/2025/campaigns/real-beauty-generation-20-unilever-south-africa-vml-sa-2025-5/
The Loerie Awards,2025,Social Impact Campaign,Behind the Label,The Salvation Army,Clockwork,SOCIAL IMPACT CAMPAIGN,Finalist,The Salvation Army,/awards/the_loerie_awards/2025/campaigns/behind-the-label-the-salvation-army-clockwork-2025-5/
The Loerie Awards,2025,Social Impact Campaign,Show Ghana Love,Previdar,The Odd Number,SOCIAL IMPACT CAMPAIGN,Finalist,Online Magazine,/awards/the_loerie_awards/2025/campaigns/show-ghana-love-previdar-the-odd-number-2025-4/
The Loerie Awards,2025,Social Impact Campaign,Money Warnings,Nedbank,Joe Public,SOCIAL IMPACT CAMPAIGN,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/money-warnings-nedbank-joe-public-2025-3/
The Loerie Awards,2025,Social Impact Campaign,Youth Honours Board,Nedbank,Joe Public,SOCIAL IMPACT CAMPAIGN,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/youth-honours-board-nedbank-joe-public-2025/
The Loerie Awards,2025,Social Impact Campaign,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,SOCIAL IMPACT CAMPAIGN,Finalist,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/tryjanuary-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025-12/
The Loerie Awards,2025,Social Impact Campaign,Indlala to Dlala,KFC South Africa,Kamuses Ogilvy,SOCIAL IMPACT CAMPAIGN,Finalist,KFC Add Hope,/awards/the_loerie_awards/2025/campaigns/indlala-to-dlala-kfc-south-africa-kamuses-ogilvy-2025/
The Loerie Awards,2025,Social Impact Campaign,The Real Injury Time,SAB ABInBev,Ogilvy,SOCIAL IMPACT CAMPAIGN,Finalist,Carling Black Label,/awards/the_loerie_awards/2025/campaigns/the-real-injury-time-sab-abinbev-ogilvy-2025-7/
The Loerie Awards,2025,Social Impact Campaign,Dry and Detect Towel,PEP,Ogilvy,SOCIAL IMPACT CAMPAIGN,Finalist,General,/awards/the_loerie_awards/2025/campaigns/dry-and-detect-towel-pep-ogilvy-2025/
The Loerie Awards,2025,Effective Creativity,The New President,AnNahar Newspaper,Impact BBDO,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Gold,AnNahar Newspaper,/awards/the_loerie_awards/2025/campaigns/the-new-president-annahar-newspaper-impact-bbdo-2025/
The Loerie Awards,2025,Effective Creativity,Child Wedding Cards,UN Women,Impact BBDO,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Gold,Anti-child-marriage,/awards/the_loerie_awards/2025/campaigns/child-wedding-cards-un-women-impact-bbdo-2025/
The Loerie Awards,2025,Effective Creativity,BMW iJACK,BMW,SERVICEPLAN MIDDLE EAST FZ-LLC,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Silver,BMW i,/awards/the_loerie_awards/2025/campaigns/bmw-ijack-bmw-serviceplan-middle-east-fz-llc-2025/
The Loerie Awards,2025,Effective Creativity,ColourCheck,BabyShop,Publicis Middle East,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Bronze,BabyShop,/awards/the_loerie_awards/2025/campaigns/colourcheck-babyshop-publicis-middle-east-2025/
The Loerie Awards,2025,Effective Creativity,Volkswagen Night School,Volkswagen South Africa,Ogilvy,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Volkswagen Night School,/awards/the_loerie_awards/2025/campaigns/volkswagen-night-school-volkswagen-south-africa-ogilvy-2025/
The Loerie Awards,2025,Effective Creativity,The Granboks,SAB ABInbev,Retroviral and Shaun James Films,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Castle Lager,/awards/the_loerie_awards/2025/campaigns/the-granboks-sab-abinbev-retroviral-and-shaun-james-films-2025/
The Loerie Awards,2025,Effective Creativity,KFC Block Booked,KFC South Africa,Ogilvy,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,KFC Block Booked,/awards/the_loerie_awards/2025/campaigns/kfc-block-booked-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Effective Creativity,Beyond the Sea,KFC South Africa,Kamuses Ogilvy,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,KFC Brand,/awards/the_loerie_awards/2025/campaigns/beyond-the-sea-kfc-south-africa-kamuses-ogilvy-2025-2/
The Loerie Awards,2025,Effective Creativity,Faeces Ink,Amnesty International South Africa,Joe Public,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Amnesty International South Africa,/awards/the_loerie_awards/2025/campaigns/faeces-ink-amnesty-international-south-africa-joe-public-2025/
The Loerie Awards,2025,Effective Creativity,Bank your Time,Nedbank,Joe Public,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/bank-your-time-nedbank-joe-public-2025/
The Loerie Awards,2025,Effective Creativity,Final Say,Capital Legacy,Halo,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Wills and Estate Services,/awards/the_loerie_awards/2025/campaigns/final-say-capital-legacy-halo-2025/
The Loerie Awards,2025,Effective Creativity,The Radio Campaign that cut,Pineapple,Halo,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Insurance,/awards/the_loerie_awards/2025/campaigns/the-radio-campaign-that-cut-pineapple-halo-2025/
The Loerie Awards,2025,Effective Creativity,SheBeen,Brutal Fruit,Joe Public,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Brutal Fruit Spritzer,/awards/the_loerie_awards/2025/campaigns/shebeen-brutal-fruit-joe-public-2025/
The Loerie Awards,2025,Effective Creativity,WhatsApp Oman,Omantel,Leo Middle East,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Consumer Services,/awards/the_loerie_awards/2025/campaigns/whatsapp-oman-omantel-leo-middle-east-2025/
The Loerie Awards,2025,Effective Creativity,Taboo Totes,Nana,Saatchi Middle East,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Sanitary Pads,/awards/the_loerie_awards/2025/campaigns/taboo-totes-nana-saatchi-middle-east-2025/
The Loerie Awards,2025,Effective Creativity,ProtecTasbih,SAUDIA Airlines,Leo Middle East Saatchi Middle East,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Pilgrim Care Product Innovation,/awards/the_loerie_awards/2025/campaigns/protectasbih-saudia-airlines-leo-middle-east-saatchi-middle-east-2025/
The Loerie Awards,2025,Effective Creativity,The Protective Rhymes,Anghami,Leo Middle East,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Anti-child sexual abuse education platform,/awards/the_loerie_awards/2025/campaigns/the-protective-rhymes-anghami-leo-middle-east-2025/
The Loerie Awards,2025,Effective Creativity,Floward Valentine Day,Floward,Habbar Creative House,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Valentine Products,/awards/the_loerie_awards/2025/campaigns/floward-valentine-day-floward-habbar-creative-house-2025/
The Loerie Awards,2025,Service Design,Volkswagen Night School,Volkswagen South Africa,Ogilvy,SERVICE DESIGN,Gold,Volkswagen Night School,/awards/the_loerie_awards/2025/campaigns/volkswagen-night-school-volkswagen-south-africa-ogilvy-2025-2/
The Loerie Awards,2025,Service Design,Save our stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,SERVICE DESIGN,Silver,City Lodge Hotels,/awards/the_loerie_awards/2025/campaigns/save-our-stay-sos-city-lodge-hotel-group-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025-12/
The Loerie Awards,2025,Service Design,The New President,AnNahar Newspaper,Impact BBDO,SERVICE DESIGN,Silver,AnNahar Newspaper,/awards/the_loerie_awards/2025/campaigns/the-new-president-annahar-newspaper-impact-bbdo-2025-2/
The Loerie Awards,2025,Service Design,V-Up on VodaPay,Vodacom,Ogilvy,SERVICE DESIGN,Finalist,Vodacom Summer Campaign,/awards/the_loerie_awards/2025/campaigns/v-up-on-vodapay-vodacom-ogilvy-2025/
The Loerie Awards,2025,Service Design,DeafSA SOS Upgrade,City of Cape Town,Ogilvy,SERVICE DESIGN,Finalist,CCT App,/awards/the_loerie_awards/2025/campaigns/deafsa-sos-upgrade-city-of-cape-town-ogilvy-2025/
The Loerie Awards,2025,Service Design,JoeGrow Tool,Joe Public,Joe Public JoeLabs,SERVICE DESIGN,Finalist,JoeGrow Tool,/awards/the_loerie_awards/2025/campaigns/joegrow-tool-joe-public-joe-public-joelabs-2025-2/
The Loerie Awards,2025,Service Design,Bank your Time,Nedbank,Joe Public,SERVICE DESIGN,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/bank-your-time-nedbank-joe-public-2025-2/
The Loerie Awards,2025,Service Design,The Lazy Helpline,Sting,Impact BBDO,SERVICE DESIGN,Finalist,Sting,/awards/the_loerie_awards/2025/campaigns/the-lazy-helpline-sting-impact-bbdo-2025-2/
The Loerie Awards,2025,Service Design,Hold For Comedy,The Saudi Investment Bank,Impact BBDO,SERVICE DESIGN,Finalist,The Saudi Investment Bank,/awards/the_loerie_awards/2025/campaigns/hold-for-comedy-the-saudi-investment-bank-impact-bbdo-2025-2/
The Loerie Awards,2025,Service Design,Check My Beat- Heart Health Tracks,Heart SA,McCann Worldgroup South Africa Pty Ltd t-a McCann Joburg,SERVICE DESIGN,Finalist,Heart Screenings,/awards/the_loerie_awards/2025/campaigns/check-my-beat-heart-health-tracks-heart-sa-mccann-worldgroup-south-africa-pty-ltd-t-a-mccann-joburg-2025-8/
The Loerie Awards,2025,Service Design,The Dark Circle Sale,Home Centre,Leo Middle East,SERVICE DESIGN,Finalist,Furniture,/awards/the_loerie_awards/2025/campaigns/the-dark-circle-sale-home-centre-leo-middle-east-2025-15/
The Loerie Awards,2025,Service Design,Solar Savings,Nivea,Saatchi Saatchi Middle East,SERVICE DESIGN,Finalist,Nivea Sun,/awards/the_loerie_awards/2025/campaigns/solar-savings-nivea-saatchi-saatchi-middle-east-2025-5/
The Loerie Awards,2025,Service Design,Ruby Blooms,Nana,Saatchi Saatchi Middle East,SERVICE DESIGN,Finalist,Sanitary Pads,/awards/the_loerie_awards/2025/campaigns/ruby-blooms-nana-saatchi-saatchi-middle-east-2025-14/
The Loerie Awards,2025,Service Design,Walla Visa,Visa,Saatchi Saatchi Middle East,SERVICE DESIGN,Finalist,Card Transactions,/awards/the_loerie_awards/2025/campaigns/walla-visa-visa-saatchi-saatchi-middle-east-2025-8/
The Loerie Awards,2025,Service Design,Iconic Duo,FNB X PICK N PAY,Dentsu Creative South Africa,SERVICE DESIGN,Finalist,FNB X PICK N PAY,/awards/the_loerie_awards/2025/campaigns/iconic-duo-fnb-x-pick-n-pay-dentsu-creative-south-africa-2025/
The Loerie Awards,2025,Service Design,Sponsored Balls,Testicular Cancer Society,Fortune Promoseven LLC,SERVICE DESIGN,Finalist,Testicular Cancer Awareness,/awards/the_loerie_awards/2025/campaigns/sponsored-balls-testicular-cancer-society-fortune-promoseven-llc-2025-5/
