Festival,Year,Track,Title,Brand,Agency,Category,Award,Product
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Notes From Next Door,Wynvlieg,Wynvlieg,Cape Town Creative Academy Pty Ltd,Bridging the Loneliness Gap for Seniors Notes from Next Door Activity Calendar Finalist 2025,Finalist,Food and Wine Truck
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Notes From Next Door,Keep it Wild Keep it Cool,FIELDBAR,AAA School of Advertising,Bridging the Loneliness Gap for Seniors Notes from Next Door Activity Calendar Finalist 2025,Finalist,Cooler Box
The Loerie Awards,2025,Student Awards,DOT Resource Center,Own design,Greenside Design Center College of Design Pty Ltd,DESIGN - ARCHITECTURE INTERIOR DESIGN TEMPORARY STRUCTURES,Finalist,Resource center
The Loerie Awards,2025,Student Awards,Ascend Renew,La Sportiva,Greenside Design Center College of Design Pty Ltd,DESIGN - ARCHITECTURE INTERIOR DESIGN TEMPORARY STRUCTURES,Finalist,Retail store design
The Loerie Awards,2025,Student Awards,Simmer,Not My Mothers Cook Book,Cape Town Creative Academy Pty Ltd,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Silver,A sort of culinary and cocktail guide to life
The Loerie Awards,2025,Student Awards,Woman of the Ocean,Haenyeo free divers of South Korea,Cape Town Creative Academy Pty Ltd,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Bronze,Considered Storytelling
The Loerie Awards,2025,Student Awards,Redefining Poetic Line - Poems by E Dickinson,No specific brand,Stellenbosch Academy of Design and Photography,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Bronze,Poem book
The Loerie Awards,2025,Student Awards,From Corner Shop to Kitchen,,The University of Johannesburg,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Bronze,Cookbook
The Loerie Awards,2025,Student Awards,Access Disability Access,Access Disability Access,Nelson Mandela University,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Finalist,Illustrations
The Loerie Awards,2025,Student Awards,Small Voices Big Impact,End Violence Against Children,AAA School of Advertising,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Finalist,Public Service Campaign - Social Advocacy Initiative
The Loerie Awards,2025,Student Awards,Dragonlords Zine,,The Open Window,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Finalist,Zine
The Loerie Awards,2025,Student Awards,The Unlucky Deaths of Ancient Rulers Zine,,The Open Window,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Finalist,Zine
The Loerie Awards,2025,Student Awards,Mud,Independent Publication,Cape Town Creative Academy Pty Ltd,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Finalist,Childrens Book
The Loerie Awards,2025,Student Awards,Cholitas,Cholitas,Cape Town Creative Academy Pty Ltd,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Finalist,Curated Storytelling
The Loerie Awards,2025,Student Awards,Pontus,Nexus,Cape Town Creative Academy Pty Ltd,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Finalist,Editorial
The Loerie Awards,2025,Student Awards,Emily Dickenson,Layered,Cape Town Creative Academy Pty Ltd,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Finalist,Bespoke articles
The Loerie Awards,2025,Student Awards,Rwendo Rwango,Own,Stellenbosch Academy of Design and Photography,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Finalist,Coffee table book
The Loerie Awards,2025,Student Awards,White Mirror,No specific brand,Stellenbosch Academy of Design and Photography,PUBLICATION DESIGN - WHOLE OR SINGLE ELEMENT,Finalist,Creative Book
The Loerie Awards,2025,Student Awards,Die Vrylopende Afrikaner,Impala Vleis,IIE-Vega,PACKAGE DESIGN,Silver,Impala Vleis
The Loerie Awards,2025,Student Awards,Halmoni,Halmoni,Cape Town Creative Academy Pty Ltd,PACKAGE DESIGN,Bronze,Ginseng-steeped liquor
The Loerie Awards,2025,Student Awards,Chill and Chow Packaging,Chill and Chow,Stellenbosch Academy of Design and Photography,PACKAGE DESIGN,Bronze,Frozen Food
The Loerie Awards,2025,Student Awards,Sizwe Lamp,Lion Matches,Red Yellow Creative School of Business,PACKAGE DESIGN,Bronze,Sizwe Lamp
The Loerie Awards,2025,Student Awards,LOT No 001,SPIRITUS,Cape Town Creative Academy Pty Ltd,PACKAGE DESIGN,Finalist,Water of Cane
The Loerie Awards,2025,Student Awards,Unapologetic,NONNA,Cape Town Creative Academy Pty Ltd,PACKAGE DESIGN,Finalist,Grappa
The Loerie Awards,2025,Student Awards,Seishu,Grumpy TAKASHI,Cape Town Creative Academy Pty Ltd,PACKAGE DESIGN,Finalist,Sake
The Loerie Awards,2025,Student Awards,Ritalin tracker pack,Novartis,Stellenbosch University,PACKAGE DESIGN,Finalist,Ritalin 20mg
The Loerie Awards,2025,Student Awards,SoGrape World Wines Maps,SoGrape,Greenside Design Center College of Design Pty Ltd,PACKAGE DESIGN,Finalist,SoGrape World Wines
The Loerie Awards,2025,Student Awards,SoGrape Palette Vine,SoGrape,Greenside Design Center College of Design Pty Ltd,PACKAGE DESIGN,Finalist,SoGrape World Wines
The Loerie Awards,2025,Student Awards,Yoya Oats Packaging,Yoya Oats,The Open Window,PACKAGE DESIGN,Finalist,Packaging
The Loerie Awards,2025,Student Awards,Doringbloos Rum Packaging,Doringbloos Rum,The Open Window,PACKAGE DESIGN,Finalist,Rum
The Loerie Awards,2025,Student Awards,Stumpnose Breweries packaging,Stumpnose,IIE Vega,PACKAGE DESIGN,Finalist,Beer cans
The Loerie Awards,2025,Student Awards,Extra Time,Orbit,IIE Vega,PACKAGE DESIGN,Finalist,Chewing gum
The Loerie Awards,2025,Student Awards,Modern Marvel Coffee Table,,The Open Window,FURNITURE DESIGN,Finalist,Coffee Table
The Loerie Awards,2025,Student Awards,Koinonia Furniture Unit,,The Open Window,FURNITURE DESIGN,Finalist,Furniture Piece
The Loerie Awards,2025,Student Awards,Wherever We Go Coffee Table,,The Open Window,FURNITURE DESIGN,Finalist,Coffee Table
The Loerie Awards,2025,Student Awards,Hexaflow,Hexaflow,IIE-Vega,FURNITURE DESIGN,Finalist,Furniture Design
The Loerie Awards,2025,Student Awards,Play It Forward,Taking Care of Business,FEDISA FASHION SCHOOL,FABRIC DESIGN,Finalist,Multifunctional textile
The Loerie Awards,2025,Student Awards,Women Like Us Fabric Design,Women Like Us,Stellenbosch Academy of Design and Photography,FABRIC DESIGN,Finalist,Textile design
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Incwadi Yothando,Pincushion,City of Cape Town,Red Yellow Creative School of Business,Zulu love letters Incwadi Yothando Textile design Finalist 2025,Finalist,Illustrative campaign
The Loerie Awards,2025,Student Awards,Dont just be seen Be heard,BeReal WERE NOT REALLY STRANGERS,Red Yellow Creative School of Business,DIGITAL MEDIA,Bronze,Social-networking applications
The Loerie Awards,2025,Student Awards,MuseoQuest,Iziko Museum,Red Yellow Creative School of Business,DIGITAL MEDIA,Finalist,Iziko Museum
The Loerie Awards,2025,Student Awards,Nexus,Nexus,Stellenbosch Academy of Design Photography,DIGITAL MEDIA,Finalist,Gesture-controlled Braille Smartwatch
The Loerie Awards,2025,Student Awards,Sparkle of Society A Game for High-Functioning Autism in Adults,Autism South Africa ASA,North-West University,DIGITAL MEDIA,Finalist,Mobile Game
The Loerie Awards,2025,Student Awards,ZAJOZI E-Commerce Platform,,The Open Window,DIGITAL MEDIA,Finalist,E-Commerce Platform
The Loerie Awards,2025,Student Awards,SignStory Mobile Application,,The Open Window,DIGITAL MEDIA,Finalist,Mobile Application
The Loerie Awards,2025,Student Awards,Vendora E-commerce Website,,The Open Window,DIGITAL MEDIA,Finalist,E-Commerce Platform
The Loerie Awards,2025,Student Awards,Malasha,Malasha,Greenside Design Center College of Design Pty Ltd,DIGITAL MEDIA,Finalist,Malasha beekeeping website
The Loerie Awards,2025,Student Awards,Pawsitive Training app,Pawsitive Training,Greenside Design Center College of Design Pty Ltd,DIGITAL MEDIA,Finalist,Dog Obedience Training App
The Loerie Awards,2025,Student Awards,Resilient Homes,Resilient Homes,Greenside Design Center College of Design Pty Ltd,DIGITAL MEDIA,Finalist,Resilient Homes
The Loerie Awards,2025,Student Awards,Deliveralot,Takealot,IIE-Vega,DIGITAL MEDIA,Finalist,Video game
The Loerie Awards,2025,Student Awards,Spotify Pulse,Spotify,IIE-Vega,DIGITAL MEDIA,Finalist,Music Streaming
The Loerie Awards,2025,Student Awards,FieldAR - Augmented Reality Fieldbar Experience,Fieldbar,Cape Town Creative Academy Pty Ltd,DIGITAL MEDIA,Finalist,FieldAR - Fieldbar AR Experience App
The Loerie Awards,2025,Student Awards,Ocular Smart Space Concept,Ocular,Cape Town Creative Academy Pty Ltd,DIGITAL CRAFTS,Finalist,Smart Studio for Content Creators
The Loerie Awards,2025,Student Awards,Ocular Smart Space Concept,Ocular,Cape Town Creative Academy Pty Ltd,DIGITAL CRAFTS,Finalist,Smart Studio for Content Creators
The Loerie Awards,2025,Student Awards,FieldAR - Augmented Reality Fieldbar Experience,Fieldbar,Cape Town Creative Academy Pty Ltd,DIGITAL CRAFTS,Finalist,FieldAR - Fieldbar AR Experience App
The Loerie Awards,2025,Student Awards,FieldAR - Augmented Reality Fieldbar Experience,Fieldbar,Cape Town Creative Academy Pty Ltd,DIGITAL CRAFTS,Finalist,FieldAR - Fieldbar AR Experience App
The Loerie Awards,2025,Student Awards,Funda Lana - Leveling up literacy through play,Funda Lana,IIE Vega,DIGITAL CRAFTS,Finalist,Mobile App
The Loerie Awards,2025,Student Awards,KuhleGo Mobile Application Design,,The Open Window,DIGITAL CRAFTS,Finalist,Mobile Application
The Loerie Awards,2025,Student Awards,MuseoQuest,Iziko Museum,Red Yellow Creative School of Business,DIGITAL CRAFTS,Finalist,Iziko Museum
The Loerie Awards,2025,Student Awards,Buzzzz off Dave,Mosquito Guard,Red Yellow Creative School of Business,INTEGRATED CAMPAIGN,Silver,Mosquito repellent
The Loerie Awards,2025,Student Awards,Taal Tongue Trek Pendoring 25,Pendoring 25,Greenside Design Center College of Design Pty Ltd,INTEGRATED CAMPAIGN,Bronze,Event Material Campaign
The Loerie Awards,2025,Student Awards,Headless Dancer,Cape Town City Ballet,IIE-Vega,INTEGRATED CAMPAIGN,Finalist,Social responsibility
The Loerie Awards,2025,Student Awards,Make South Africa Great Again,Make South Africa Great Again,Red Yellow Creative School of Business,INTEGRATED CAMPAIGN,Finalist,Campaign
The Loerie Awards,2025,Student Awards,Ace It,Bumble,Red Yellow Creative School of Business,INTEGRATED CAMPAIGN,Finalist,App
The Loerie Awards,2025,Student Awards,Never Logged Off,XBOX,Red Yellow Creative School of Business,INTEGRATED CAMPAIGN,Finalist,Game Console
The Loerie Awards,2025,Student Awards,Weapons to Wonders,Crayola,IIE Vega,INTEGRATED CAMPAIGN,Finalist,Playground and crayon packaging
The Loerie Awards,2025,Student Awards,Small Voices Big Impact,End Violence Against Children,AAA School of Advertising,INTEGRATED CAMPAIGN,Finalist,Public Service Campaign - Social Advocacy Initiative
The Loerie Awards,2025,Young Creatives,Middleweight Copywriter,Geir Wilson,Halo,YOUNG CREATIVES,Gold,Young Creatives
The Loerie Awards,2025,Young Creatives,Junior Copywriter,Valentino Fernandez,Ogilvy And Mather South Africa,YOUNG CREATIVES,Finalist,Young Creatives
The Loerie Awards,2025,Young Creatives,Mid-weight Designer,Thabiso Dhlamini,BCKRDS,YOUNG CREATIVES,Finalist,Young Creatives
The Loerie Awards,2025,Young Creatives,Film Director,Raphadu Maphoto,Eyeforce,YOUNG CREATIVES,Finalist,Young Creatives
The Loerie Awards,2025,Young Creatives,FILM DIRECTOR,KOKETSO MATABANE,CARBON FILMS,YOUNG CREATIVES,Finalist,Young Creatives
The Loerie Awards,2025,Young Creatives,Midweight Art Director,Sebastian Dupper,Publicis Group Africa a division of MMS Communications SA Pty Ltd,YOUNG CREATIVES,Finalist,Young Creatives
The Loerie Awards,2025,Young Creatives,Mid-weight Motion Graphics Designer,Peter Natthaphong Phuenchomphu,Joe Public,YOUNG CREATIVES,Finalist,Young Creatives
The Loerie Awards,2025,Young Creatives,Art Director - Copywriter - Video Editor,Hlakaniphile Mngomezulu,Fairchild,YOUNG CREATIVES,Finalist,Young Creatives
The Loerie Awards,2025,Young Creatives,Art Director,Lauren Gericke,Ogilvy South Africa,YOUNG CREATIVES,Finalist,Young Creatives
The Loerie Awards,2025,Young Creatives,Junior Creative,Gemma Strohbach,Ogilvy South Africa,YOUNG CREATIVES,Finalist,Young Creatives
The Loerie Awards,2025,Student Awards,Die Vrylopende Afrikaner,Impala Vleis,IIE-Vega,PRINT OUT OF HOME DESIGN CRAFTS - ART DIRECTION,Finalist,Impala Vleis
The Loerie Awards,2025,Student Awards,Die Vrylopende Afrikaner,Impala Vleis,IIE-Vega,PRINT OUT OF HOME DESIGN CRAFTS - ART DIRECTION,Finalist,Impala Vleis
The Loerie Awards,2025,Student Awards,Die Vrylopende Afrikaner,Impala Vleis,IIE-Vega,PRINT OUT OF HOME DESIGN CRAFTS - ART DIRECTION,Finalist,Impala Vleis
The Loerie Awards,2025,Student Awards,Die Vrylopende Afrikaner,Impala Vleis,IIE-Vega,PRINT OUT OF HOME DESIGN CRAFTS - ART DIRECTION,Finalist,Impala Vleis
The Loerie Awards,2025,Student Awards,Smaak Jou Taal Mzanzi Style Pendorings 25,Pendoring 25,Greenside Design Center College of Design Pty Ltd,PRINT OUT OF HOME DESIGN CRAFTS - ART DIRECTION,Finalist,Event Material Campaign
The Loerie Awards,2025,Student Awards,Consent is Couture - Married New Relationship,Tears Foundation,AAA School of Advertising,PRINT OUT OF HOME DESIGN CRAFTS - WRITING,Campaign Craft Certificate,Support
The Loerie Awards,2025,Student Awards,Consent is Couture,Tears Foundation,AAA School of Advertising,PRINT OUT OF HOME DESIGN CRAFTS - WRITING,Finalist,Support
The Loerie Awards,2025,Student Awards,Consent is Couture,Tears Foundation,AAA School of Advertising,PRINT OUT OF HOME DESIGN CRAFTS - WRITING,Finalist,Support
The Loerie Awards,2025,Student Awards,Die Vrylopende Afrikaner,Impala Vleis,IIE-Vega,PRINT OUT OF HOME DESIGN CRAFTS - WRITING,Finalist,Impala Vleis
The Loerie Awards,2025,Student Awards,Whiskered-in-Waiting,Gillette,IIE-Vega,PRINT OUT OF HOME DESIGN CRAFTS - WRITING,Finalist,Sharp razors
The Loerie Awards,2025,Student Awards,Napoleon sideburns,Gillette,IIE-Vega,PRINT OUT OF HOME DESIGN CRAFTS - WRITING,Finalist,Precision razors
The Loerie Awards,2025,Student Awards,Egg Sneaks,,The Open Window,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Craft Certificate,Product range
The Loerie Awards,2025,Student Awards,The Unlucky Deaths of Ancient Rulers Zine,,The Open Window,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Craft Certificate,Zine
The Loerie Awards,2025,Student Awards,Skoerrrt,Department of Small Business Development,Red Yellow Creative School of Business,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Craft Certificate,Illustrative campaign
The Loerie Awards,2025,Student Awards,See the Unseen,International Council of Design,North-West University,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Craft Certificate,Zine
The Loerie Awards,2025,Student Awards,Stories of interconnection,Creation Wines,IIE-Vega,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Wine labels
The Loerie Awards,2025,Student Awards,Mud,Independent Publication,Cape Town Creative Academy Pty Ltd,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Childrens Book
The Loerie Awards,2025,Student Awards,Rugged Routes,The Wild Coast,IIE-Vega,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Tourism
The Loerie Awards,2025,Student Awards,Becoming Curious,,The Open Window,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Range
The Loerie Awards,2025,Student Awards,Dragonlords Zine,,The Open Window,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Zine
The Loerie Awards,2025,Student Awards,This Must Be The Place,,The Open Window,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Accordion Book
The Loerie Awards,2025,Student Awards,Monsters in Matrimony Zine,,The Open Window,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Zine
The Loerie Awards,2025,Student Awards,Tselane and the Giant Childrens Book,,The Open Window,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Childrens Book
The Loerie Awards,2025,Student Awards,Wonders of the Universe,,The Open Window,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Educational Booklet
The Loerie Awards,2025,Student Awards,Gag on it,Gag on it,Red Yellow Creative School of Business,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,illustrated guerilla campaign
The Loerie Awards,2025,Student Awards,SAs Happy Hour,Jack Journal,North-West University,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Glyph Poster and Editorial Publication
The Loerie Awards,2025,Student Awards,Escaping the Burnout Monster-A Zine and Toolkit for Neurodivergent Creatives,Wits Art Museum,North-West University,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Zine and Toolkit
The Loerie Awards,2025,Student Awards,Small Voices Big Impact,End Violence Against Children,AAA School of Advertising,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Public Service Campaign - Social Advocacy Initiative
The Loerie Awards,2025,Student Awards,Weltevreden saam Ouma,,Stellenbosch Academy of Design and Photography,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,
The Loerie Awards,2025,Student Awards,Access Disability Access,Access Disability Access,Nelson Mandela University,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Illustrations
The Loerie Awards,2025,Student Awards,As Clear As Day,As Clear As Day,The University of Pretoria,PRINT OUT OF HOME DESIGN CRAFTS - ILLUSTRATION,Finalist,Illustration
The Loerie Awards,2025,Student Awards,Foundation Work,Western Cape Department of Economic Development and Tourism,Red Yellow Creative School of Business,PRINT OUT OF HOME DESIGN CRAFTS - TYPOGRAPHY,Craft Gold,Illustrative type campaign
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Joy Bringers,Rwendo Rwango,Own,Stellenbosch Academy of Design and Photography,Family Extended Own Creative Book Finalist 2025,Finalist,Coffee table book
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Joy Bringers,Eagyrl Type,Own,Stellenbosch Academy of Design and Photography,Family Extended Own Creative Book Finalist 2025,Finalist,Typeface design
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Joy Bringers,Redefining Poetic Line - Poems by E Dickinson,No specific brand,Stellenbosch Academy of Design and Photography,Family Extended Own Creative Book Finalist 2025,Finalist,Poetry Book
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Joy Bringers,Elklectic Display Typeface,Elklectic Typeface,Greenside Design Center College of Design Pty Ltd,Family Extended Own Creative Book Finalist 2025,Finalist,Display Typeface Design
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Joy Bringers,With love - the intimacy of handwriting,,University of Pretoria,Family Extended Own Creative Book Finalist 2025,Finalist,Book
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Joy Bringers,Pincushion,City of Cape Town,Red Yellow Creative School of Business,Family Extended Own Creative Book Finalist 2025,Finalist,Illustrative type campaign
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Joy Bringers,Skarrel Soema,City of Cape Town,Red Yellow Creative School of Business,Family Extended Own Creative Book Finalist 2025,Finalist,Illustrative type campaign
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Joy Bringers,Special Characters Exhibition 2024,University of Pretoria - Information Design,University of Pretoria,Family Extended Own Creative Book Finalist 2025,Finalist,The 2024 Information Design Students Year Work
The Loerie Awards,2025,Open Window In Transit,Emergency Session,Godox,The Open Window,A Postcard to the Present National Geographic Traveller Editorial Travel Photography Feature Finalist 2025,Finalist,Godox Lighting Equipment
