Festival,Year,Track,Title,Brand,Agency,Category,Award,Product
The Loerie Awards,2025,Social Impact Campaign,GHOST TOWN,CARREFOURSA,TBWA-Istanbul,SOCIAL IMPACT CAMPAIGN,Finalist,RETAIL
The Loerie Awards,2025,Social Impact Campaign,Jeep Grille Grill,Jeep,Lion Communication FZ - LLC,SOCIAL IMPACT CAMPAIGN,Finalist,Wrangler
The Loerie Awards,2025,Social Impact Campaign,Rewrite the Gap,ItsHerWay,Saatchi Saatchi Middle East,SOCIAL IMPACT CAMPAIGN,Finalist,Published Books
The Loerie Awards,2025,Social Impact Campaign,Walla Visa,Visa,Saatchi Saatchi Middle East,SOCIAL IMPACT CAMPAIGN,Finalist,Card Transactions
The Loerie Awards,2025,Social Impact Campaign,Water for Life,Glenfiddich,HaveYouHeard Group,SOCIAL IMPACT CAMPAIGN,Finalist,Brand
The Loerie Awards,2025,Social Impact Campaign,The F-Show,Sanlam,Accenture Song,SOCIAL IMPACT CAMPAIGN,Finalist,Social
The Loerie Awards,2025,Social Impact Campaign,Real Beauty Generation 20,Unilever South Africa,VML SA,SOCIAL IMPACT CAMPAIGN,Finalist,Dove
The Loerie Awards,2025,Social Impact Campaign,Behind the Label,The Salvation Army,Clockwork,SOCIAL IMPACT CAMPAIGN,Finalist,The Salvation Army
The Loerie Awards,2025,Social Impact Campaign,Show Ghana Love,Previdar,The Odd Number,SOCIAL IMPACT CAMPAIGN,Finalist,Online Magazine
The Loerie Awards,2025,Social Impact Campaign,Money Warnings,Nedbank,Joe Public,SOCIAL IMPACT CAMPAIGN,Finalist,Brand
The Loerie Awards,2025,Social Impact Campaign,Youth Honours Board,Nedbank,Joe Public,SOCIAL IMPACT CAMPAIGN,Finalist,Brand
The Loerie Awards,2025,Social Impact Campaign,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,SOCIAL IMPACT CAMPAIGN,Finalist,Savanna Cider
The Loerie Awards,2025,Social Impact Campaign,Indlala to Dlala,KFC South Africa,Kamuses Ogilvy,SOCIAL IMPACT CAMPAIGN,Finalist,KFC Add Hope
The Loerie Awards,2025,Social Impact Campaign,The Real Injury Time,SAB ABInBev,Ogilvy,SOCIAL IMPACT CAMPAIGN,Finalist,Carling Black Label
The Loerie Awards,2025,Social Impact Campaign,Dry and Detect Towel,PEP,Ogilvy,SOCIAL IMPACT CAMPAIGN,Finalist,General
The Loerie Awards,2025,Effective Creativity,The New President,AnNahar Newspaper,Impact BBDO,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Gold,AnNahar Newspaper
The Loerie Awards,2025,Effective Creativity,Child Wedding Cards,UN Women,Impact BBDO,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Gold,Anti-child-marriage
The Loerie Awards,2025,Effective Creativity,BMW iJACK,BMW,SERVICEPLAN MIDDLE EAST FZ-LLC,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Silver,BMW i
The Loerie Awards,2025,Effective Creativity,ColourCheck,BabyShop,Publicis Middle East,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Bronze,BabyShop
The Loerie Awards,2025,Effective Creativity,Volkswagen Night School,Volkswagen South Africa,Ogilvy,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Volkswagen Night School
The Loerie Awards,2025,Effective Creativity,The Granboks,SAB ABInbev,Retroviral and Shaun James Films,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Castle Lager
The Loerie Awards,2025,Effective Creativity,KFC Block Booked,KFC South Africa,Ogilvy,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,KFC Block Booked
The Loerie Awards,2025,Effective Creativity,Beyond the Sea,KFC South Africa,Kamuses Ogilvy,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,KFC Brand
The Loerie Awards,2025,Effective Creativity,Faeces Ink,Amnesty International South Africa,Joe Public,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Amnesty International South Africa
The Loerie Awards,2025,Effective Creativity,Bank your Time,Nedbank,Joe Public,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Brand
The Loerie Awards,2025,Effective Creativity,Final Say,Capital Legacy,Halo,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Wills and Estate Services
The Loerie Awards,2025,Effective Creativity,The Radio Campaign that cut,Pineapple,Halo,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Insurance
The Loerie Awards,2025,Effective Creativity,SheBeen,Brutal Fruit,Joe Public,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Brutal Fruit Spritzer
The Loerie Awards,2025,Effective Creativity,WhatsApp Oman,Omantel,Leo Middle East,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Consumer Services
The Loerie Awards,2025,Effective Creativity,Taboo Totes,Nana,Saatchi Middle East,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Sanitary Pads
The Loerie Awards,2025,Effective Creativity,ProtecTasbih,SAUDIA Airlines,Leo Middle East Saatchi Middle East,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Pilgrim Care Product Innovation
The Loerie Awards,2025,Effective Creativity,The Protective Rhymes,Anghami,Leo Middle East,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Anti-child sexual abuse education platform
The Loerie Awards,2025,Effective Creativity,Floward Valentine Day,Floward,Habbar Creative House,EFFECTIVE CREATIVITY - PREVIOUS WINNER,Finalist,Valentine Products
The Loerie Awards,2025,Service Design,Volkswagen Night School,Volkswagen South Africa,Ogilvy,SERVICE DESIGN,Gold,Volkswagen Night School
The Loerie Awards,2025,Service Design,Save our stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,SERVICE DESIGN,Silver,City Lodge Hotels
The Loerie Awards,2025,Service Design,The New President,AnNahar Newspaper,Impact BBDO,SERVICE DESIGN,Silver,AnNahar Newspaper
The Loerie Awards,2025,Service Design,V-Up on VodaPay,Vodacom,Ogilvy,SERVICE DESIGN,Finalist,Vodacom Summer Campaign
The Loerie Awards,2025,Service Design,DeafSA SOS Upgrade,City of Cape Town,Ogilvy,SERVICE DESIGN,Finalist,CCT App
The Loerie Awards,2025,Service Design,JoeGrow Tool,Joe Public,Joe Public JoeLabs,SERVICE DESIGN,Finalist,JoeGrow Tool
The Loerie Awards,2025,Service Design,Bank your Time,Nedbank,Joe Public,SERVICE DESIGN,Finalist,Brand
The Loerie Awards,2025,Service Design,The Lazy Helpline,Sting,Impact BBDO,SERVICE DESIGN,Finalist,Sting
The Loerie Awards,2025,Service Design,Hold For Comedy,The Saudi Investment Bank,Impact BBDO,SERVICE DESIGN,Finalist,The Saudi Investment Bank
The Loerie Awards,2025,Service Design,Check My Beat- Heart Health Tracks,Heart SA,McCann Worldgroup South Africa Pty Ltd t-a McCann Joburg,SERVICE DESIGN,Finalist,Heart Screenings
The Loerie Awards,2025,Service Design,The Dark Circle Sale,Home Centre,Leo Middle East,SERVICE DESIGN,Finalist,Furniture
The Loerie Awards,2025,Service Design,Solar Savings,Nivea,Saatchi Saatchi Middle East,SERVICE DESIGN,Finalist,Nivea Sun
The Loerie Awards,2025,Service Design,Ruby Blooms,Nana,Saatchi Saatchi Middle East,SERVICE DESIGN,Finalist,Sanitary Pads
The Loerie Awards,2025,Service Design,Walla Visa,Visa,Saatchi Saatchi Middle East,SERVICE DESIGN,Finalist,Card Transactions
The Loerie Awards,2025,Service Design,Iconic Duo,FNB X PICK N PAY,Dentsu Creative South Africa,SERVICE DESIGN,Finalist,FNB X PICK N PAY
The Loerie Awards,2025,Service Design,Sponsored Balls,Testicular Cancer Society,Fortune Promoseven LLC,SERVICE DESIGN,Finalist,Testicular Cancer Awareness
The Loerie Awards,2025,Service Design,Jeep Grille Grill,Jeep,Lion Communication FZ - LLC,SERVICE DESIGN,Finalist,Wrangler
The Loerie Awards,2025,Service Design,SMARTA WITH DATA,Airtel,The Partnership PUBLICIS,SERVICE DESIGN,Finalist,Telecommunication
The Loerie Awards,2025,Service Design,Reinventing B2B Commerce,Converse South Africa,WeFuse Pty Ltd,SERVICE DESIGN,Finalist,B2B Commerce Retailer Sell-In Headless Site
The Loerie Awards,2025,Service Design,Recipe for Change,Arla Foods,Fortune Promoseven LLC,SERVICE DESIGN,Gold,Puck
The Loerie Awards,2025,Service Design,Walla Visa,Visa,Saatchi Saatchi Middle East,SERVICE DESIGN,Silver,Card Transactions
The Loerie Awards,2025,Service Design,FinDR pronounced finder,Profmed,Faith and Fear Retroviral and MSL,SERVICE DESIGN,Silver,Profmed
The Loerie Awards,2025,Service Design,STREET BITES WITH SHAQ,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,SERVICE DESIGN,Bronze,EXPERIENCE ABU DHABI
The Loerie Awards,2025,Service Design,Future Menus 2024,Unilever Food Solutions,Attic Rush Advertising and Marketing Pty Ltd,SERVICE DESIGN,Finalist,Food Solutions
The Loerie Awards,2025,Service Design,Walla Visa,Visa,Saatchi Saatchi Middle East,SERVICE DESIGN,Finalist,Card Transactions
The Loerie Awards,2025,Service Design,Walla Visa,Visa,Saatchi Saatchi Middle East,SERVICE DESIGN,Finalist,Card Transactions
The Loerie Awards,2025,Service Design,SAB130 - A letter 130 years in the making,SAB ABInBev,Boundless - The Unlimited Agency Pty Ltd,SERVICE DESIGN,Finalist,SAB Corporate
The Loerie Awards,2025,Service Design,Cardvert,e,Saatchi Saatchi Middle East,SERVICE DESIGN,Finalist,Digital Wallet
The Loerie Awards,2025,Service Design,Unexpected Connections,Nedbank,Joe Public,SERVICE DESIGN,Finalist,Corporate Investment Banking CIB
The Loerie Awards,2025,Service Design,Second Rodeo,Second Rodeo,Halo,SERVICE DESIGN,Finalist,Second Rodeo
The Loerie Awards,2025,Service Design,The Elevator Pitch,Talent 10,Halo,SERVICE DESIGN,Finalist,Talent 10
The Loerie Awards,2025,Service Design,Insured Billboards,easypaisa,Impact BBDO,SERVICE DESIGN,Finalist,easypaisa
The Loerie Awards,2025,Comedic Impact,Obsession,General Entertainment Authority,BigTime Creative Shop,COMEDIC IMPACT,Gold,Fight Night
The Loerie Awards,2025,Comedic Impact,Save our stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,COMEDIC IMPACT,Campaign Gold,City Lodge Hotels
The Loerie Awards,2025,Comedic Impact,Its giving whisky,Heineken Beverages South Africa,TBWA- Hunt Lascaris,COMEDIC IMPACT,Silver,Savanna Cider
The Loerie Awards,2025,Comedic Impact,The Out Of Office Out Of Home,Pineapple,Halo,COMEDIC IMPACT,Silver,Insurace
The Loerie Awards,2025,Comedic Impact,Why Choose,Chicken Licken,Joe Public,COMEDIC IMPACT,Bronze,Soul Square MealOao
The Loerie Awards,2025,Comedic Impact,Let There Be Cake,KFC,Bananas,COMEDIC IMPACT,Bronze,Brand
The Loerie Awards,2025,Comedic Impact,The F-Show,Sanlam,Accenture Song,COMEDIC IMPACT,Bronze,Financial
The Loerie Awards,2025,Comedic Impact,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,COMEDIC IMPACT,Campaign Bronze,Savanna Cider
The Loerie Awards,2025,Comedic Impact,Save our Stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,COMEDIC IMPACT,Finalist,City Lodge Hotels
The Loerie Awards,2025,Comedic Impact,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,COMEDIC IMPACT,Finalist,Savanna Cider
The Loerie Awards,2025,Comedic Impact,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,COMEDIC IMPACT,Finalist,Savanna Cider
The Loerie Awards,2025,Comedic Impact,DryJan,Heineken Beverages South Africa,TBWA Hunt Lascaris Johannesburg Pty Ltd,COMEDIC IMPACT,Finalist,Windhoek Beer
The Loerie Awards,2025,Comedic Impact,Cheetos Pants,Cheetos,Impact BBDO,COMEDIC IMPACT,Finalist,Cheetos
The Loerie Awards,2025,Comedic Impact,NameTheDrink,Heineken,Halo,COMEDIC IMPACT,Finalist,Klipdrift
The Loerie Awards,2025,Comedic Impact,Insurance Is Like,Pineapple,Halo,COMEDIC IMPACT,Finalist,Insurance
The Loerie Awards,2025,Comedic Impact,Wasted Food,SAB ABInBev,Joe Public,COMEDIC IMPACT,Finalist,Flying Fish
The Loerie Awards,2025,Comedic Impact,The Homecoming,Chicken Licken,Joe Public,COMEDIC IMPACT,Finalist,Hotwings
The Loerie Awards,2025,Comedic Impact,In-Snore Coupons,SleepZone,Impact BBDO,COMEDIC IMPACT,Finalist,SleepZone
The Loerie Awards,2025,Comedic Impact,The Dark Circle Sale,Home Centre,Leo Middle East,COMEDIC IMPACT,Finalist,Furniture
The Loerie Awards,2025,Comedic Impact,The Axe Effect,Axe,FCB Africa,COMEDIC IMPACT,Finalist,Axe Deodorant
The Loerie Awards,2025,Comedic Impact,Party now Peri later campaign,Nandos,VML SA,COMEDIC IMPACT,Finalist,Nandos
The Loerie Awards,2025,Comedic Impact,Fraud is no Fairy Tale,Standard Bank,VML SA,COMEDIC IMPACT,Finalist,Banking security
The Loerie Awards,2025,Comedic Impact,The Unfluencer,KFC,Bananas,COMEDIC IMPACT,Finalist,Buldak Dunked Wings
The Loerie Awards,2025,Comedic Impact,Whole World Wide Web,Makro,Accenture Song,COMEDIC IMPACT,Finalist,Retail
The Loerie Awards,2025,Comedic Impact,SAMMA FRESH,ABInBev,Create Mozambique,COMEDIC IMPACT,Finalist,2M Beer
The Loerie Awards,2025,Comedic Impact,RAM Traffic Therapy,RAM,Lion Communication FZ - LLC,COMEDIC IMPACT,Finalist,RAM
The Loerie Awards,2025,Comedic Impact,Too Good To Wait For,McDonalds,Lion Communication FZ - LLC,COMEDIC IMPACT,Finalist,McDonalds Fries
The Loerie Awards,2025,Comedic Impact,POST-SALE HEARTACHE,HOME CENTRE,LEO MIDDLE EAST,COMEDIC IMPACT,Finalist,HOME DECOR AND FURNITURE
The Loerie Awards,2025,New Launch Campaign,FOREVER GOLF,Volkswagen South Africa,Ogilvy,NEW LAUNCH CAMPAIGN,Gold,Golf
The Loerie Awards,2025,New Launch Campaign,Savanna Neat,Heineken Beverages South Africa,TBWA- Hunt Lascaris,NEW LAUNCH CAMPAIGN,Silver,Savanna Cider
The Loerie Awards,2025,New Launch Campaign,Kicks Key,Nissan ME,Digitas ME,NEW LAUNCH CAMPAIGN,Bronze,Nissan Kicks
The Loerie Awards,2025,New Launch Campaign,The Unfluencer,KFC,Bananas,NEW LAUNCH CAMPAIGN,Bronze,Buldak Dunked Wings
The Loerie Awards,2025,New Launch Campaign,The Coolest Ihram,Saudia Airlines,Landor,NEW LAUNCH CAMPAIGN,Finalist,Male and Femals Ihrams Islamic Pilgrim Unifrom
The Loerie Awards,2025,East Africa Breweries Limited A Timeless Flame,GUINNESS SMOOTH THIRD TIME IS A CHARM,GUINNESS,Guinness Ghana Breweries PLC,A NEW KIND OF HOMECOMING MANYATTA CIDER ALCOHOLIC BEVERAGE Finalist 2025,Finalist,GUINNESS SMOOTH STOUT
The Loerie Awards,2025,East Africa Breweries Limited A Timeless Flame,The Dark Circle Sale,Home Centre,Leo Middle East,A NEW KIND OF HOMECOMING MANYATTA CIDER ALCOHOLIC BEVERAGE Finalist 2025,Finalist,Furniture
The Loerie Awards,2025,East Africa Breweries Limited A Timeless Flame,HotMess,Maybelline x Nandos Collaboration,The MediaShop,A NEW KIND OF HOMECOMING MANYATTA CIDER ALCOHOLIC BEVERAGE Finalist 2025,Finalist,Maybelline Vinyl Ink Sauce
The Loerie Awards,2025,East Africa Breweries Limited A Timeless Flame,Matchday Meltdown,Showmax,TW Retroviral Grid Worldwide,A NEW KIND OF HOMECOMING MANYATTA CIDER ALCOHOLIC BEVERAGE Finalist 2025,Finalist,Showmax Premier League
The Loerie Awards,2025,East Africa Breweries Limited A Timeless Flame,Vaseline Cera Glow,Unilever,Ogilvy,A NEW KIND OF HOMECOMING MANYATTA CIDER ALCOHOLIC BEVERAGE Finalist 2025,Finalist,Vaseline Cera Glow
The Loerie Awards,2025,Marketing Impact Award,Insured Billboards,easypaisa,Impact BBDO,MARKETING IMPACT AWARD,Finalist,easypaisa
The Loerie Awards,2025,Marketing Impact Award,The Leave of Absence,ItsHerWay,Saatch Saatchi Middle East,MARKETING IMPACT AWARD,Finalist,B2B purpose-driven initiative
The Loerie Awards,2025,Marketing Impact Award,Unboxing Skin,Nivea,Saatchi Saatchi Middle East,MARKETING IMPACT AWARD,Finalist,Nivea Sun
The Loerie Awards,2025,Marketing Impact Award,Walla Visa,Visa,Saatchi Saatchi Middle East,MARKETING IMPACT AWARD,Finalist,Card Transactions
The Loerie Awards,2025,Marketing Impact Award,Active Journalism,AnNahar Newspaper,Impact BBDO,MARKETING IMPACT AWARD,Finalist,AnNahar Newspaper
The Loerie Awards,2025,Marketing Impact Award,Trade-Up,Heinz,Leo Middle East,MARKETING IMPACT AWARD,Finalist,Ketchup
The Loerie Awards,2025,Student Awards,Out there,Hisense,AAA School of Advertising,FILM - TV CINEMA INTERNET COMMERCIALS,Finalist,Home appliances and consumer electronics
The Loerie Awards,2025,Student Awards,The Animation School - Bounce,3D Animated Graduation Film,The Animation School PTY Ltd,FILM - ONLINE FILM SHORT FILM MUSIC VIDEOS,Gold,Graduation Film
The Loerie Awards,2025,Student Awards,The Animation School - Livid Mortis,3D Animated Graduation Film,The Animation School PTY Ltd,FILM - ONLINE FILM SHORT FILM MUSIC VIDEOS,Gold,Graduation Film
The Loerie Awards,2025,Student Awards,The Animation School - Fruits and Nuts,3D Animated Graduation Film,The Animation School PTY Ltd,FILM - ONLINE FILM SHORT FILM MUSIC VIDEOS,Silver,Graduation Film
The Loerie Awards,2025,Student Awards,The Animation School - Leapt Niches,3D Animated Graduation Film,The Animation School PTY Ltd,FILM - ONLINE FILM SHORT FILM MUSIC VIDEOS,Silver,Graduation Film
The Loerie Awards,2025,Student Awards,The Animation School - Gully For You,3D Animated Graduation Film,The Animation School PTY Ltd,FILM - ONLINE FILM SHORT FILM MUSIC VIDEOS,Silver,Graduation Film
The Loerie Awards,2025,Open Window Fayze,Bee Safe,The Happy Project,Stellenbosch University,Dropping a Bombshell Open Window Myth Bronze 2025,Bronze,Sex education
The Loerie Awards,2025,Open Window Fayze,Pond Scum,Open Window,Open Window,Dropping a Bombshell Open Window Myth Bronze 2025,Finalist,Triptych
The Loerie Awards,2025,Student Awards,Herd Behaviour,HBO,University of Pretoria,STUDENT - MOTION GRAPHIC DESIGN,Silver,Title Sequence
The Loerie Awards,2025,Student Awards,Eye on the Wall,University of Pretoria,University of Pretoria,STUDENT - MOTION GRAPHIC DESIGN,Bronze,Title Sequence
The Loerie Awards,2025,Student Awards,Shadows,,University of Pretoria,STUDENT - MOTION GRAPHIC DESIGN,Bronze,Shortfilm
The Loerie Awards,2025,Student Awards,Chernobyl,Chernobyl Series,Stellenbosch Academy of Design Photography,STUDENT - MOTION GRAPHIC DESIGN,Bronze,Title Sequence
The Loerie Awards,2025,Student Awards,Echo of Absence,University Study,Durban University of Technology,STUDENT - MOTION GRAPHIC DESIGN,Finalist,Motion Graphic
The Loerie Awards,2025,Student Awards,Silver Linings,University of Pretoria,University of Pretoria,STUDENT - MOTION GRAPHIC DESIGN,Finalist,Title Sequence
The Loerie Awards,2025,Student Awards,What is life without creativity,University of Pretoria,University of Pretoria,STUDENT - MOTION GRAPHIC DESIGN,Finalist,Infomotion
The Loerie Awards,2025,Student Awards,What is the best toy,,University of Pretoria,STUDENT - MOTION GRAPHIC DESIGN,Finalist,Infomotion
The Loerie Awards,2025,Student Awards,Fantastic Mr Fox,Fantastic Mr Fox,Stellenbosch Academy of Design Photography,STUDENT - MOTION GRAPHIC DESIGN,Finalist,Title Sequence
The Loerie Awards,2025,Student Awards,La La Land,La La Land,Stellenbosch Academy of Design Photography,STUDENT - MOTION GRAPHIC DESIGN,Finalist,Title Sequence
The Loerie Awards,2025,Student Awards,Museums,Virgin Airlines,Red Yellow Creative School of Business,RADIO COMMERCIALS BRANDED CONTENT,Silver,Fare sale
The Loerie Awards,2025,Student Awards,Neighbours Dog,Bose,IIE-Vega,RADIO COMMERCIALS BRANDED CONTENT,Bronze,Noise-cancelling headphones
The Loerie Awards,2025,Student Awards,Collie Confessions,Pedigree,IIE-Vega,RADIO COMMERCIALS BRANDED CONTENT,Bronze,Dog food
The Loerie Awards,2025,Student Awards,Doctor,Virgin Airlines,Red Yellow Creative School of Business,RADIO COMMERCIALS BRANDED CONTENT,Finalist,Fare sale
The Loerie Awards,2025,Student Awards,Trip to Gogo,Toyota,IIE-Vega,RADIO COMMERCIALS BRANDED CONTENT,Finalist,Grand Highlander
The Loerie Awards,2025,Student Awards,Fragmented Reality,Microsoft,AAA School of Advertising,RADIO COMMERCIALS BRANDED CONTENT,Finalist,Xbox
The Loerie Awards,2025,Student Awards,Everything You See is True,Pen International,Red Yellow Creative School of Business,PRINT - NEWSPAPER MAGAZINE TACTICAL,Finalist,Press Freedom Day
The Loerie Awards,2025,Student Awards,What does your breath say about you,Listerine,Red Yellow Creative School of Business,PRINT - NEWSPAPER MAGAZINE TACTICAL,Finalist,Listerine
The Loerie Awards,2025,Student Awards,What does your breath say about you,Listerine,Red Yellow Creative School of Business,PRINT - NEWSPAPER MAGAZINE TACTICAL,Finalist,Listerine
The Loerie Awards,2025,Student Awards,Beard shaving mishaps,Gillette,IIE-Vega,PRINT - NEWSPAPER MAGAZINE TACTICAL,Finalist,Precision razors
The Loerie Awards,2025,Student Awards,Beard shaving mishaps,Gillette,IIE-Vega,PRINT - NEWSPAPER MAGAZINE TACTICAL,Finalist,Precision razors
The Loerie Awards,2025,Student Awards,Creation Superstation,,The Open Window,INDOOR POSTERS,Finalist,Poster
The Loerie Awards,2025,Student Awards,Try for Her,South African Education Product SAEP,Red Yellow Creative School of Business,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Silver,South African Education Product SAEP
The Loerie Awards,2025,Student Awards,Think Before You Buy - Just Dont CottonCon At What Price,TWYG,Red Yellow Creative School of Business,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Campaign Silver,TWYG
The Loerie Awards,2025,Student Awards,Frayed Stories,Rape Crisis,Red Yellow Creative School of Business,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Bronze,Safety in Communities
The Loerie Awards,2025,Student Awards,Consent is Couture - Deaf New Relationship,Tears Foundation,AAA School of Advertising,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Campaign Bronze,Support
The Loerie Awards,2025,Student Awards,Friends of Adam,Friends of Adam,Cape Town Creative Academy Pty Ltd,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Finalist,Dinner Club - invites for strangers
The Loerie Awards,2025,Student Awards,Label Fables,Simple Truth,IIE-Vega,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Finalist,Healthy Food Range
The Loerie Awards,2025,Student Awards,FADA Wayfinding,,The University of Johannesburg,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Finalist,Wayfinding System
The Loerie Awards,2025,Student Awards,Qoof Qoof,One Park,Red Yellow Creative School of Business,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Finalist,Illustrative campaign
The Loerie Awards,2025,Student Awards,Think Before You Buy,TWYG,Red Yellow Creative School of Business,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Finalist,TWYG
The Loerie Awards,2025,Student Awards,Think Before You Buy,TWYG,Red Yellow Creative School of Business,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Finalist,TWYG
The Loerie Awards,2025,Student Awards,Consent is Couture,Tears Foundation,AAA School of Advertising,OOH - OUTDOOR IN-STORE TRANSIT AIR DIRECT AMBIENT,Finalist,Support
The Loerie Awards,2025,Student Awards,Skarrel Soema,City of Cape Town,Red Yellow Creative School of Business,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Silver,Illustrative campaign
The Loerie Awards,2025,Student Awards,Butt Nuggets,Butt Nuggets,Stellenbosch Academy of Design and Photography,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Silver,Eggs
The Loerie Awards,2025,Student Awards,Ugly Muse,Ugly Muse,IIE Vega,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,Personal Brand
The Loerie Awards,2025,Student Awards,Refract Art Festival,Refract Art Festival,Cape Town Creative Academy Pty Ltd,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,Art festival event
The Loerie Awards,2025,Student Awards,Self Promo,Sune Venter,North-West University,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,Design Services
The Loerie Awards,2025,Student Awards,katinck CI,katinck,The Open Window,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,Identity Programme
The Loerie Awards,2025,Student Awards,Permian Plateau CI,Permian Plateau,The Open Window,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,Identity Programme
The Loerie Awards,2025,Student Awards,Chill and Chow Brand,Chill and Chow,Stellenbosch Academy of Design and Photography,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,Frozen Food
The Loerie Awards,2025,Student Awards,Special Characters Exhibition 2024,University of Pretoria - Information Design,University of Pretoria,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,The 2024 Information Design Students Year Work
The Loerie Awards,2025,Student Awards,SKUINHEILIG GEMMERBIER,SZNOFTHEWVTCH,FEDISA FASHION SCHOOL,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,SKUINHEILIG GEMMERBIER
The Loerie Awards,2025,Student Awards,NUNKUI - Corporate Identity,University of Pretoria,University of Pretoria,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,Wellness Brand
The Loerie Awards,2025,Student Awards,Eighth House - Corporate Identity,Eighth House,University of Pretoria,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,Interior Design
The Loerie Awards,2025,Student Awards,Mare Nostrum,Mare Nostrum,University of Pretoria,DESIGN - LOGOS AND IDENTITY PROGRAMMES,Finalist,Corporate Identity
The Loerie Awards,2025,Student Awards,Skoerrrt,Department of Small Business Development,Red Yellow Creative School of Business,DESIGN - GENERAL DESIGN,Gold,Illustrative campaign
The Loerie Awards,2025,Student Awards,Gag on it,Gag on it,Red Yellow Creative School of Business,DESIGN - GENERAL DESIGN,Silver,illustrated guerilla campaign
The Loerie Awards,2025,Student Awards,Foundation Work,Western Cape Department of Economic Development and Tourism,Red Yellow Creative School of Business,DESIGN - GENERAL DESIGN,Silver,Illustrative campaign
The Loerie Awards,2025,Student Awards,Friends of Adam,Friends of Adam,Cape Town Creative Academy Pty Ltd,DESIGN - GENERAL DESIGN,Bronze,Dinner Club - invites for strangers
The Loerie Awards,2025,Student Awards,NICE,Absent Room,Cape Town Creative Academy Pty Ltd,DESIGN - GENERAL DESIGN,Bronze,Art Exhibition Opening
The Loerie Awards,2025,Student Awards,Think before you buy,TWYG,Red Yellow Creative School of Business,DESIGN - GENERAL DESIGN,Finalist,General Design
The Loerie Awards,2025,Student Awards,Promotional Postcards,,The Open Window,DESIGN - GENERAL DESIGN,Finalist,Postcards
The Loerie Awards,2025,Student Awards,Becoming Curious,,The Open Window,DESIGN - GENERAL DESIGN,Finalist,Range
The Loerie Awards,2025,Stellenbosch Academy Of Design And Photography Notes From Next Door,Im your Type,Self,Stellenbosch Academy of Design and Photography,Bridging the Loneliness Gap for Seniors Notes from Next Door Activity Calendar Finalist 2025,Finalist,Direct mailer
