Festival,Year,Track,Title,Brand,Agency,Network,Holding,Category,Award level,Country,Company,Product,Production
Fiap,2025,Formatos,Complete with Imagination,Lego,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Colombia,Lego,Lego,N/A
Fiap,2025,Formatos,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Music Content,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music
Fiap,2025,Produccion,Emociones,Parque de la costa,TombrasNina,TombrasNina,TombrasNina,Tecnicas de Produccion Digital - Diseno General,Shortlist,Argentina,Parque de la costa,Parque de atracciones,N/A
Fiap,2025,Produccion,Emociones,Parque de la costa,TombrasNina,TombrasNina,TombrasNina,Tecnicas de Produccion Grafica - Direccion de Arte,Shortlist,Argentina,Parque de la costa,Parque de atracciones,N/A
Fiap,2025,Formatos,Realty for Gamers,Grand View,Garnier BBDO,BBDO Worldwide,Omnicom,Contenido con mejor estrategia digital,Shortlist,Ecuador,Minutocorp,Grand View,Bro Group
Fiap,2025,Formatos,Realty for Gamers,Grand View,Garnier BBDO,BBDO Worldwide,Omnicom,Advergaming,Shortlist,Ecuador,Minutocorp,Grand View,Bro Group
Fiap,2025,Formatos,Realty for Gamers,Grand View,Garnier BBDO,BBDO Worldwide,Omnicom,Evento en Vivo o Hibrido,Shortlist,Ecuador,Minutocorp,Grand View,Bro Group
Fiap,2025,Innovacion,Realty for Gamers,Grand View,Garnier BBDO,BBDO Worldwide,Omnicom,Innovacion en Eventos/Experiencia,Shortlist,Ecuador,Minutocorp,Grand View,Bro Group
Fiap,2025,Innovacion,Realty for Gamers,Grand View,Garnier BBDO,BBDO Worldwide,Omnicom,Innovacion en Gaming y Entretenimiento,Shortlist,Ecuador,Minutocorp,Grand View,Bro Group
Fiap,2025,Innovacion,Realty for Gamers,Grand View,Garnier BBDO,BBDO Worldwide,Omnicom,Innovacion en Marketing Directo,Shortlist,Ecuador,Minutocorp,Grand View,Bro Group
Fiap,2025,Anuncios,Realty for Gamers,Grand View,Garnier BBDO,BBDO Worldwide,Omnicom,Creatividad Efectiva - Aporte Cultural y/o Multicultural,Shortlist,Ecuador,Minutocorp,Grand View,Bro Group
Fiap,2025,Anuncios,Realty for Gamers,Grand View,Garnier BBDO,BBDO Worldwide,Omnicom,Mejor Uso de la Cultura Local,Shortlist,Ecuador,Minutocorp,Grand View,Bro Group
Fiap,2025,Produccion,Victories are liquid Glory is eternal,GATORADE,Mullenlowe Delta,MullenLowe Group,IPG,Tecnicas de Produccion Grafica - Fotografia,Shortlist,Ecuador,TESALIA CBC,GATORADE MARACUYA,N/A
Fiap,2025,Innovacion,De vuelta a casa,Imperial FIFCO,Joystick FIFCO,Independiente,Independiente,Innovacion en PR,Shortlist,Costa Rica,Imperial,Cerveza,Del Mate Producciones Kaiju Creators
Fiap,2025,Innovacion,Second Drop,Depop,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Espana,Depop,Depop � App de compraventa de moda de segunda mano,Produccion in-house por el equipo creativo/estudiantes
Fiap,2025,Anuncios,Miniso - La depresion no es una fantasia,Miniso Ecuador,Don Alfaro,Independiente,Independiente,Salud,Shortlist,Ecuador,Miniso Ecuador,Miniso Ecuador,Don Alfaro
Fiap,2025,Innovacion,El Codigo Polar Pilsen,Polar Pilsen,La Web Figital Agency,Independiente,Independiente,Innovacion en Activaciones,Shortlist,Venezuela,La Web Figital Agency,Cerveza Polar Pilsen,La Web Figital Agency
Fiap,2025,Innovacion,Categoria Aficionado- Exeltis,Exeltis,Valencia Producciones FX SAS,Independiente,Independiente,Salud,Shortlist,Colombia,Exeltis Colombia,Categoria Aficionado Exeltis - Smartfilms,Valencia Producciones FX SAS
Fiap,2025,Anuncios,Quito sin mineria - El Si de la naturaleza,Quito Sin Mineria,Don Alfaro,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Ecuador,Quito Sin Mineria,Consulta Popular,Don Alfaro
Fiap,2025,Anuncios,Ignora responsablemente,Movistar,VML,VML,WPP,Television/Cine/Digital - Imagen Corporativa,Shortlist,Argentina,Telefonica,Movistar,LANDIA
Fiap,2025,Formatos,Eclipsed Legacy,Dante Robino,TombrasNina,TombrasNina,TombrasNina,Branded Content - Programa de Ficcion,Shortlist,Argentina,Dante Robino,Bebidas alcoholicas,N/A
Fiap,2025,Formatos,Undeleted,Dove,VML,VML,WPP,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Argentina,Unilever,Desodorante,Mama Hungara
Fiap,2025,Formatos,Undeleted,Dove,VML,VML,WPP,Evento en Vivo o Hibrido,Shortlist,Argentina,Unilever,Desodorante,Mama Hungara
Fiap,2025,Anuncios,Undeleted,Dove,VML,VML,WPP,Creatividad Efectiva - Aporte Cultural y/o Multicultural,Shortlist,Argentina,Unilever,Desodorante,Mama Hungara
Fiap,2025,Anuncios,Undeleted,Dove,VML,VML,WPP,Mejor Uso de la Cultura Local,Shortlist,Argentina,Unilever,Desodorante,Mama Hungara
Fiap,2025,Anuncios,Undeleted,Dove,VML,VML,WPP,Transformacion Social - Empresas Privadas,Shortlist,Argentina,Unilever,Desodorante,Mama Hungara
Fiap,2025,Anuncios,Kissnt Cam,Envidiosa,Ufilms,Ufilms,Ufilms,Uso Creativo del Espacio en Publicidad de Eventos,Shortlist,Uruguay,Netflix,Nueva Temporada,Ufilms
Fiap,2025,Anuncios,Ignora responsablemente,Movistar,VML,VML,WPP,Television/Cine/Digital - Bien Publico,Shortlist,Argentina,Telefonica,Movistar,LANDIA
Fiap,2025,Formatos,Game Guardian,Movistar,VML,VML,WPP,Advergaming,Shortlist,Argentina,Telefonica,Telecomunicaciones,LaDoble
Fiap,2025,Formatos,Game Guardian,Movistar,VML,VML,WPP,Desarrollo Tecnologico,Shortlist,Argentina,Telefonica,Telecomunicaciones,LaDoble
Fiap,2025,Innovacion,Game Guardian,Movistar,VML,VML,WPP,Innovacion en Gaming y Entretenimiento,Shortlist,Argentina,Telefonica,Telecomunicaciones,LaDoble
Fiap,2025,Innovacion,Game Guardian,Movistar,VML,VML,WPP,Uso de Inteligencia Artificial,Shortlist,Argentina,Telefonica,Telecomunicaciones,LaDoble
Fiap,2025,Anuncios,Game Guardian,Movistar,VML,VML,WPP,Transformacion Social - Empresas Privadas,Shortlist,Argentina,Telefonica,Telecomunicaciones,LaDoble
Fiap,2025,Produccion,Ludopatia,Movistar,VML,VML,WPP,Tecnicas de Produccion Audiovisual - Musica Adaptada/Musica Original/Diseno de Sonido/Canciones/Jingles/Audio Logo/Uso de Licencias,Shortlist,Argentina,Telefonica,Telecomunicaciones,Landia
Fiap,2025,Anuncios,Ludopatia,Movistar,VML,VML,WPP,Television/Cine/Digital - Mejor Musica Incidental/Mejor Cancion Original/Mejor Direccion Musical,Shortlist,Argentina,Telefonica,Telecomunicaciones,Landia
Fiap,2025,Formatos,Pizza Pizza Voice Jumper,Little Caesars,Digitas,Publicis Worldwide,Publicis Groupe,Desarrollo Tecnologico,Shortlist,Guatemala,Coralsa - Little Caesars Guatemala,Little Caesars,Pits Guatemala
Fiap,2025,Innovacion,El ultimo Pinojeda,Cabildo de Gran Canaria,22 Grados,Independiente,Independiente,Uso de Inteligencia Artificial,Shortlist,Espana,Cabildo de Gran Canaria,El ultimo Pinojeda,22Grados
Fiap,2025,Formatos,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music
Fiap,2025,Formatos,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Salud,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music
Fiap,2025,Innovacion,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Innovacion en Musica,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music
Fiap,2025,Innovacion,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Innovacion en plataformas digitales,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music
Fiap,2025,Innovacion,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Salud,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music
