Festival,Year,Track,Title,Brand,Agency,Network,Holding,Category,Award Level,Country,Company,Product,Production,Permalink
Fiap,2025,Anuncios,Saludo a las mamas,TecniScan,d4 McCann,McCann Worldgroup,IPG,Via Publica - Servicios,Shortlist,Guatemala,TecniScan,Paquetes especiales de mamografias y ultrasonidos mamarios,Impresion ABG Publicidad,/awards/fiap/2025/campaigns/saludo-a-las-mamas-tecniscan-d4-mccann-2025/
Fiap,2025,Anuncios,Saludo a las mamas,TecniScan,d4 McCann,McCann Worldgroup,IPG,Salud,Shortlist,Guatemala,TecniScan,Paquetes especiales de mamografias y ultrasonidos mamarios,Impresion ABG Publicidad,/awards/fiap/2025/campaigns/saludo-a-las-mamas-tecniscan-d4-mccann-2025-2/
Fiap,2025,Innovacion,Escape Room Soledad,Fundacion la Caixa,Manifiesto,Independiente,Independiente,Salud,Shortlist,Espana,Fundacion la Caixa,Fundacion la Caixa,Blua,/awards/fiap/2025/campaigns/escape-room-soledad-fundacion-la-caixa-manifiesto-2025/
Fiap,2025,Innovacion,Escape Room Soledad,Fundacion la Caixa,Manifiesto,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Espana,Fundacion la Caixa,Fundacion la Caixa,Blua,/awards/fiap/2025/campaigns/escape-room-soledad-fundacion-la-caixa-manifiesto-2025-2/
Fiap,2025,Innovacion,Escape Room Soledad,Fundacion la Caixa,Manifiesto,Independiente,Independiente,Innovacion en Activaciones,Shortlist,Espana,Fundacion la Caixa,Fundacion la Caixa,Blua,/awards/fiap/2025/campaigns/escape-room-soledad-fundacion-la-caixa-manifiesto-2025-3/
Fiap,2025,Innovacion,Emoji Cocktails,E Leon Jimenes,The Table by de ferrari borrell,Independiente,Independiente,Innovacion en Redes Sociales,Shortlist,Republica Dominicana,La Aurora,Ron 1903,The Table By de ferrari borrell,/awards/fiap/2025/campaigns/emoji-cocktails-e-leon-jimenes-the-table-by-de-ferrari-borrell-2025/
Fiap,2025,Anuncios,Espacios Reducidos,Nissan,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Via Publica - Productos,Shortlist,Nicaragua,Nissan Nicaragua,Intelligent Around Viewï¿½ Monitor,N/A,/awards/fiap/2025/campaigns/espacios-reducidos-nissan-publicidad-comercial-mullenlowe-2025/
Fiap,2025,Anuncios,El Atraco,Amnistia Internacional,La Despensa,Independiente,Independiente,Television/Cine/Digital - Campanas Bien Publico,Shortlist,Espana,Amnistia Internacional,Amnistia Internacional,Rebolucion y McNulty,/awards/fiap/2025/campaigns/el-atraco-amnistia-internacional-la-despensa-2025/
Fiap,2025,Anuncios,Good Max,Fundacion Sant Joan de Deu,La Despensa,Independiente,Independiente,Creatividad Efectiva - Bien Publico,Shortlist,Espana,Fundacion Sant Joan de Deu,Recaudacion para la investigacion del cancer infantil,Antiestatico,/awards/fiap/2025/campaigns/good-max-fundacion-sant-joan-de-deu-la-despensa-2025/
Fiap,2025,Produccion,Good Max,Fundacion Sant Joan de Deu,La Despensa,Independiente,Independiente,Tecnicas de Produccion Audiovisual - Fotografia,Shortlist,Espana,Fundacion Sant Joan de Deu,Recaudacion para la investigacion del cancer infantil,Antiestatico,/awards/fiap/2025/campaigns/good-max-fundacion-sant-joan-de-deu-la-despensa-2025-2/
Fiap,2025,Anuncios,Espacios Reducidos,Nissan Nicaragua,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Uso de Inteligencia Artificial,Shortlist,Nicaragua,Nissan Nicaragua/GrupoQ,Intelligent Around Viewï¿½ Monitor,N/A,/awards/fiap/2025/campaigns/espacios-reducidos-nissan-nicaragua-publicidad-comercial-mullenlowe-2025/
Fiap,2025,Produccion,Espacios Reducidos,Nissan,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Tecnicas de Produccion Grafica - Direccion de Arte,Shortlist,Nicaragua,Nissan Nicaragua,Intelligent Around Viewï¿½ Monitor,N/A,/awards/fiap/2025/campaigns/espacios-reducidos-nissan-publicidad-comercial-mullenlowe-2025-2/
Fiap,2025,Innovacion,The 46% Pine Tree,SOH Conservacion,The Table by de ferrari borrell,Independiente,Independiente,Innovacion en campanas sobre sostenibilidad,Shortlist,Republica Dominicana,SOH Conservacion,Pino Criollo,The table by de ferrari borrell,/awards/fiap/2025/campaigns/the-46-pine-tree-soh-conservacion-the-table-by-de-ferrari-borrell-2025/
Fiap,2025,Anuncios,El Primer Tratamiento Oral,Daflon,TBS,Independiente,Independiente,Grafica - Higiene domestica personal/Belleza/Cosmetica/Perfumeria/Articulos medicinales y Farmaceuticos,Shortlist,Espana,Servier,Daflon,TBS,/awards/fiap/2025/campaigns/el-primer-tratamiento-oral-daflon-tbs-2025/
Fiap,2025,Anuncios,El Primer Tratamiento Oral,Daflon,TBS,Independiente,Independiente,Via Publica - Productos,Shortlist,Espana,Servier,Daflon,TBS,/awards/fiap/2025/campaigns/el-primer-tratamiento-oral-daflon-tbs-2025-2/
Fiap,2025,Innovacion,A volta ao mundo em 80000 km,Ultracontact,DOM Solucoes Improvaveis,Grupo OM,Grupo OM,Innovacion en Medios Impresos,Shortlist,Brasil,Continental Pneus,Ultracontact tire,DOM Soluï¿½ï¿½es Improvaveis/Ariadna Equador,/awards/fiap/2025/campaigns/a-volta-ao-mundo-em-80000-km-ultracontact-dom-solucoes-improvaveis-2025/
Fiap,2025,Formatos,A volta ao mundo em 80000 km,Ultracontact,DOM Solucoes Improvaveis,Grupo OM,Grupo OM,Branded Content integrado a otras plataformas,Shortlist,Brasil,Continental Pneus,Ultracontact tire,DOM Soluï¿½ï¿½es Improvaveis/Ariadna Equador,/awards/fiap/2025/campaigns/a-volta-ao-mundo-em-80000-km-ultracontact-dom-solucoes-improvaveis-2025-2/
Fiap,2025,Anuncios,Las reglas no escritas del futbol en la Conmebol Libertadores,MAPFRE,Agencia Tango,Colectivo &c,Colectivo &c,Creatividad Efectiva - Aporte Cultural y/o Multicultural,Shortlist,Espana,MAPFRE,PATROCINIO MAPFRE-CONMEBOL LIBERTADORES,The Masses,/awards/fiap/2025/campaigns/las-reglas-no-escritas-del-futbol-en-la-conmebol-libertadores-mapfre-agencia-tango-2025/
Fiap,2025,Innovacion,Pan de Vida,UNICEF Mexico,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Mexico,UNICEF,ONG,N/A,/awards/fiap/2025/campaigns/pan-de-vida-unicef-mexico-miami-ad-school-2025/
Fiap,2025,Anuncios,Pepsi Sunsets,Pepsi,Valor,Independiente,Independiente,Via Publica - Productos,Shortlist,Peru,PepsiCo,Pepsi,Studio V - Paola Pastrana,/awards/fiap/2025/campaigns/pepsi-sunsets-pepsi-valor-2025/
Fiap,2025,Formatos,Un contenido muy poco normal,Banco BHD,Publicis Dominicana,Publicis Worldwide,Publicis Groupe,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Republica Dominicana,Banco BHD,Segmento Mujer BHD,N/A,/awards/fiap/2025/campaigns/un-contenido-muy-poco-normal-banco-bhd-publicis-dominicana-2025/
Fiap,2025,Innovacion,Fan Home - El estadio que se convirtio en un verdadero hogar,Fotocasa,Coyote - Reserva Creativa,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Espana,Adevinta,Patrocinio Atletico de Madrid,Paco Gelardo,/awards/fiap/2025/campaigns/fan-home-el-estadio-que-se-convirtio-en-un-verdadero-hogar-fotocasa-coyote-reserva-creativa-2025/
Fiap,2025,Innovacion,Autokscuela,Cochesnet,Coyote - Reserva Creativa,Independiente,Independiente,Innovacion en Musica,Shortlist,Espana,Adevinta,Cochesnet,Coyote - Reserva Creativa/Salloia - Productora musical IA,/awards/fiap/2025/campaigns/autokscuela-cochesnet-coyote-reserva-creativa-2025/
Fiap,2025,Formatos,La Cancion de Amor que no Sabias que Escribiste,Amaras,Valor,Independiente,Independiente,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Peru,Alicorp,Shampoo Amaras,Ka&O,/awards/fiap/2025/campaigns/la-cancion-de-amor-que-no-sabias-que-escribiste-amaras-valor-2025/
Fiap,2025,Formatos,Un contenido muy poco normal,Banco BHD,Publicis Dominicana,Publicis Worldwide,Publicis Groupe,Contenido con mejor estrategia digital,Shortlist,Republica Dominicana,Banco BHD,Segmento Mujer BHD,N/A,/awards/fiap/2025/campaigns/un-contenido-muy-poco-normal-banco-bhd-publicis-dominicana-2025-2/
Fiap,2025,Formatos,Un contenido muy poco normal,Banco BHD,Publicis Dominicana,Publicis Worldwide,Publicis Groupe,Social Content,Shortlist,Republica Dominicana,Banco BHD,Segmento Mujer BHD,N/A,/awards/fiap/2025/campaigns/un-contenido-muy-poco-normal-banco-bhd-publicis-dominicana-2025-3/
Fiap,2025,Formatos,Un contenido muy poco normal,Banco BHD,Publicis Dominicana,Publicis Worldwide,Publicis Groupe,Branded Content integrado a otras plataformas,Shortlist,Republica Dominicana,Banco BHD,Segmento Mujer BHD,N/A,/awards/fiap/2025/campaigns/un-contenido-muy-poco-normal-banco-bhd-publicis-dominicana-2025-4/
Fiap,2025,Anuncios,The Illegal Spots,Vans,The Pub School,N/A,N/A,Estudiantes,Shortlist,Colombia,Vans,The Illegal Spots,N/A,/awards/fiap/2025/campaigns/the-illegal-spots-vans-the-pub-school-2025/
Fiap,2025,Formatos,Museo Cajita Feliz,McDonalds,YoCo Agency,Independiente,Independiente,Live Experience,Shortlist,Guatemala,McDonalds Guatemala,Institucional,YoCo,/awards/fiap/2025/campaigns/museo-cajita-feliz-mcdonalds-yoco-agency-2025/
Fiap,2025,Formatos,Museo Cosplayer,McDonalds,YoCo Agency,Independiente,Independiente,Live Experience,Shortlist,Guatemala,McDonalds Guatemala,Salsa Chili Picante,YoCo,/awards/fiap/2025/campaigns/museo-cosplayer-mcdonalds-yoco-agency-2025/
Fiap,2025,Innovacion,Museo Cajita Feliz,McDonalds,YoCo Agency,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Guatemala,McDonalds Guatemala,Institucional,YoCo,/awards/fiap/2025/campaigns/museo-cajita-feliz-mcdonalds-yoco-agency-2025-2/
Fiap,2025,Produccion,Museo Cajita Feliz,McDonalds,YoCo Agency,Independiente,Independiente,Tecnicas de Produccion en PR,Shortlist,Guatemala,McDonalds Guatemala,Institucional,YoCo,/awards/fiap/2025/campaigns/museo-cajita-feliz-mcdonalds-yoco-agency-2025-3/
Fiap,2025,Formatos,Community King,Burger King,BBA,Independiente,Independiente,Social Content,Shortlist,Ecuador,Burger King,Burger King,Fabryca,/awards/fiap/2025/campaigns/community-king-burger-king-bba-2025/
Fiap,2025,Innovacion,Museo Cosplayer,McDonalds,YoCo Agency,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Guatemala,McDonalds Guatemala,Salsa Chili Picante,YoCo,/awards/fiap/2025/campaigns/museo-cosplayer-mcdonalds-yoco-agency-2025-2/
Fiap,2025,Produccion,Museo Cosplayer,McDonalds,YoCo Agency,Independiente,Independiente,Tecnicas de Produccion en PR,Shortlist,Guatemala,McDonalds Guatemala,Salsa Chili Picante,YoCo,/awards/fiap/2025/campaigns/museo-cosplayer-mcdonalds-yoco-agency-2025-3/
Fiap,2025,Formatos,Pete Zahat,Pizza Hut,BBA,Independiente,Independiente,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Ecuador,Pizza Hut,Pizza Hut,Fabryca,/awards/fiap/2025/campaigns/pete-zahat-pizza-hut-bba-2025/
Fiap,2025,Formatos,Pete Zahat,Pizza Hut,BBA,Independiente,Independiente,Contenido con mejor estrategia digital,Shortlist,Ecuador,Pizza Hut,Pizza Hut,Fabryca,/awards/fiap/2025/campaigns/pete-zahat-pizza-hut-bba-2025-2/
Fiap,2025,Innovacion,Community King,Burger King,BBA,Independiente,Independiente,Innovacion en PR,Shortlist,Ecuador,Burger King,Burger King,Fabryca,/awards/fiap/2025/campaigns/community-king-burger-king-bba-2025-2/
Fiap,2025,Anuncios,Divine Donation,SOLCA,VML Norlop Ecuador,VML,WPP,Creatividad Efectiva - Bien Publico,Shortlist,Ecuador,SOLCA (Sociedad de Lucha Contra el Cancer),SOLCA,Mysticpoint - Acme - Swing Music,/awards/fiap/2025/campaigns/divine-donation-solca-vml-norlop-ecuador-2025/
Fiap,2025,Formatos,Divine Donation,SOLCA,VML Norlop Ecuador,VML,WPP,Mejor Campana de Sostenibilidad,Shortlist,Ecuador,SOLCA (Sociedad de Lucha Contra el Cancer),SOLCA,Mysticpoint - Acme - Swing Music,/awards/fiap/2025/campaigns/divine-donation-solca-vml-norlop-ecuador-2025-2/
Fiap,2025,Formatos,The Secret Endings,Netflix,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Colombia,Netflix,The secret endings,N/A,/awards/fiap/2025/campaigns/the-secret-endings-netflix-bendita-carpeta-2025/
Fiap,2025,Formatos,Content Hackers,Vaselina,The Pub School,N/A,N/A,Estudiantes,Shortlist,Colombia,Vaselina,Vaselina,N/A,/awards/fiap/2025/campaigns/content-hackers-vaselina-the-pub-school-2025/
Fiap,2025,Innovacion,Free the Voices,Monoceros Labs,LLYC,LLYC,LLYC,Innovacion en Tecnologia,Shortlist,Espana,Monoceros Labs,Fonos,LLYC,/awards/fiap/2025/campaigns/free-the-voices-monoceros-labs-llyc-2025/
Fiap,2025,Innovacion,Free the Voices,Monoceros Labs,LLYC,LLYC,LLYC,Uso de Inteligencia Artificial,Shortlist,Espana,Monoceros Labs,Fonos,LLYC,/awards/fiap/2025/campaigns/free-the-voices-monoceros-labs-llyc-2025-2/
Fiap,2025,Anuncios,Being Vegan is Good Sh*t,Peta,SAMY,SAMY,N/A,Television/Cine/Digital - Campanas Bien Publico,Shortlist,Espana,Peta,Dieta vegana y uno de sus principales beneficios,Flamboyant Paradise,/awards/fiap/2025/campaigns/being-vegan-is-good-sht-peta-samy-2025/
Fiap,2025,Anuncios,Le Golle,Gollo,Mccann Worldgroup,McCann Worldgroup,IPG,Mejor Uso de la Cultura Local,Shortlist,Costa Rica,Gollo,Gollo,N/A,/awards/fiap/2025/campaigns/le-golle-gollo-mccann-worldgroup-2025/
Fiap,2025,Formatos,Le Golle,Gollo,Mccann Worldgroup,McCann Worldgroup,IPG,Live Experience,Shortlist,Costa Rica,Gollo,Gollo,N/A,/awards/fiap/2025/campaigns/le-golle-gollo-mccann-worldgroup-2025-2/
Fiap,2025,Innovacion,Le Golle,Gollo,Mccann Worldgroup,McCann Worldgroup,IPG,Innovacion en Eventos/Experiencia,Shortlist,Costa Rica,Gollo,Gollo,N/A,/awards/fiap/2025/campaigns/le-golle-gollo-mccann-worldgroup-2025-3/
Fiap,2025,Innovacion,Le Golle,Gollo,Mccann Worldgroup,McCann Worldgroup,IPG,Innovacion en Marketing Directo,Shortlist,Costa Rica,Gollo,Gollo,N/A,/awards/fiap/2025/campaigns/le-golle-gollo-mccann-worldgroup-2025-4/
Fiap,2025,Produccion,Porque Si,Seagrams Gin,LLYC,LLYC,LLYC,Tecnicas de Produccion Grafica - Direccion de Arte,Shortlist,Espana,Pernod Ricard,Seagrams Dry Gin,Blur,/awards/fiap/2025/campaigns/porque-si-seagrams-gin-llyc-2025/
Fiap,2025,Anuncios,Rightsizing,Hyundai,Lopez Negrete Communcations,Independiente,Independiente,Television/Cine/Digital - Automoviles,Shortlist,USA,Hyundai Motor America,TUCSON,Madre,/awards/fiap/2025/campaigns/rightsizing-hyundai-lopez-negrete-communcations-2025/
Fiap,2025,Anuncios,ES PARA MI,H-E-B,Lopez Negrete Communcations,Independiente,Independiente,Radio - Jingles/Musica Original/Audio logo/Mejor Sound Effect,Shortlist,USA,H-E-B,H-E-B,N/A,/awards/fiap/2025/campaigns/es-para-mi-h-e-b-lopez-negrete-communcations-2025/
Fiap,2025,Anuncios,Green Man,Toyota,Conill Advertising,Saatchi & Saatchi,Publicis Groupe,Television/Cine/Digital - Automoviles,Shortlist,USA,Toyota Motor North America USA Inc,ELECTRIC BZ4X,NOT NORMAL,/awards/fiap/2025/campaigns/green-man-toyota-conill-advertising-2025/
Fiap,2025,Formatos,Lost Names,Toyota,Conill Advertising,Saatchi & Saatchi,Publicis Groupe,Product Placement - Entretenimiento,Shortlist,USA,Toyota Motor North America USA Inc,Toyota,JAW Productions,/awards/fiap/2025/campaigns/lost-names-toyota-conill-advertising-2025/
Fiap,2025,Produccion,Rightsizing,Hyundai,Lopez Negrete Communcations,Independiente,Independiente,Tecnicas de Produccion Audiovisual - Fotografia,Shortlist,USA,Hyundai Motor America,TUCSON,Madre,/awards/fiap/2025/campaigns/rightsizing-hyundai-lopez-negrete-communcations-2025-2/
Fiap,2025,Anuncios,Llorar de risa,The Comedy Chateau,Conill Advertising,Saatchi & Saatchi,Publicis Groupe,Grafica - Recreacion/Placer/Tiempo Libre/Transporte/Viajes/Turismo,Shortlist,USA,The Comedy Chateau,Comedy Chateau Shows,Parana Films,/awards/fiap/2025/campaigns/llorar-de-risa-the-comedy-chateau-conill-advertising-2025/
Fiap,2025,Produccion,ES PARA MI,H-E-B,Lopez Negrete Communcations,Independiente,Independiente,Tecnicas de Produccion Audiovisual - Musica Adaptada/Musica Original/Diseno de Sonido/Canciones/Jingles/Audio Logo/Uso de Licencias,Shortlist,USA,H-E-B,H-E-B,N/A,/awards/fiap/2025/campaigns/es-para-mi-h-e-b-lopez-negrete-communcations-2025-2/
Fiap,2025,Produccion,In Full Character,WorldFest,Lopez Negrete Communcations,Independiente,Independiente,Tecnicas de Produccion Grafica - Ilustracion,Shortlist,USA,Houston International Film Festival,WorldFest 58th,N/A,/awards/fiap/2025/campaigns/in-full-character-worldfest-lopez-negrete-communcations-2025/
Fiap,2025,Formatos,Cold Activated Announcers,Coors Light,Alma,DDB Worldwide,Omnicom,Online Video,Shortlist,USA,Molson Coors Beverage Company,Coors Light,Omnicom Production - Omnicom Studios - Crown Street Films - Animal Music,/awards/fiap/2025/campaigns/cold-activated-announcers-coors-light-alma-2025/
Fiap,2025,Formatos,Allevia Pollen Passport,Allegra,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Allegra,Allegra,N/A,/awards/fiap/2025/campaigns/allevia-pollen-passport-allegra-mrm-2025/
Fiap,2025,Anuncios,Inteligencia emocional,CONING,Buppa Comunicacion,Independiente,Independiente,Creatividad Efectiva - Bien Publico,Shortlist,Argentina,CONING,ONG,Buppa Comunicacion,/awards/fiap/2025/campaigns/inteligencia-emocional-coning-buppa-comunicacion-2025/
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Branded Content - Programa de Entretenimiento,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025/
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Innovacion en plataformas digitales,Shortlist,Espana,IKEA,IKEA Family,N/A,/awards/fiap/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-mrm-2025/
Fiap,2025,Anuncios,Reality Check Miami Beach,N/A,VML,VML,WPP,Television/Cine/Digital - Campanas Bien Publico,Shortlist,USA,Greater Miami Convention & Visitors Bureau,N/A,AlteredLA,/awards/fiap/2025/campaigns/reality-check-miami-beach-na-vml-2025/
Fiap,2025,Innovacion,The Heist,La Bru,AlteredLA,Independiente,Independiente,Uso de Inteligencia Artificial,Shortlist,USA,LA BRU,Cerveza La Bru,AlteredLA,/awards/fiap/2025/campaigns/the-heist-la-bru-alteredla-2025/
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Own Media - Video Plataforma - Video,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-2/
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Contenido con mejor estrategia digital,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-3/
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Cortos,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-4/
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Online Video,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-5/
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-6/
Fiap,2025,Innovacion,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-7/
Fiap,2025,Anuncios,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Television/Cine/Digital - Higiene domestica personal/Belleza/Cosmetica/Perfumeria/Articulos medicinales y Farmaceuticos,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-8/
Fiap,2025,Anuncios,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Television/Cine/Digital - Mejor Musica Incidental/Mejor Cancion Original/Mejor Direccion Musical,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-9/
Fiap,2025,Anuncios,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Mejor Diseno,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-10/
Fiap,2025,Anuncios,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-11/
Fiap,2025,Produccion,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Tecnicas de Produccion Audiovisual - Direccion General,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-12/
Fiap,2025,Produccion,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Tecnicas de Produccion Audiovisual - Edicion,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-13/
Fiap,2025,Produccion,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Tecnicas de Produccion Audiovisual - Musica Adaptada/Musica Original/Diseno de Sonido/Canciones/Jingles/Audio Logo/Uso de Licencias,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-14/
Fiap,2025,Produccion,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Mejor Locucion Campana/Mensaje Internacional - TV/Web/Redes,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-15/
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Innovacion en Tecnologia,Shortlist,Espana,IKEA,IKEA Family,N/A,/awards/fiap/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-mrm-2025-2/
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Innovacion en Mobile,Shortlist,Espana,IKEA,IKEA Family,N/A,/awards/fiap/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-mrm-2025-3/
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Innovacion en Activaciones,Shortlist,Espana,IKEA,IKEA Family,N/A,/awards/fiap/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-mrm-2025-4/
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Innovacion en Marketing Directo,Shortlist,Espana,IKEA,IKEA Family,N/A,/awards/fiap/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-mrm-2025-5/
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,IKEA,IKEA Family,N/A,/awards/fiap/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-mrm-2025-6/
Fiap,2025,Innovacion,Allevia Pollen Passport,Allegra,MRM,McCann Worldgroup,IPG,Innovacion en Tecnologia,Shortlist,Espana,Opella-Allegra,Allegra,N/A,/awards/fiap/2025/campaigns/allevia-pollen-passport-allegra-mrm-2025-2/
Fiap,2025,Innovacion,Allevia Pollen Passport,Allegra,MRM,McCann Worldgroup,IPG,Innovacion en Marketing Directo,Shortlist,Espana,Opella-Allegra,Allegra,N/A,/awards/fiap/2025/campaigns/allevia-pollen-passport-allegra-mrm-2025-3/
Fiap,2025,Innovacion,Allevia Pollen Passport,Allegra,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Allegra,Allegra,N/A,/awards/fiap/2025/campaigns/allevia-pollen-passport-allegra-mrm-2025-4/
Fiap,2025,Anuncios,Allevia Pollen Passport,Allegra,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Allegra,Allegra,N/A,/awards/fiap/2025/campaigns/allevia-pollen-passport-allegra-mrm-2025-5/
Fiap,2025,Anuncios,Drowsy Prompts - Hamlet,Allegra,MRM,McCann Worldgroup,IPG,Uso de Inteligencia Artificial,Shortlist,Espana,Opella,Allegra,N/A,/awards/fiap/2025/campaigns/drowsy-prompts-hamlet-allegra-mrm-2025/
Fiap,2025,Formatos,La playlist de la Victoria,Cervezas Victoria,Arena/Jon Lavin/The Lion,Havas Media Network,Havas,Own Media - Video Plataforma - Audio,Shortlist,Espana,Cervezas Victoria,Cervezas Victoria,Lobokane,/awards/fiap/2025/campaigns/la-playlist-de-la-victoria-cervezas-victoria-arenajon-lavinthe-lion-2025/
Fiap,2025,Innovacion,El futbolin de las campeonas,ABANCA,Ernest,Independiente,Independiente,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Espana,ABANCA,ABANCA,La Remedios,/awards/fiap/2025/campaigns/el-futbolin-de-las-campeonas-abanca-ernest-2025/
Fiap,2025,Innovacion,El futbolin de las campeonas,ABANCA,Ernest,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Espana,ABANCA,ABANCA,La Remedios,/awards/fiap/2025/campaigns/el-futbolin-de-las-campeonas-abanca-ernest-2025-2/
Fiap,2025,Innovacion,El futbolin de las campeonas,ABANCA,Ernest,Independiente,Independiente,Innovacion en Activaciones,Shortlist,Espana,ABANCA,ABANCA,La Remedios,/awards/fiap/2025/campaigns/el-futbolin-de-las-campeonas-abanca-ernest-2025-3/
Fiap,2025,Formatos,Creditos en accion,ABANCA Seguros,Ernest,Independiente,Independiente,Product Placement - Ficcion,Shortlist,Espana,ABANCA,ABANCA Seguros,La Remedios,/awards/fiap/2025/campaigns/creditos-en-accion-abanca-seguros-ernest-2025/
