Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image
Spikes Asia,2022,LOCAL BRAND,TAIWAN 20,UBER EATS,SPECIAL,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5e625b5797b640c3a1a3a7edc2cb332a/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,STOP DREAMING AND GO,TOURISM NEW ZEALAND,SPECIAL,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/6313ef31bf8c4db98cc61e4e1f416e80/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,YOU CANT OVERCOOK CHRISTMAS,ALDI,BMF,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b6a8bc092d984490bf76e2272f96f734/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,JUST BECAUSE I LIKE IT-GRAM,INSTAGRAM,CHEIL WORLDWIDE,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ac1db693baa9429f99e5977505e6aa86/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,WHATSAPP VIEW ONCE,WHATSAPP,BBDO INDIA,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/36e0c95ae988444490b5c27c1151d996/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,MINDS WIDE OPEN,THE SYDNEY MORNING HERALD & THE AGE,BMF,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/270b8eb62ebe4e10adc9d7f890e37d3a/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,JEEPNEY OMNIBUS 30S,DISCOVERY,DISCOVERY NETWORKS ASIA-PACIFIC PTE LTD,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/65dd5f5e9c9c4171be694d030275c023/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,JEEPNEY OMNIBUS 60S,DISCOVERY,DISCOVERY NETWORKS ASIA-PACIFIC PTE LTD,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/7fdd1e3e895d4da7938fde109c01c95e/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,JEEPNEY PARANORMAL 30S,DISCOVERY,DISCOVERY NETWORKS ASIA-PACIFIC PTE LTD,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/3a5ce41ccdbe45ff9bb02f68f7435515/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,RISHTA PAKKA - ARRANGED MARRIAGE,NETFLIX INDIA,CREATIVELAND ASIA,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1123ad0a449d4300b4416f86f623714d/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,WRESTLER FAMILY,NETFLIX INDIA,CREATIVELAND ASIA,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/6b59181e689244219208688438f2c1e4/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,TRUECALLER KNOW YOUR CALLER LINTAHDARATBERBULUDOMBA,TRUECALLER,M&C SAATCHI,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/618522010f244e2b940e3ac9e43bbd1a/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,TRUECALLER KNOW YOUR CALLER MESUMBERBULUDOMBA,TRUECALLER,M&C SAATCHI,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/65dccd9589cc4d2c954d9670a455d870/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,CARBON-FREE,STANDARD CHARTERED,TBWA\SINGAPORE,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/04bbab4e318d42cd97f6f006a907629a/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE MAN WITH TOO MUCH LOVE,CREDIT SAISON / SAISON CARD,DENTSU INC,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b9e65c9468744c648b1258825ad2ffa8/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE GIRL WHO LOVED INSECTS,WASEDA ACADEMY,ROBOT COMMUNICATIONS,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/68a607a6e7244ab7bd3471c23c0bc317/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,BAEMIN GIFT LAUNCH CAMPAIGN,BAEMIN,HS AD,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/fb09fb31b0604255990f7767b711dab2/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,KEYBOARD RUNNER,GIVERY,AOI PRO INC,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/bb65096f2cdd415f8ab4dddd6adbabde/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,UNHINGED,LIVSPACE,SOCIETAL PTE LTD,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/7d2fa39be42b45958f89e5199c9e527e/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,A RELATIVE DISASTER,LIVSPACE,SOCIETAL PTE LTD,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/7badbc27265f42289c0bb9138ce11a64/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,QUICK ON THE DRAWER,LIVSPACE,SOCIETAL PTE LTD,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/f706f6ffb38c4eeda01b1f4b67cb5365/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,ONE JOB,UBER EATS,SPECIAL,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/3c660b476fd74d518277034606b69942/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,PIZZA,UBER EATS,SPECIAL,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1f3965d298084fcf9713a083cb9da8e7/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,VENDING MACHINE,UBER EATS,SPECIAL,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5baf9c6967bb49bf837770df1bf3cbd8/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,CHRISTMAS SWEATER,UBER EATS,SPECIAL,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/f8219a86087549fa9897a53807f3f578/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,DRIVINGS NO GAME,BUDGET DIRECT,BUDGET DIRECT,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/10b86b2c3dd445a391d4f3462c1f5707/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,ANZ WE DO HOW,ANZ BANK NEW ZEALAND,TBWA\NZ,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c85c57aa413444e8b9d0a2df43f463ce/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,CASTAWAY,IDFC MUTUAL FUND,TBWA\INDIA,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/16423ec979c047539b6afb891a7cc608/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,ASTRONAUTS,IDFC MUTUAL FUND,TBWA\INDIA,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c665c1555f8541c7907069904528b787/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,MADE FOR MORE,NBN� BROADBAND NETWORK,DENTSU CREATIVE,Not-for-profit & Charity & Government,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/77303934bcea4d7da9e53db3f10d1156/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,YOU ARE BETTER THAN OLYMPIANS,TAIWAN CDC (CENTERS FOR DISEASE CONTROL),SPECTRUM CO LTD,Not-for-profit & Charity & Government,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/bf769ffecff6444a82a57ef79cae60cf/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,SOMEWHERE,ANIMALS AUSTRALIA,VANDAL,Not-for-profit & Charity & Government,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/468e7c3a1f184208ac5797fc337c8b93/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,A CAREER-LIMITING FILM - WINDOW,GLOBAL WOMEN,SAATCHI & SAATCHI,Not-for-profit & Charity & Government,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c446d9a9c9374e0b8b0004b469a1ebc5/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,LOVE AT FIRST SIGHT,AC JAPAN ADVERTISING COUNCIL,ADK CREATIVE ONE,Not-for-profit & Charity & Government,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/473157bc550f474f829b80bb22ef91b8/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE FAMILY PROJECT,FAMILY PROJECT,AWAKEN,Not-for-profit & Charity & Government,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/606c83710b5c4a78aaaf193a4833a261/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE MIRROR - SEE ME AS I AM,UNAIDS,FCB INDIA,Not-for-profit & Charity & Government,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/790b3f96bfb74e49afece763c8967321/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,ARMY RESERVE - YOUR LIFE PLUS ARMY RESERVE,DEFENCE FORCE RECRUITMENT,VMLY&R,Not-for-profit & Charity & Government,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d5ee57a1c1b34875bb81c3d2d557d937/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,LONE RIDER,GULF WESTERN OIL,THE MONKEYS PART OF ACCENTURE SONG,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/20d78d292ab948ff852534029303972f/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,LITTLE BIG E-MOTION,HYUNDAI,INNOCEAN WORLDWIDE,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/abfa0c4624f049bbb77b2889f3685413/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,FEEL LIKE A NEW HOME,SC ASSET,WOLF,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/2234e323d1374c5da0901d244ba78ee1/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE LOCKDOWN RUBE GOLDBERG,DUTCH MILL,DUTCH MILL CO LTD,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/6a415743fe3049f7bd19503a477a048f/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,UNSPOKEN LOVE,OPPO,OPPO,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/abb738b7d93d4ccdabded93761ce06ce/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,NIAN - SHOT ON IPHONE,APPLE,TBWA\MEDIA ARTS LAB,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/238872b4eaf6439ab5b6da15a53c47e1/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,LESS SWEET MUCH STRONGER,HONG KONG YAKULT COLTD,HAKUHODO,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/2813e118e3a046f5a76df92fcf980b1e/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,LESS SWEET MUCH STRONGER 2,HONG KONG YAKULT COLTD,HAKUHODO,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/74fd7ddb677e451385b63efe19de30b3/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,LESS SWEET MUCH STRONGER 3,HONG KONG YAKULT COLTD,HAKUHODO,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/51e5e0336f2f41458ff8f23bbcedf7eb/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,BOSS COFFEE ALWAYS BESIDE YOU ( MOSQUITO),SUNTORY PEPSICO CO LTD,DENTSU ONE (BANGKOK),Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5a0fafa2a7654fee883284d070322aa3/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,BOSS COFFEE ALWAYS BESIDE YOU (WORK FROM HOME),SUNTORY PEPSICO CO LTD,DENTSU ONE (BANGKOK),Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1705f94382fa426ea638b99a84761976/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,BOSS COFFEE ALWAYS BESIDE YOU (MOTORBIKE TAXI),SUNTORY PEPSICO CO LTD,DENTSU ONE (BANGKOK),Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5b85170704e646f48b78eb8d3a915f11/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,SANGSOM BUCKET FOR 1 NATION,THAI BEVERAGE CO LTD,SOUR BANGKOK,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/32e0c3eac5d24af38549204142a12527/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,LIBRARY,VOIZ,OGILVY,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/760338bad18648ba8048da4ce050836b/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE CRAFTSMAN,TOSHIBA,STIG&XI,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/e0f6c2dc8e10461da8f199b020d9e987/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,NAPPERS,XIAOMI,STIG&XI,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/fd20219072c748b1a8bfdb2f50f555c1/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,MALAYSIAS GREATEST MAKAN HITS,GRAB,GRAPH STUDIO,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/903f03d6ba9541558619408c371aa7ee/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE ULTIMATE BREAKFAST,TOYOTA,TOYOTA CONIQ PRO INC,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1ae4bfca40194684bb4f9f6b8cb9698b/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,ANMUM MATERNA WELCOME TO MOTHERHOOD,FONTERRA BRANDS,FONTERRA,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5c938042bc9a44fd9be45a3c9826b40e/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,MRHANDSOME,CARSOME(THAILAND) COMPANY LIMITED,VMLY&R THAILAND,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c7f48a90203543c68a3b028ae8b4bb07/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,UNCOVERING THE MYSTERY -SECRETS OF QUERCETIN GOLD-,SUNTORY HOLDINGS LIMITED,YOMIKO ADVERTISING,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/50a475842ca846cbacd46b84a983b9b1/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,TWENTY TWO YEARS 6OAL,THAIBEV MARKETING CO LTD,GREYNJ UNITED,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/7075f4e3c9de44b690ed5d80166af2b0/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,BE SIMPLE FOR LOVE,HONDA,DENTSU ONE,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/eefb86883d8a478ea3461a0fbb57679a/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,IM CRAZY ABOUT,OHAYO DAIRY PRODUCTS CO LTD,OHAYO DAIRY PRODUCTS CO LTD,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ec174a1d7def480aa5693252d1fefe82/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,MORNING ROUTINES,SUNTORY HOLDINGS LIMITED,Hakuhodo Products,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1b6ed68fc6d34b2aa2fe58f59a9bf282/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,HP NOTEBOOKS KUCH KARNE KA FILM,HP NOTEBOOKS,HP INDIA SALES PVT LTD,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c221460ed0964bd58965aecaeb5aeaee/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,A NEW AWAKENING,BURBERRY,BBH,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/9fab4039310e423cb2a33f06c216173b/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,SILENT NIGHT BY THE LEAF ORCHESTRA,NISSAN PHILIPPINES INC,TBWA\SANTIAGO MANGADA PUNO,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/65075a05f8504539a6fcff9fd872ac41/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,DECK THE HALLS BY THE LEAF ORCHESTRA,NISSAN PHILIPPINES INC,TBWA\SANTIAGO MANGADA PUNO,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5636e05931c44a18bdb624184dd7f954/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,AN OLD FLAME THAT NEVER DIED OUT,RELX,W,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/f69fb0e7eb4d46f68dd5e55bc14d16a6/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE CHASE,HEAD & SHOULDERS,FORSMAN & BODENFORS,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/38d4194de41c4b0487d9586bad07b8ed/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,WINTER RESCUE,HEAD & SHOULDERS,FORSMAN & BODENFORS,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4ce41b9b510343eeba54b675cec4cc31/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,BREAKING POINT,TOYOTA,SAATCHI & SAATCHI,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/bcacb3c723744f79b2e62d8bfbdfd50d/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,SAFELY FEEL THE REAL WORLD,DUREX,AMBER CHINA,Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/eef0a4546c714a2ea1668ddaecf2a618/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,NEW MEDICAL CULTURE,TPP HEALTHCARE INTERNATIONAL CO LTD,DENTSU ONE (BANGKOK),Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/eb51e23c049d450cafab25745533e93f/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,DESIGN FOR HEALING,TPP HEALTHCARE INTERNATIONAL CO LTD,DENTSU ONE (BANGKOK),Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/352466e322ce4c8e956344ac81d706a1/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,CARE LIVES ON,PROCTER & GAMBLE,Publicis Singapore,Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b9e6111a5bc44436a8595936428e1a81/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,AUNTIE SHAMER,JULIES BAKESHOP,GIGIL,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/e5c5d1458640488cb8ef9ad892a45e3d/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,WESTIN LETS RISE APAC CAMPAIGN,WESTIN HOTELS & RESORTS,160OVER90,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/00c1ab9fa17e44a38752cb5b949684de/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,WATCH,JOLLIBEE,GIGIL,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/250c21c5bceb44e8a76e2ccadecf9bd3/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,BOOK LOVER,BOOKOFF,ADK MARKETING SOLUTIONS INC,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/142888eebaa846dcacf3d0556c1fa04a/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,WE LOOK FORWARD TO SEEING YOU IN THE AIR AGAIN,SINGAPORE AIRLINES,TBWA\SINGAPORE,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/52bdb380bb744e3f855f390305ee3c85/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,MARRIOTT - SHERATON - CELEBRATE THE COMMUNITY,MARRIOTT HOTELS,GREY,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/2c728eec67a5498897932fd54d74ba49/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,CAR WINDOW,GIN NO SARA,DENTSU CREATIVE X INC,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/9c5832598fe64345b167d614f44a666a/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,REPAIRS,GIN NO SARA,DENTSU CREATIVE X INC,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/7f9bbf576dbe477f9fad899a4acf456b/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,SCIENCE HOMEWORK,GIN NO SARA,DENTSU CREATIVE X INC,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b941ce1c300a43a085b046df9c13ac80/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,THE DOLL,GIN NO SARA,DENTSU CREATIVE X INC,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/24744247d6114708bf370b5ad59aaf39/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,BACKYARD,GIN NO SARA,DENTSU CREATIVE X INC,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/fcafe1552d034d98acdcb2d326013290/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,PXMART - OFF COFFEE - BLACK HOLE,PXMART,OGILVY TAIWAN,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/3d3918ef819b4fedaec2b5dccc95e7fb/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,CUPIDS,NETFLIX,GIGIL,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d2e0bec9fd00411ebeb78de981388cdd/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,HEART DISTANCE,NTT,HAKUHODO INC,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/be9d75ee218644efbed218e01519277f/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE UNMASKED SUPERHERO,NATIONAL LIBRARY,OGILVY,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/858e15a9ec5f46f89e1bcac157958a69/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,THE SPACE EXPLORER,NATIONAL LIBRARY,OGILVY,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/eadf4a5bec064261ab370afeebf9c93e/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,WHATSAPP VIEW ONCE,WHATSAPP,BBDO INDIA,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/36e0c95ae988444490b5c27c1151d996/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,PERFORMANCE ENHANCING MUSIC,SAMSUNG,CHE PROXIMITY,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/53ef5120cae8472d87e4e5e338ffde0e/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,WHITEHAT JR SOCIAL EXPERIMENT,WHITEHAT JR,BBDO INDIA,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/af2fcd90915149bea305d0496376d02e/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,RECYCLE LOVE,SUNTORY HOLDINGS LIMITED,Hakuhodo Products,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/776826b2aaa94b6aad81d0e91ade4fc8/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,TIKTOK - JEEPNEY,DISCOVERY,DISCOVERY NETWORKS ASIA-PACIFIC PTE LTD,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ee84333acc7b48ad8a5d5222ad2b413d/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,JEEPNEY OMNIBUS 23S,DISCOVERY,DISCOVERY NETWORKS ASIA-PACIFIC PTE LTD,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/650f52b17fee4eeb9820bec4bbbe5a94/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,JEEPNEY OMNIBUS 75S,DISCOVERY,DISCOVERY NETWORKS ASIA-PACIFIC PTE LTD,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b2ef68c53efd4c76af39b96c3dfb8119/storyboard_000008.jpg
