Festival,Year,Track,Title,Brand,Agency,Category,Format,Award level,Board image,Permalink
Gerety Awards,2025,CRAFT CUT,A Tale As Old As Websites,Squarespace,Squarespace,DIRECTION,SINGLE,Gold,https://www.geretyawards.com/winners/2025/entry/187584/a-tale-as-old-as-websites-squarespace,/awards/geretyawards/2025/campaigns/a-tale-as-old-as-websites-squarespace-squarespace-2025/
Gerety Awards,2025,CRAFT CUT,Bubbles,Deutsche Telekom,Saatchi & Saatchi Germany /MUW Saatchi & Saatchi,PRODUCTION DESIGN,SINGLE,Gold,https://www.geretyawards.com/winners/2025/entry/187362/bubbles-deutsche-telekom,/awards/geretyawards/2025/campaigns/bubbles-deutsche-telekom-saatchi-and-saatchi-germany-muw-saatchi-and-saatchi-2025-2/
Gerety Awards,2025,CRAFT CUT,Never Just A Period,Bodyform/Libresse,AMVBBDO,DIRECTION,SINGLE,Gold,https://www.geretyawards.com/winners/2025/entry/187594/never-just-a-period-bodyform-libresse,/awards/geretyawards/2025/campaigns/never-just-a-period-bodyformlibresse-amvbbdo-2025-3/
Gerety Awards,2025,CRAFT CUT,Never Just A Period,Bodyform/Libresse,AMVBBDO,SOUND DESIGN,SINGLE,Gold,https://www.geretyawards.com/winners/2025/entry/187596/never-just-a-period-bodyform-libresse,/awards/geretyawards/2025/campaigns/never-just-a-period-bodyformlibresse-amvbbdo-2025-4/
Gerety Awards,2025,CRAFT CUT,The First Speech,Reporters Without Borders,INNOCEAN Berlin,CINEMATOGRAPHY,CAMPAIGN,Gold,https://www.geretyawards.com/winners/2025/entry/180457/the-first-speech-reporters-without-borders,/awards/geretyawards/2025/campaigns/the-first-speech-reporters-without-borders-innocean-berlin-2025-2/
Gerety Awards,2025,CRAFT CUT,Thread,Commission des normes de lEquitE de la santE et de la sEcuritE du travail (CNESST),Cossette,ANIMATION,SINGLE,Gold,https://www.geretyawards.com/winners/2025/entry/187107/thread-commission-des-normes-de-l-quit-de-la-sant-et-de-la-s-curit-du-travail-cnesst,/awards/geretyawards/2025/campaigns/thread-commission-des-normes-de-lequite-de-la-sante-et-de-la-securite-du-travail-cnesst-cossette-2025/
Gerety Awards,2025,CRAFT CUT,Miniatur Warmland,Telekom,Grabarz & Partner,VISUAL EFFECTS,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/186686/miniatur-warmland-telekom,/awards/geretyawards/2025/campaigns/miniatur-warmland-telekom-grabarz-and-partner-2025/
Gerety Awards,2025,CRAFT CUT,2024 Brand Campaign,Pinterest,Pinterest House of Creative,ART DIRECTION,CAMPAIGN,Silver,https://www.geretyawards.com/winners/2025/entry/187182/2024-brand-campaign-pinterest,/awards/geretyawards/2025/campaigns/2024-brand-campaign-pinterest-pinterest-house-of-creative-2025-2/
Gerety Awards,2025,CRAFT CUT,2024 Brand Campaign,Pinterest,Pinterest House of Creative,PRODUCTION DESIGN,CAMPAIGN,Silver,https://www.geretyawards.com/winners/2025/entry/187192/2024-brand-campaign-pinterest,/awards/geretyawards/2025/campaigns/2024-brand-campaign-pinterest-pinterest-house-of-creative-2025-3/
Gerety Awards,2025,CRAFT CUT,855-HOW-TO-QUIT-(OPIOIDS),Anzen Health,SERVICEPLAN GERMANY / MEDIAPLUS GROUP,ART DIRECTION,CAMPAIGN,Silver,https://www.geretyawards.com/winners/2025/entry/178579/855-how-to-quit-opioids-anzen-health,/awards/geretyawards/2025/campaigns/855-how-to-quit-opioids-anzen-health-serviceplan-germany-mediaplus-group-2025/
Gerety Awards,2025,CRAFT CUT,BREAKING GLASS,SCANDINAVIAN AIRLINES,No Agency,DIRECTION,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/186810/breaking-glass-scandinavian-airlines,/awards/geretyawards/2025/campaigns/breaking-glass-scandinavian-airlines-no-agency-2025/
Gerety Awards,2025,CRAFT CUT,BREAKING GLASS,SCANDINAVIAN AIRLINES,No Agency,PRODUCTION DESIGN,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/186961/breaking-glass-scandinavian-airlines,/awards/geretyawards/2025/campaigns/breaking-glass-scandinavian-airlines-no-agency-2025-2/
Gerety Awards,2025,CRAFT CUT,Bubbles,Deutsche Telekom,Saatchi & Saatchi Germany /MUW Saatchi & Saatchi,MUSIC,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/187361/bubbles-deutsche-telekom,/awards/geretyawards/2025/campaigns/bubbles-deutsche-telekom-saatchi-and-saatchi-germany-muw-saatchi-and-saatchi-2025-3/
Gerety Awards,2025,CRAFT CUT,Call of The Kings,Riyadh Season,Big Time Creative Shop,VISUAL EFFECTS,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/178129/call-of-the-kings-riyadh-season,/awards/geretyawards/2025/campaigns/call-of-the-kings-riyadh-season-big-time-creative-shop-2025/
Gerety Awards,2025,CRAFT CUT,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,MUSIC,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/180495/everything-or-nothing-general-entertainment-authority,/awards/geretyawards/2025/campaigns/everything-or-nothing-general-entertainment-authority-bigtime-creative-shop-2025-2/
Gerety Awards,2025,CRAFT CUT,Get an Airbnb,Airbnb,BUCK,ANIMATION,CAMPAIGN,Silver,https://www.geretyawards.com/winners/2025/entry/174940/get-an-airbnb-airbnb,/awards/geretyawards/2025/campaigns/get-an-airbnb-airbnb-buck-2025/
Gerety Awards,2025,CRAFT CUT,Imperfect Motherhoods,Marias,Isla,DIRECTION,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/187284/imperfect-motherhoods-marias,/awards/geretyawards/2025/campaigns/imperfect-motherhoods-marias-isla-2025/
Gerety Awards,2025,CRAFT CUT,In Hot Water,WWF,NOMINT,ANIMATION,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/186525/in-hot-water-wwf,/awards/geretyawards/2025/campaigns/in-hot-water-wwf-nomint-2025/
Gerety Awards,2025,CRAFT CUT,In Hot Water,WWF,NOMINT,ART DIRECTION,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/186527/in-hot-water-wwf,/awards/geretyawards/2025/campaigns/in-hot-water-wwf-nomint-2025-2/
Gerety Awards,2025,CRAFT CUT,In Hot Water,WWF,NOMINT,PRODUCTION DESIGN,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/186528/in-hot-water-wwf,/awards/geretyawards/2025/campaigns/in-hot-water-wwf-nomint-2025-3/
Gerety Awards,2025,CRAFT CUT,Listen to your heart,Powerbeats,Translation,COPYWRITING,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/178659/listen-to-your-heart-powerbeats,/awards/geretyawards/2025/campaigns/listen-to-your-heart-powerbeats-translation-2025/
Gerety Awards,2025,CRAFT CUT,Never Just A Period,Bodyform/Libresse,AMVBBDO,EDITING,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/187595/never-just-a-period-bodyform-libresse,/awards/geretyawards/2025/campaigns/never-just-a-period-bodyformlibresse-amvbbdo-2025-5/
Gerety Awards,2025,CRAFT CUT,PRICE PACKS,PENNY,SERVICEPLAN GERMANY,ART DIRECTION,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/178562/price-packs-penny,/awards/geretyawards/2025/campaigns/price-packs-penny-serviceplan-germany-2025-2/
Gerety Awards,2025,CRAFT CUT,PRICE PACKS,PENNY,SERVICEPLAN GERMANY,TYPOGRAPHY,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/178561/price-packs-penny,/awards/geretyawards/2025/campaigns/price-packs-penny-serviceplan-germany-2025-3/
