Festival,Year,Track,Category,Title,Agency,Network,Holding,Country,Company,Brand,Product,Producer,Award,Board image,Permalink
FIAP,2025,Anuncios,Television - Cine - Digital - Negocios al Publico,Lejitos,Publicidad Comercial Mullenlowe,Mullenlowe Group,IPG,Guatemala,Super 24,Super 24,Lejitos,El Studio,Shortlist,,/awards/fiap/2025/campaigns/lejitos-super-24-publicidad-comercial-mullenlowe-2025-3/
FIAP,2025,Anuncios,Mejor Uso de la Cultura Local,Protestart,Jsd Agency,Agencia Independiente,Agencia Independiente,Puerto Rico,Windmar Home,Windmar Home,Windmar Home,Raymesh Cintron - Sundries Productions,Shortlist,,/awards/fiap/2025/campaigns/protestart-windmar-home-jsd-agency-2025-2/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Animacion Computarizada - Efectos Especiales,The Quest,AlmapBBDO,BBDO Worldwide,Omnicom,Brasil,Bradesco Seguros,Bradesco Seguros,Institutional,Don’T Touch My Soda,Shortlist,,/awards/fiap/2025/campaigns/the-quest-bradesco-seguros-almapbbdo-2025-3/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Musica Adaptada - Musica Original - Diseño de Sonido - Canciones - Jingles - Audio Logo - Uso de Licencias,The Quest,AlmapBBDO,BBDO Worldwide,Omnicom,Brasil,Bradesco Seguros,Bradesco Seguros,Institutional,Don’T Touch My Soda,Shortlist,,/awards/fiap/2025/campaigns/the-quest-bradesco-seguros-almapbbdo-2025-4/
FIAP,2025,Innovacion,Innovacion en Outdoor-Via Publica-Ambient,"Reforested Billboard: ""La Lona Que Hizo Respirar Al Mundo""",El Hombre Del Paraguas,Agencia Independiente,Agencia Independiente,España,Tripictures -Amarillo Yellow,Tripictures,"Pelicula ""Emma Y El Jaguar Negro""",Sistema Del Solar,Shortlist,,/awards/fiap/2025/campaigns/reforested-billboard-la-lona-que-hizo-respirar-al-mundo-tripictures-el-hombre-del-paraguas-2025-2/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Direccion General,The Quest,AlmapBBDO,BBDO Worldwide,Omnicom,Brasil,Bradesco Seguros,Bradesco Seguros,Institutional,Don’T Touch My Soda,Shortlist,,/awards/fiap/2025/campaigns/the-quest-bradesco-seguros-almapbbdo-2025-5/
FIAP,2025,Anuncios,Uso Creativo del Espacio en Publicidad de Eventos,Peru Conoce A Su Campeona,Tribeca Media,Agencia Independiente,Agencia Independiente,Peru,Plazavea,Plazavea,Plazavea,Canica Films,Shortlist,,/awards/fiap/2025/campaigns/peru-conoce-a-su-campeona-plazavea-tribeca-media-2025-4/
FIAP,2025,Anuncios,Transformacion Social - ONG,Habitaciones Que No Callan,Publicidad Comercial Mullenlowe,Mullenlowe Group,IPG,El Salvador,Movimiento De Valientes Latino America Y El Caribe,Movimiento De Valientes Latino America Y El Caribe,Movimiento De Valientes Latino America Y El Caribe,Mullenlowe Ssp3- Gaspar,Shortlist,,/awards/fiap/2025/campaigns/habitaciones-que-no-callan-movimiento-de-valientes-latino-america-y-el-caribe-publicidad-comercial-mullenlowe-2025-6/
FIAP,2025,Innovacion,Innovacion en Plataformas Digitales,Design Your Sleep While You Sleep,MRM,Mccann Worldgroup,IPG,España,Ikea,Ikea Family,Ikea Family,N-A,Shortlist,,/awards/fiap/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-mrm-2025-5/
FIAP,2025,Formatos,Own Media - Video Plataforma - Video,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-3/
FIAP,2025,Formatos,Contenido con Mejor Estrategia Digital,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-4/
FIAP,2025,Formatos,Cortos,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-5/
FIAP,2025,Innovacion,Innovacion en Tecnologia,Free The Voices,LLYC,LLYC,N-A,España,Monoceros Labs,Monoceros Labs,Fonos,LLYC,Shortlist,,/awards/fiap/2025/campaigns/free-the-voices-monoceros-labs-llyc-2025-2/
FIAP,2025,Formatos,Online Video,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-6/
FIAP,2025,Anuncios,Mejor Uso de la Cultura Local,Le Golle,Mccann Worldgroup,Mccann Worldgroup,IPG,Costa Rica,Gollo,Gollo,Gollo,N-A,Shortlist,,/awards/fiap/2025/campaigns/le-golle-gollo-mccann-worldgroup-2025-3/
FIAP,2025,Innovacion,Innovacion en Marketing Directo,Le Golle,Mccann Worldgroup,Mccann Worldgroup,IPG,Costa Rica,Gollo,Gollo,Gollo,N-A,Shortlist,,/awards/fiap/2025/campaigns/le-golle-gollo-mccann-worldgroup-2025-4/
FIAP,2025,Anuncios,Television - Cine - Digital - Automoviles,Rightsizing,Lopez Negrete Communcations,Agencia Independiente,Agencia Independiente,Usa,Hyundai Motor America,Hyundai,Tucson,Madre,Shortlist,,/awards/fiap/2025/campaigns/rightsizing-hyundai-lopez-negrete-communcations-2025-2/
FIAP,2025,Innovacion,Salud,Allevia Pollen Passport,MRM,Mccann Worldgroup,IPG,España,Opella-Allegra,Allegra,Allegra,N-A,Shortlist,,/awards/fiap/2025/campaigns/allevia-pollen-passport-allegra-mrm-2025-4/
FIAP,2025,Innovacion,Innovacion en Marketing Directo,Allevia Pollen Passport,MRM,Mccann Worldgroup,IPG,España,Opella-Allegra,Allegra,Allegra,N-A,Shortlist,,/awards/fiap/2025/campaigns/allevia-pollen-passport-allegra-mrm-2025-5/
FIAP,2025,Innovacion,Innovacion en Eventos-Experiencia,El Futbolin De Las Campeonas,Ernest,Agencia Independiente,Agencia Independiente,España,Abanca,Abanca,Abanca,La Remedios,Shortlist,,/awards/fiap/2025/campaigns/el-futbolin-de-las-campeonas-abanca-ernest-2025-2/
FIAP,2025,Innovacion,Innovacion en Activaciones,El Futbolin De Las Campeonas,Ernest,Agencia Independiente,Agencia Independiente,España,Abanca,Abanca,Abanca,La Remedios,Shortlist,,/awards/fiap/2025/campaigns/el-futbolin-de-las-campeonas-abanca-ernest-2025-3/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Musica Adaptada - Musica Original - Diseño de Sonido - Canciones - Jingles - Audio Logo - Uso de Licencias,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-7/
FIAP,2025,Formatos,Salud,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-8/
FIAP,2025,Anuncios,Television - Cine - Digital - Higiene Domestica Personal - Belleza - Cosmetica - Perfumeria - Articulos Medicinales y Farmaceuticos,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-9/
FIAP,2025,Anuncios,Television - Cine - Digital - Mejor Musica Incidental - Mejor Cancion Original - Mejor Direccion Musical,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-10/
FIAP,2025,Anuncios,Mejor Diseño,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-11/
FIAP,2025,Anuncios,Salud,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-12/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Direccion General,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-13/
FIAP,2025,Produccion,Tecnicas de Produccion Audiovisual - Edicion,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-14/
FIAP,2025,Produccion,Mejor Locucion Campaña-Mensaje Internacional - TV - Web - Redes,Anty Murphy´S Law Toast,MRM,Mccann Worldgroup,IPG,España,Opella-Enterogermina,Opella,Enterogermina,Cariño Contents,Shortlist,,/awards/fiap/2025/campaigns/anty-murphys-law-toast-opella-mrm-2025-15/
FIAP,2025,Innovacion,Innovacion en Tecnologia,Design Your Sleep While You Sleep,MRM,Mccann Worldgroup,IPG,España,Ikea,Ikea Family,Ikea Family,N-A,Shortlist,,/awards/fiap/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-mrm-2025-6/
FIAP,2025,Innovacion,Innovacion en Medios Impresos,A Volta Ao Mundo Em 80000 Km,DOm Solucoes Improvaveis,Grupo Om,Grupo Om,Brasil,Continental Pneus,Ultracontact,Ultracontact Tire,DOm Soluções Improvaveis  -  Ariadna Equador,Shortlist,,/awards/fiap/2025/campaigns/a-volta-ao-mundo-em-80000-km-ultracontact-dom-solucoes-improvaveis-2025-2/
FIAP,2025,Innovacion,Salud,Escape Room Soledad,Manifiesto,Agencia Independiente,Agencia Independiente,España,"Fundacion ""La Caixa""","Fundacion ""La Caixa""","Fundacion ""La Caixa""",Blua,Shortlist,,/awards/fiap/2025/campaigns/escape-room-soledad-fundacion-la-caixa-manifiesto-2025-3/
FIAP,2025,Anuncios,Creatividad Efectiva - Bien Publico,Good Max,La Despensa,Agencia Independiente,Agencia Independiente,España,Fundacion Sant Joan De Deu,Fundacion Sant Joan De Deu,Recaudacion Para La Investigacion Del Cancer Infantil,Antiestatico,Shortlist,,/awards/fiap/2025/campaigns/good-max-fundacion-sant-joan-de-deu-la-despensa-2025-2/
FIAP,2025,Innovacion,Innovacion en Eventos-Experiencia,Museo Cosplayer,Yoco Agency,Agencia Independiente,Agencia Independiente,Guatemala,Mcdonalds Guatemala,Mcdonalds,Salsa Chili Picante,Yoco,Shortlist,,/awards/fiap/2025/campaigns/museo-cosplayer-mcdonalds-yoco-agency-2025-2/
FIAP,2025,Produccion,Tecnicas de Produccion en PR,Museo Cosplayer,Yoco Agency,Agencia Independiente,Agencia Independiente,Guatemala,Mcdonalds Guatemala,Mcdonalds,Salsa Chili Picante,Yoco,Shortlist,,/awards/fiap/2025/campaigns/museo-cosplayer-mcdonalds-yoco-agency-2025-3/
FIAP,2025,Anuncios,Creatividad Efectiva - Bien Publico,Divine Donation,VML Norlop Ecuador,VML,WPP,Ecuador,Solca Sociedad De Lucha Contra El Cancer,Solca,Solca,"Mysticpoint
Acme
Swing Music",Shortlist,,/awards/fiap/2025/campaigns/divine-donation-solca-vml-norlop-ecuador-2025-2/
FIAP,2025,Anuncios,Television - Cine - Digital - Alimentos - Comidas - Bebidas Alcoholicas - No Alcoholicas,BAR Pilsener,Draftline Abinbev,Abinbev,N-A,Ecuador,Ab-Inbev,Pilsener,Pilsener,Draftline Studios- Productora In-House,Shortlist,,/awards/fiap/2025/campaigns/bar-pilsener-pilsener-draftline-abinbev-2025-4/
FIAP,2025,Formatos,Social Content,Art Hits,Tech And Soul,Tech And Soul,Tech And Soul,Brasil,B3,B3 Pinacoteca Kondzilla,B3 Cultura,Save This Name,Shortlist,,/awards/fiap/2025/campaigns/art-hits-b3-pinacoteca-kondzilla-tech-and-soul-2025-2/
FIAP,2025,Innovacion,Innovacion en Redes Sociales,Incomplete Ads,Mccann Worldgroup,Mccann Worldgroup,IPG,Panama,Nestle,Quesos Que Rico!,Quesos Que Rico!,Latido,Shortlist,,/awards/fiap/2025/campaigns/incomplete-ads-quesos-que-rico-mccann-worldgroup-2025-2/
FIAP,2025,Produccion,Mejor Locucion Idioma Extranjero - Excluye Español y Portugues,Cold Activated Announcers,Alma,DDB Worldwide,Omnicom,Usa,Molson Coors Beverage Company,Coors Light,Coors Light,Omnicom Production - Omnicom Studios - Crown Street Films - Animal Music,Shortlist,,/awards/fiap/2025/campaigns/cold-activated-announcers-coors-light-alma-2025-4/
FIAP,2025,Innovacion,Mejor Experiencia Interactiva y Creativa en Evento,DesafiA El Nuevo Desafio Pepsi,Becoming Mode & Nro3,Becoming Mode & Nro3,Becoming Mode & Nro3,Argentina,Pepsico,Pepsi,Pepsi Zero,Rebolucion & Macarena,Shortlist,,/awards/fiap/2025/campaigns/desafia-el-nuevo-desafio-pepsi-pepsi-becoming-mode-and-nro3-2025-3/
FIAP,2025,Anuncios,Mejor Uso de la Cultura Local,Nescafe Decaf Billboards,Star5 Creative Inc,Ogilvy,WPP,Panama,Nestle,Nescafe,Cafe Descafeinado,VFX,Shortlist,,/awards/fiap/2025/campaigns/nescafe-decaf-billboards-nescafe-star5-creative-inc-2025-6/
FIAP,2025,Formatos,Salud,Unboxer De Prevencion,Inbrax,Sab Marketing Connections,Agencia Independiente,Chile,Chilesincancer,Chilesincancer,Unboxer De Prevencion,Why Not Films,Shortlist,,/awards/fiap/2025/campaigns/unboxer-de-prevencion-chilesincancer-inbrax-2025-2/
FIAP,2025,Innovacion,Innovacion en Marketing Directo,Unboxer De Prevencion,Inbrax,Sab Marketing Connections,Agencia Independiente,Chile,Chilesincancer,Chilesincancer,Unboxer De Prevencion,Why Not Films,Shortlist,,/awards/fiap/2025/campaigns/unboxer-de-prevencion-chilesincancer-inbrax-2025-3/
FIAP,2025,Innovacion,Innovacion en Marketing Directo,Habitaciones Que No Callan,Publicidad Comercial Mullenlowe,Mullenlowe Group,IPG,El Salvador,Movimiento De Valientes Latino America Y El Caribe,Movimiento De Valientes Latino America Y El Caribe,Movimiento De Valientes Latino America Y El Caribe,Mullenlowe Ssp3- Gaspar,Shortlist,,/awards/fiap/2025/campaigns/habitaciones-que-no-callan-movimiento-de-valientes-latino-america-y-el-caribe-publicidad-comercial-mullenlowe-2025-7/
FIAP,2025,Innovacion,Innovacion en Eventos-Experiencia,Habitaciones Que No Callan,Publicidad Comercial Mullenlowe,Mullenlowe Group,IPG,El Salvador,Movimiento De Valientes Latino America Y El Caribe,Movimiento De Valientes Latino America Y El Caribe,Movimiento De Valientes Latino America Y El Caribe,Mullenlowe Ssp3- Gaspar,Shortlist,,/awards/fiap/2025/campaigns/habitaciones-que-no-callan-movimiento-de-valientes-latino-america-y-el-caribe-publicidad-comercial-mullenlowe-2025-8/
FIAP,2025,Innovacion,Innovacion en Outdoor-Via Publica-Ambient,A Unos Libros De Distancia,This Is Libre - Sound Of Connections,Agencia Independiente,Agencia Independiente,España,Casa Del Libro,Casa Del Libro,Casa Del Libro,Essencial Producciones,Shortlist,,/awards/fiap/2025/campaigns/a-unos-libros-de-distancia-casa-del-libro-this-is-libre-sound-of-connections-2025/
FIAP,2025,Innovacion,Innovacion en Television,Zero Runs = Pepsi Zero,Rosadotoledo&,Agencia Independiente,Agencia Independiente,Puerto Rico,Pepsi,Pepsi Zero,Pepsi Zero,Rosadotoledo&,Shortlist,,/awards/fiap/2025/campaigns/zero-runs-pepsi-zero-pepsi-zero-rosadotoledo-and-2025-2/
FIAP,2025,Innovacion,Innovacion en Eventos-Experiencia,Zero Runs = Pepsi Zero,Rosadotoledo&,Agencia Independiente,Agencia Independiente,Puerto Rico,Pepsi,Pepsi Zero,Pepsi Zero,Rosadotoledo&,Shortlist,,/awards/fiap/2025/campaigns/zero-runs-pepsi-zero-pepsi-zero-rosadotoledo-and-2025-3/
FIAP,2025,Formatos,Branded Content Integrado a Otras Plataformas,Entre Quejios,Ernest,Agencia Independiente,Agencia Independiente,España,Turismo Y Deporte De Andalucia,Turismo Y Deporte De Andalucia,Turismo Y Deporte De Andalucia,La Remedios Casa Limon La Joya,Shortlist,,/awards/fiap/2025/campaigns/entre-quejios-turismo-y-deporte-de-andalucia-ernest-2025-2/
FIAP,2025,Anuncios,Television - Cine - Digital - Mejor Musica Incidental - Mejor Cancion Original - Mejor Direccion Musical,Entre Quejios,Ernest,Agencia Independiente,Agencia Independiente,España,Turismo Y Deporte De Andalucia,Turismo Y Deporte De Andalucia,Turismo Y Deporte De Andalucia,La Remedios Casa Limon La Joya,Shortlist,,/awards/fiap/2025/campaigns/entre-quejios-turismo-y-deporte-de-andalucia-ernest-2025-3/
FIAP,2025,Anuncios,Creatividad Efectiva - Bien Publico,La Reserva Rosa,Rosadotoledo&,Agencia Independiente,Agencia Independiente,Puerto Rico,Liga Contra El Cancer,Liga Contra El Cancer,Clinica De La Liga Contra El Cancer,Cine 70 - Whisky,Shortlist,,/awards/fiap/2025/campaigns/la-reserva-rosa-liga-contra-el-cancer-rosadotoledo-and-2025-2/
FIAP,2025,Anuncios,Salud,La Reserva Rosa,Rosadotoledo&,Agencia Independiente,Agencia Independiente,Puerto Rico,Liga Contra El Cancer,Liga Contra El Cancer,Clinica De La Liga Contra El Cancer,Cine 70 - Whisky,Shortlist,,/awards/fiap/2025/campaigns/la-reserva-rosa-liga-contra-el-cancer-rosadotoledo-and-2025-3/
FIAP,2025,Anuncios,Mejor Uso de la Cultura Local,La Reserva Rosa,Rosadotoledo&,Agencia Independiente,Agencia Independiente,Puerto Rico,Liga Contra El Cancer,Liga Contra El Cancer,Clinica De La Liga Contra El Cancer,Cine 70 - Whisky,Shortlist,,/awards/fiap/2025/campaigns/la-reserva-rosa-liga-contra-el-cancer-rosadotoledo-and-2025-4/
FIAP,2025,Anuncios,Radio - Negocios al Publico,A Unos Libros De Distancia,This Is Libre - Sound Of Connections,Agencia Independiente,Agencia Independiente,España,Casa Del Libro,Casa Del Libro,Casa Del Libro,The Lobby,Shortlist,,/awards/fiap/2025/campaigns/a-unos-libros-de-distancia-casa-del-libro-this-is-libre-sound-of-connections-2025-2/
FIAP,2025,Anuncios,Uso Creativo del Espacio en Publicidad de Eventos,A Unos Libros De Distancia,This Is Libre - Sound Of Connections - Apple Tree,Agencia Independiente,Agencia Independiente,España,Casa Del Libro,Casa Del Libro,Casa Del Libro,Essencial Producciones,Shortlist,,/awards/fiap/2025/campaigns/a-unos-libros-de-distancia-casa-del-libro-this-is-libre-sound-of-connections-apple-tree-2025-3/
