Festival,Year,Track,Title,Brand,Agency,Category,Country,Award
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The eyes dribble,Heineken de Heineken Argentina,Publicis Argentina / LePub Milan,Nuevas realidades y tecnologías emergentes,Argentina,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The mind guardian,Samsung de Cheil España,Cheil España,Nuevas realidades y tecnologías emergentes,España,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Doom fryer seara,Seara de Seara,Druid Creative Gaming Brasil,Experiencias y activaciones impulsadas por juegos,Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Lag or bad,Xtrim de Xtrim,Paradais DDB,Experiencias y activaciones impulsadas por juegos,Ecuador,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Mod the veg,Knorr bouillon de Unilever Global,MullenLowe Global,Experiencias y activaciones impulsadas por juegos,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The cheapest transfers,Bodega Aurrera de Walmart México,TERAN TBWA\,Experiencias y activaciones impulsadas por juegos,México,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Responsabilidad Social Empresarial (RSE),Uruguay,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Undeleted,Dove de Unilever Argentina,VML Argentina,Responsabilidad Social Empresarial (RSE),Argentina,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Depressed bedrooms,Casaideas de Casaideas Perú,Boost Brand Accelerator,Responsabilidad Social Empresarial (RSE),Perú,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Preowned,IKEA de IKEA España,McCann España,Responsabilidad Social Empresarial (RSE),España,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,TIM Block Pin,TIM Telecom de TIM Brasil,BETC HAVAS,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Pedigree caramelo,Pedigree de Mars Brasil,Almap BBDO,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Nigrum corpus,IDOMED/ Instituto Yduqs de IDOMED / Instituto Yduqs,Artplan,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Preowned,IKEA de IKEA España,McCann España,Lanzamiento y posicionamiento,España,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Sudorrea,Rexona de Unilever Argentina,CATCH,Lanzamiento y posicionamiento,Argentina,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Lanzamiento y posicionamiento,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Abogados BK Taste,Burger King de Burger King Brasil,Almap BBDO,Lanzamiento y posicionamiento,Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Pedigree caramelo,Pedigree de Mars Brasil,Almap BBDO,Excelencia en la activación de marca,Brasil,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Clandestination,Procolombia de Procolombia,DDB Colombia,Excelencia en la activación de marca,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Fictional insurance,Seguros del Estado / RCN Televisión de Seguros del Estado / RCN Televisión,DDB Colombia,Excelencia en la activación de marca,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Ikea hidden tags,IKEA de IKEA Portugal,Uzina,Excelencia en la activación de marca,Portugal,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Excelencia en la activación de marca,Perú,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Excelencia en la activación de marca,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,100 foot delivery,CTT de CTT,Havas Portugal,Marca local,Portugal,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Fictional insurance,Seguros del Estado / RCN Televisión de Seguros del Estado / RCN Televisión,DDB Colombia,Marca local,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Gulf of Mexico (Bar),Tecate de Heineken México,LePub México,Marca local,México,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Marca local,Perú,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Marca local,Uruguay,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Maratón,Nike de N/A,Wieden+Kennedy México / Mindshare,Mercado específico,México,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Habitaciones que no callan,Movimiento de Valientes Latinoamérica de Movimiento de Valientes Latinoamérica / A Breeze of Hope,Publicidad Comercial MullenLowe El Salvador / MullenLowe SSP3,Mercado específico,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EXPERIENCIA DE MARCA & ACTIVACIÓN,Glowing relief,Alivia Health de Alivia Health,De la Cruz/ Ogilvy,Mercado específico,Puerto Rico,Shortlist
El Ojo de Iberoamérica,2025,FILM,Se buscan charcuteros,Campofrío de Campofrío,This is Libre,Alimentos y bebidas,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,Juntos en todas,Coca-Cola de Coca-Cola Argentina,Grey Argentina,Alimentos y bebidas,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Unbelievably long lasting,Old Spice de Procter & Gamble España,Burns The Agency,Productos,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,Verle la cara a Dios,Tulipan de Tulipán,Zurda Agency,Productos,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Sweeter than the sweetest,Axe/Lynx de Unilever Global,LOLA MullenLowe,Productos,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,El clima ideal/ cuando más lo necesitas,BGH de BGH,McCann Buenos Aires / Initiative,Productos,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Built for tough,Ford de Ford Brasil,Wieden+Kennedy São Paulo / Wieden+Kennedy Buenos Aires,Automóviles/ camiones y movilidad,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,Llegadas,Volkswagen de Volkswagen Brasil,Almap BBDO,Automóviles/ camiones y movilidad,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,Green man,Car Dealer de Toyota Of Hollywood,Conill,Automóviles/ camiones y movilidad,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,FILM,Pajarito,Volkswagen Group España Distribución/ S.A,DDB & 14 Group,Automóviles/ camiones y movilidad,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,Psicólogos,CPA de Consejo Profesional de Agrimensura,From,Compañías de servicios públicos/ privados y financieros,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,En el momento de la verdad,OSDE de OSDE,Zurda Agency,Compañías de servicios públicos/ privados y financieros,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,En el momento de la verdad – Medallista,OSDE de OSDE,Zurda Agency,Compañías de servicios públicos/ privados y financieros,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Las otras plagas,Syngenta de Syngenta,Vendaval,Compañías de servicios públicos/ privados y financieros,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Medifé sin excusas,Medifé de N/A,ENERO Comunicación,Compañías de servicios públicos/ privados y financieros,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,What can’t food fix?,Uber Eats de Uber México,Wieden+Kennedy México,Compañías de servicios públicos/ privados y financieros,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,Abogados,Consejo Profesional de Agrimensura de CPA,From,Compañías de servicios públicos/ privados y financieros,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Médicos,Consejo Profesional de Agrimensura de CPA,From,Compañías de servicios públicos/ privados y financieros,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Napoleón,IADE de IADE,Havas Portugal,Compañías de servicios públicos/ privados y financieros,Portugal,Shortlist
El Ojo de Iberoamérica,2025,FILM,Todo te pide Easy,Easy de Cencosud Argentina,Don by Havas,Comercios al público/ supermercados y tiendas online,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,El mundo te está esperando,Klinger Viajes de Klinger,Hello Brand,Medios/ entretenimientos/ recreación y turismo,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Cabeças,Bienal de São Paulo de 36° Bienal de São Paulo,Africa Creative,Medios/ entretenimientos/ recreación y turismo,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,Dribble to survive,Nike de Nike,Wieden+Kennedy São Paulo / Wieden+Kennedy London,Medios/ entretenimientos/ recreación y turismo,Global,Shortlist
El Ojo de Iberoamérica,2025,FILM,Feary tale,Nike de Nike Brasil,Wieden+Kennedy SP,Medios/ entretenimientos/ recreación y turismo,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,Senna’s Cut,Netflix de Netflix Argentina,Monks,Medios/ entretenimientos/ recreación y turismo,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Amor arbitrario,TyC Sports de TyC Sports,Mercado McCann,Medios/ entretenimientos/ recreación y turismo,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,The exam,Animal Político de Animal Político,McCann Worldgroup México / Weber Shandwick,Medios/ entretenimientos/ recreación y turismo,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,Don’t stop motion,CENABAST de Gobierno de Chile,VML Chile,Bien público y mensajes gubernamentales,Chile,Shortlist
El Ojo de Iberoamérica,2025,FILM,Eco-ilógico,SEO BirdLife de SEO/BirdLife,Darwin & Verne,Bien público y mensajes gubernamentales,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,Tan como tú,Down España de Down España,Contrapunto BBDO,Bien público y mensajes gubernamentales,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,Cause & effect,Change the Ref de Change the Ref,Alma DDB,Bien público y mensajes gubernamentales,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,FILM,Small talks,Salud por derecho de Fundación Salud por Derecho,McCann España,Bien público y mensajes gubernamentales,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,Rating,TyC Sports de TyC Sports,Mercado McCann,Comerciales hasta 15 segundos de duración,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Te entendemos,San Cristóbal Seguros de Grupo San Cristobal,TBWA\Buenos Aires,Comerciales hasta 15 segundos de duración,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Portal bags,Uber Eats de Uber México,Wieden+Kennedy México,Comerciales hasta 15 segundos de duración,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,Axe lower body,Axe/Lynx de Unilever Global,LOLA MullenLowe,Comerciales hasta 15 segundos de duración,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,Estudiá agrimensura,Consejo Profesional de Agrimensura de CPA,From,Comerciales hasta 60 segundos de duración,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Llevamos más tiempo aquí que lo muy de aquí,Burger King de Burger King España,This is Libre,Comerciales hasta 60 segundos de duración,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,Unbelievably long lasting,Old Spice de Procter & Gamble España,Burns The Agency,Comerciales hasta 120 segundos de duración,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,Mi primera carta,Gobierno de Pernambuco de Gobierno de Pernambuco,Propeg,Comerciales hasta 120 segundos de duración,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,Senna’s Cut,Netflix de Netflix Argentina,Monks,Comerciales hasta 120 segundos de duración,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Tecate eagle,Tecate de Heineken México,LePub México,Comerciales hasta 120 segundos de duración,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,Aeroméxico hermanos,Aeroméxico de Aeroméxico,Ogilvy México,Comerciales hasta 180 segundos de duración,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,Más que palabras – Film,The Trevor Project/ Sico/ FEMESS / Fundación México Vivo / GILEAD de The Trevor Project México / Sico / FEMESS / Fundación México Vivo / GILEAD México,Grey México,Comerciales hasta 180 segundos de duración,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,Familiares,Campaña Madres y Familiares de Detenidos Desaparecidos de Madres y Familiares de Detenidos Desaparecidos Uruguay,Innvented,Comerciales hasta 180 segundos de duración,Uruguay,Shortlist
El Ojo de Iberoamérica,2025,FILM,Relación tóxica,Vivo de Telefónica Brasil,Africa Creative,Comerciales hasta 180 segundos de duración,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,Aeromexicanos,Aeroméxico de Aeroméxico,Ogilvy México,Comerciales hasta 180 segundos de duración,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,Casa inteligente: una aventura de Chavo,Samsung de Samsung Brasil,Cheil Brasil,Comerciales hasta 180 segundos de duración,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,Verle la cara a Dios,Tulipan de Tulipán,Zurda Agency,Comerciales hasta 180 segundos de duración,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Senna’s Cut,Netflix de Netflix Argentina,Monks,Comerciales hasta 180 segundos de duración,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,All new Triton,Mitsubishi Motors de Mitsubishi Motors Brasil,Africa Creative,Nuevas realidades y tecnologías emergentes,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,Casa de vidrio,O Boticário de Grupo Boticário,Almap BBDO,Contenidos,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,La causa del accidente que provocó el incendio,Audiovisual from Spain de ICEX,CANADA (España),Contenidos,España,Shortlist
El Ojo de Iberoamérica,2025,FILM,El lazo de Petra,iPhone de Apple ALAC/Mexico,TBWA\ Media Arts Lab Miami,Contenidos,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,No frame missed,iPhone de Apple Estados Unidos,TBWA\ Media Arts Lab Miami,Contenidos,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,FILM,Ruido blanco,Fundación Casa Ronald McDonald de Fundación Casa Ronald McDonald Ecuador,Paradais DDB,Contenidos,Ecuador,Shortlist
El Ojo de Iberoamérica,2025,FILM,The trial,Lingokids de Lingokids,Piel Creative Studio,Contenidos,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,FILM,American cancer story,Change the Ref de Change the Ref,Klick Health Brasil,Contenidos,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,FILM,Anti Murphy´s law toast,Enterogermina de Opella Brasil,MRM Spain,Contenidos,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,The Shooting,Artículo 19/ Diario La Unión de Artículo 19 / Diario La Unión,Grey México,Contenidos,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,2 minutos 4 segundos,Villavicencio de Aguas de Origen,Digitas Buenos Aires,Responsabilidad Social Empresarial (RSE),Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Lentes del Alma,TIM Telecom de TIM Brasil,BETC HAVAS,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,Planes,O Boticário de O Boticário,Almap BBDO,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,When you’re not here,Whirlpool de Whirlpool México,VML México,Responsabilidad Social Empresarial (RSE),México,Shortlist
El Ojo de Iberoamérica,2025,FILM,The Shooting,Artículo 19/ Diario La Unión de Artículo 19 / Diario La Unión,Grey México,Responsabilidad Social Empresarial (RSE),México,Shortlist
El Ojo de Iberoamérica,2025,FILM,La mancha invisible,Vanish de Reckitt,BETC HAVAS,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,Casa de vidrio,O Boticário de Grupo Boticário,Almap BBDO,Marca local,Brasil,Shortlist
El Ojo de Iberoamérica,2025,FILM,The exam,Animal Político de Animal Político,McCann Worldgroup México / Weber Shandwick,Marca local,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,Verle la cara a Dios,Tulipan de Tulipán,Zurda Agency,Marca local,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,El mundo te está esperando,Klinger Viajes de Klinger,Hello Brand,Marca local,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Médicos,Consejo Profesional de Agrimensura de N/A,From,Marca local,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Psicólogos,CPA de N/A,From,Marca local,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Recuérdame viviendo,Victoria de AB InBev Grupo Modelo México,Wieden+Kennedy Mexico,Marca local,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,Abogados,Consejo Profesional de Agrimensura de N/A,From,Marca local,Argentina,Shortlist
El Ojo de Iberoamérica,2025,FILM,Aeromexicanos,Aeroméxico de Aeroméxico,Ogilvy México,Marca local,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,Don’t stop motion,CENABAST de Gobierno de Chile,VML Chile,Mercado específico,Chile,Shortlist
El Ojo de Iberoamérica,2025,FILM,El lazo de Petra,iPhone de Apple ALAC/Mexico,TBWA\ Media Arts Lab Miami,Mercado específico,México,Shortlist
El Ojo de Iberoamérica,2025,FILM,GEORG – Born to be the last,Bornfree UK de N/A,Maruri Ecuador,Mercado específico,Ecuador,Shortlist
El Ojo de Iberoamérica,2025,FILM,No frame missed,iPhone de Apple Estados Unidos,TBWA\ Media Arts Lab Miami,Mercado específico,Estados Unidos,Shortlist
El Ojo de Iberoamérica,2025,FILM,The Shooting,Artículo 19/ Diario La Unión de Artículo 19 / Diario La Unión,Grey México,Mercado específico,México,Shortlist
El Ojo de Iberoamérica,2025,EFICACIA,Clandestination,Procolombia de Procolombia,DDB Colombia,Bien público y mensajes gubernamentales,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EFICACIA,Humanimal tourism,Procolombia de Procolombia,DDB Colombia,Bien público y mensajes gubernamentales,Colombia,Shortlist
El Ojo de Iberoamérica,2025,EFICACIA,La reserva rosa,Liga Contra El Cáncer de Liga Peruana de Lucha contra el Cáncer,RosadoToledo& (Puerto Rico),Bien público y mensajes gubernamentales,Perú,Shortlist
El Ojo de Iberoamérica,2025,EFICACIA,Absurd promises,ASDRA de ASDRA – Asociación Síndrome de Down Argentina,VML Argentina,Bien público y mensajes gubernamentales,Argentina,Shortlist
El Ojo de Iberoamérica,2025,EFICACIA,Domicilios con descuento,TaDa de AB InBev Paraguay,WILD FI (Paraguay),Estrategia en el uso de medios,Paraguay,Shortlist
El Ojo de Iberoamérica,2025,EFICACIA,Recuérdame viviendo,Victoria de AB InBev Grupo Modelo México,Wieden+Kennedy México,Estrategia en el uso de medios,México,Shortlist
El Ojo de Iberoamérica,2025,EFICACIA,Relato inesperado,Quilmes de Cervecería y Maltería Quilmes,draftLine BUE (Argentina),Experiencias interactivas,Argentina,Shortlist
El Ojo de Iberoamérica,2025,EFICACIA,Design your sleep while you sleep,IKEA Family de IKEA España,MRM Spain,Experiencias interactivas,España,Shortlist
