Award,Entrant,Entrant City,Country,Track,Category,Brand,Title,Corporate Name of Client,Agency,Agency City,Permalink
Silver,FCB Chicago,Chicago,UNITED STATES,Design,Craft Visual Design,Caption with Intention,,Rakish Entertainment,FCB Chicago,Chicago,/awards/lia_awards/2025/campaigns/caption-with-intention-fcb-chicago-2025-4/
Silver,MullenLowe US,New York,UNITED STATES,Design,Craft Art Direction Campaign,Art Directors Club - Be Seen by the Best Eyes,,The One Club for Creativity,MullenLowe US,New York,/awards/lia_awards/2025/campaigns/art-directors-club-be-seen-by-the-best-eyes-mullenlowe-us-2025-2/
Silver,Ogilvy,Chicago,UNITED STATES,Design,Craft Art Direction,Chicago International Film Festival,60 Years of Film,Chicago International Film Festival,Ogilvy,Chicago,/awards/lia_awards/2025/campaigns/60-years-of-film-chicago-international-film-festival-ogilvy-2025/
Silver,Energy BBDO,Chicago,UNITED STATES,Evolution,CSR DEI Non-Profit SDG,Change The Ref,The Final Exam,Change The Ref,Energy BBDO,Chicago,/awards/lia_awards/2025/campaigns/the-final-exam-change-the-ref-energy-bbdo-2025-3/
Silver,Johannes Leonardo,New York,UNITED STATES,Music Sound,Use of Licensed Music,adidas Football,Hey Jude,adidas,Johannes Leonardo,New York,/awards/lia_awards/2025/campaigns/hey-jude-adidas-football-johannes-leonardo-2025/
Silver,Wave Studios NY,New York,UNITED STATES,Music Sound,Sound Mixing,Xbox,Wake Up,Xbox,Accenture Song,New York,/awards/lia_awards/2025/campaigns/wake-up-xbox-accenture-song-2025/
Silver,WoW Studios,Chicago,UNITED STATES,Music Sound,Original Music with Lyrics,KitchenAidA 360A Max Jetsa Third Rack Dishwashers,Love the Racks,Whirlpool Corporation,,,/awards/lia_awards/2025/campaigns/love-the-racks-kitchenaida-360a-max-jetsa-third-rack-dishwashers-2025/
Silver,SpecialGuest,Brooklyn,UNITED STATES,Music Video,Best Music Video,OK Go,Love,OK Go Ray-Ban Meta,SpecialGuest,Brooklyn,/awards/lia_awards/2025/campaigns/love-ok-go-specialguest-2025/
Silver,TBWA-Media Arts Lab,Los Angeles,UNITED STATES,Music Video,Cinematography,Ivan Cornejo,Intercambio Injusto,Apple,TBWA-Media Arts Lab,LATAM,/awards/lia_awards/2025/campaigns/intercambio-injusto-ivan-cornejo-tbwa-media-arts-lab-2025-2/
Silver,TBWA-Media Arts Lab,Los Angeles,UNITED STATES,Music Video,Direction,Ivan Cornejo,Intercambio Injusto,Apple,TBWA-Media Arts Lab,LATAM,/awards/lia_awards/2025/campaigns/intercambio-injusto-ivan-cornejo-tbwa-media-arts-lab-2025-3/
Silver,McCann NY,New York,UNITED STATES,Online Film,Use of Social Media,Mastercard,From Fan to Featured,Mastercard,McCann XBC,New York,/awards/lia_awards/2025/campaigns/from-fan-to-featured-mastercard-mccann-xbc-2025-2/
Silver,TBWA-Media Arts Lab,Los Angeles,UNITED STATES,Online Film,Technology Tech Equipment,Apple,Flock,Apple,TBWA-Media Arts Lab,Los Angeles,/awards/lia_awards/2025/campaigns/flock-apple-tbwa-media-arts-lab-2025-3/
Silver,DAVID,Miami,UNITED STATES,Print,Craft Photography Campaign,Corona - Corona Eclipse,Uruguay Brazil Argentina,AB INBEV,DAVID,Miami,/awards/lia_awards/2025/campaigns/uruguay-brazil-argentina-corona-corona-eclipse-david-2025/
Silver,Ogilvy New York,New York,UNITED STATES,Print,Craft Photography Campaign,Dove - Get Unready,Carnaval Holi Mardi Gras New Years St Patricks,Unilever,Ogilvy,New York,/awards/lia_awards/2025/campaigns/carnaval-holi-mardi-gras-new-years-st-patricks-dove-get-unready-ogilvy-2025-2/
Silver,VML,New York,UNITED STATES,Print,Beverages Campaign,The Coca-Cola Company,CLASSIC - 1 CLASSIC - 2,The Coca-Cola Company,VML,New York,/awards/lia_awards/2025/campaigns/classic-1-classic-2-the-coca-cola-company-vml-2025/
Silver,Disney,Los Angeles,UNITED STATES,Production Post-Production,CGI Animation,Disney,The Boy The Octopus,Disney,adameveDDB London-adameveDDB New York-adameveDDB,Los Angeles,/awards/lia_awards/2025/campaigns/the-boy-the-octopus-disney-adameveddb-london-adameveddb-new-york-adameveddb-2025/
Silver,Havas NY,New York,UNITED STATES,Production Post-Production,Performance-Casting Campaign,Mikes Amazing Foods,Group Therapy Backyard BBQ,Chefler Foods,Havas NY,New York,/awards/lia_awards/2025/campaigns/group-therapy-backyard-bbq-mikes-amazing-foods-havas-ny-2025/
Silver,TBWA-Media Arts Lab,Los Angeles,UNITED STATES,TV Cinema,Technology Tech Equipment,Apple,Flock,Apple,TBWA-Media Arts Lab,Los Angeles,/awards/lia_awards/2025/campaigns/flock-apple-tbwa-media-arts-lab-2025-4/
Bronze,Ogilvy Argentina,Buenos Aires,ARGENTINA,Audio Radio,Humor,Calm Is Simple,The Sound of Divorce,Calm es Simple,Ogilvy Argentina,Buenos Aires,/awards/lia_awards/2025/campaigns/the-sound-of-divorce-calm-is-simple-ogilvy-argentina-2025-2/
Bronze,Ogilvy Argentina,Buenos Aires,ARGENTINA,Audio Radio,Innovative Use of Audio Radio,Calm Is Simple,The Sound of Divorce,Calm es Simple,Ogilvy Argentina,Buenos Aires,/awards/lia_awards/2025/campaigns/the-sound-of-divorce-calm-is-simple-ogilvy-argentina-2025-3/
Bronze,GUT,Buenos Aires,ARGENTINA,Creative Strategy,Experiential,PedidosYa,Never Stop Ordering,Delivery Hero,GUT,Buenos Aires,/awards/lia_awards/2025/campaigns/never-stop-ordering-pedidosya-gut-2025/
Bronze,Mercado Mccann,Buenos Aires,ARGENTINA,Creativity In Media,Challenger Brand,Schneider,The Lucky Sponsor,CCU,Mercado Mccann Buenos Aires-McCann Worldgroup,New York,/awards/lia_awards/2025/campaigns/the-lucky-sponsor-schneider-mercado-mccann-buenos-aires-mccann-worldgroup-2025/
Bronze,Altvfx,Brisbane,AUSTRALIA,Production Post-Production,CGI Animation Campaign,Telstra,Four Legged Friend Mirror Mirror Magnetic Boy,Telstra,Bear Meets Eagle on Fire,,/awards/lia_awards/2025/campaigns/four-legged-friend-mirror-mirror-magnetic-boy-telstra-bear-meets-eagle-on-fire-2025/
Bronze,Bear Meets Eagle On Fire,Sydney,AUSTRALIA,Production Post-Production,Performance-Casting Campaign,Telstra,Scamageddon Deceiver Lever Scamalanche Villains BTS,Alita McMenamin,Bear Meets Eagle On Fire,Sydney,/awards/lia_awards/2025/campaigns/scamageddon-deceiver-lever-scamalanche-villains-bts-telstra-bear-meets-eagle-on-fire-2025/
Bronze,FINCH,Sydney,AUSTRALIA,Production Post-Production,Cinematography,Samsung,Let Go,Samsung Electronics Co Ltd,DDB Aotearoa,Auckland,/awards/lia_awards/2025/campaigns/let-go-samsung-ddb-aotearoa-2025/
Bronze,Revolver,Sydney,AUSTRALIA,Production Post-Production,Direction,Telstra,Donkey,Telstra Group Limited,Bear Meets Eagle on Fire,Sydney,/awards/lia_awards/2025/campaigns/donkey-telstra-bear-meets-eagle-on-fire-2025/
Bronze,Revolver,Sydney,AUSTRALIA,Production Post-Production,Production Design,Telstra,Shoemaker,Telstra Group Limited,Bear Meets Eagle On Fire,Sydney,/awards/lia_awards/2025/campaigns/shoemaker-telstra-bear-meets-eagle-on-fire-2025/
Bronze,Bear Meets Eagle On Fire,Sydney,AUSTRALIA,TV Cinema,B2B,Telstra,Wherever Your Business Goes,Telstra,Bear Meets Eagle On Fire,Sydney,/awards/lia_awards/2025/campaigns/wherever-your-business-goes-telstra-bear-meets-eagle-on-fire-2025/
Bronze,Bear Meets Eagle On Fire,Sydney,AUSTRALIA,TV Cinema,Utilities,Telstra,Together is For Christmas,Telstra,Bear Meets Eagle On Fire,Sydney,/awards/lia_awards/2025/campaigns/together-is-for-christmas-telstra-bear-meets-eagle-on-fire-2025/
Bronze,Mutant,Antwerp,BELGIUM,Production Post-Production,CGI Animation,De Warmste Week,De Warmste Week 2024 - Fighting Against Loneliness,VRT,Mutant,Antwerp,/awards/lia_awards/2025/campaigns/de-warmste-week-2024-fighting-against-loneliness-de-warmste-week-mutant-2025/
Bronze,Mutant,Antwerp,BELGIUM,Production Post-Production,Editing,Paralympic Team Belgium,The Empty Seat,Paralympic Team Belgium,Mutant,Antwerp,/awards/lia_awards/2025/campaigns/the-empty-seat-paralympic-team-belgium-mutant-2025/
Bronze,Ogilvy Brasil,Sao Paulo,BRAZIL,Branded Content,Scripted Short Film,Hasbro Brasil,DungeonsDragons The Lost Episode,Hasbro Brasil,Ogilvy Brasil,Sao Paulo,/awards/lia_awards/2025/campaigns/dungeonsdragons-the-lost-episode-hasbro-brasil-ogilvy-brasil-2025-2/
Bronze,Artplan,Sao Paulo,BRAZIL,Creativity In Media,Corporate Purpose-Social Responsibility,Vtex,Re-commerce Atacama,Vtex,Artplan,Sao Paulo,/awards/lia_awards/2025/campaigns/re-commerce-atacama-vtex-artplan-2025/
Bronze,Artplan,Sao Paulo,BRAZIL,Design,Craft Art Direction,Idomed - Instituto Yduqs,Nigrum Corpus,Idomed-Instituto Yduqs,Artplan,Sao Paulo,/awards/lia_awards/2025/campaigns/nigrum-corpus-idomed-instituto-yduqs-artplan-2025/
Bronze,Artplan,Sao Paulo,BRAZIL,Design,Editorial Design,Idomed - Instituto Yduqs,Nigrum Corpus,Idomed-Instituto Yduqs,Artplan,Sao Paulo,/awards/lia_awards/2025/campaigns/nigrum-corpus-idomed-instituto-yduqs-artplan-2025-2/
Bronze,Grey Brasil,Sao Paulo,BRAZIL,Design,Innovative Use of Design,Zespri,The 100 Home Compostable Sticker,Zespri International Limited,Grey Brasil,Sao Paulo,/awards/lia_awards/2025/campaigns/the-100-home-compostable-sticker-zespri-grey-brasil-2025/
Bronze,Grey Brasil,Sao Paulo,BRAZIL,Evolution,Brand Action,Corona Brasil,Sun Reserve,AB INBEV,Grey Brasil,Sao Paulo,/awards/lia_awards/2025/campaigns/sun-reserve-corona-brasil-grey-brasil-2025/
Bronze,Publicis,Toronto,CANADA,Ambient Activation,Public Service-Charity-NGO,Matties Place,Pet-ition,Matties Place,Publicis,Toronto,/awards/lia_awards/2025/campaigns/pet-ition-matties-place-publicis-2025/
Bronze,Klick Health,Toronto,CANADA,Branded Content,Scripted Short Film,Second Nurture,18 Months,Second Nurture,Klick Health,Toronto,/awards/lia_awards/2025/campaigns/18-months-second-nurture-klick-health-2025-6/
Bronze,Rethink,Toronto,CANADA,Branded Content,Use of Social Media,Kraft Heinz,Cant Unsee It,Kraft Heinz,Rethink,Toronto,/awards/lia_awards/2025/campaigns/cant-unsee-it-kraft-heinz-rethink-2025-2/
Bronze,Publicis,Toronto,CANADA,Creativity In Media,Use of Ambient Media,Dairy Queen,Big Red Spoons,Dairy Queen,Publicis,Toronto,/awards/lia_awards/2025/campaigns/big-red-spoons-dairy-queen-publicis-2025/
Bronze,Klick Health,Toronto,CANADA,Design,Product Design,Infinito Mare,Self-Healing Float,Infinito Mare,Klick Health,Toronto,/awards/lia_awards/2025/campaigns/self-healing-float-infinito-mare-klick-health-2025/
Bronze,Klick Health,Toronto,CANADA,Design,Public Service-Charity-NGO,Second Nurture,18 Months,Second Nurture,Klick Health,Toronto,/awards/lia_awards/2025/campaigns/18-months-second-nurture-klick-health-2025-7/
Bronze,FCB Canada,Toronto,CANADA,Production Post-Production,Performance-Casting,SickKids Foundation,The Count,SickKids Foundation,FCB,Toronto,/awards/lia_awards/2025/campaigns/the-count-sickkids-foundation-fcb-2025-3/
Bronze,Salt XC,Toronto,CANADA,Production Post-Production,AI,Visa Play and Stay,Field the Future,Visa,Salt XC,Toronto,/awards/lia_awards/2025/campaigns/field-the-future-visa-play-and-stay-salt-xc-2025/
Bronze,Klick Health,Toronto,CANADA,TV Cinema,Branded Entertainment,Second Nurture,18 Months,Second Nurture,Klick Health,Toronto,/awards/lia_awards/2025/campaigns/18-months-second-nurture-klick-health-2025-8/
Bronze,Klick Health,Toronto,CANADA,TV Cinema,Public Service-Charity-NGO,Second Nurture,18 Months,Second Nurture,Klick Health,Toronto,/awards/lia_awards/2025/campaigns/18-months-second-nurture-klick-health-2025-9/
Bronze,LG2,Montreal,CANADA,TV Cinema,Branded Content,Fondation CHU Sainte-Justine,The Orange,Fondation CHU Sainte-Justine,LG2,,/awards/lia_awards/2025/campaigns/the-orange-fondation-chu-sainte-justine-lg2-2025/
Bronze,TOPic,Beijing,CHINA,Creative Strategy,Contextual Insight,Yili,Twin Sister of Olympic,Yili,,,/awards/lia_awards/2025/campaigns/twin-sister-of-olympic-yili-2025/
Bronze,Beijing 20k Miles Culture Communications CoLtd,Beijing,CHINA,Music Sound,Sound Design,HUAWEI,HUAWEI Care,VISUAL SIGNALTAO,,,/awards/lia_awards/2025/campaigns/huawei-care-huawei-2025/
Bronze,The Nine,Shanghai,CHINA,Print,Craft Photography Campaign,Yotkan Ancient City in Xinjiang China,Magnificent Campaign,Yotkan Ancient City in Xinjiang China,The Nine,Shanghai,/awards/lia_awards/2025/campaigns/magnificent-campaign-yotkan-ancient-city-in-xinjiang-china-the-nine-2025/
Bronze,DAVID,Bogota,COLOMBIA,Ambient Activation,Challenger Brand,Aguila,Brand of the Match,AB INBEV,DAVID,Bogota,/awards/lia_awards/2025/campaigns/brand-of-the-match-aguila-david-2025-2/
Bronze,DDB Colombia,Bogota,COLOMBIA,Ambient Activation,Creative Use of Data,Procolombia,Humanimal Tourism,Jorge Ivan Rueda,DDB Colombia,Bogota,/awards/lia_awards/2025/campaigns/humanimal-tourism-procolombia-ddb-colombia-2025-3/
Bronze,DDB Colombia,Bogota,COLOMBIA,Creative Use of Data,Data-Led Targeting,Procolombia,Humanimal Tourism,Jorge Ivan Rueda,DDB Colombia,Bogota,/awards/lia_awards/2025/campaigns/humanimal-tourism-procolombia-ddb-colombia-2025-4/
Bronze,DAVID,Bogota,COLOMBIA,Creativity In Media,B2B,Aguila,Unmelting Loyalty,AB InBev,DAVID,Bogota,/awards/lia_awards/2025/campaigns/unmelting-loyalty-aguila-david-2025/
Bronze,DAVID,Bogota,COLOMBIA,Creativity In Media,Use of Events and Stunts,Aguila,Stadium Roulette,AB INBEV,DAVID,Bogota,/awards/lia_awards/2025/campaigns/stadium-roulette-aguila-david-2025/
Bronze,DDB Colombia,Bogota,COLOMBIA,Creativity In Media,Use of Data Analytics,Procolombia,Humanimal Tourism,Jorge Ivan Rueda,DDB Colombia,Bogota,/awards/lia_awards/2025/campaigns/humanimal-tourism-procolombia-ddb-colombia-2025-5/
Bronze,VML,Prague,CZECH REPUBLIC,Print,Zeitgeist Campaign,KitKat,CrowdStreetPublic Transport,Nestle,VML,Prague,/awards/lia_awards/2025/campaigns/crowdstreetpublic-transport-kitkat-vml-2025/
Bronze,BETC,Paris,FRANCE,Audio Radio,Humor,So Foot,Football Lover FM,So Foot,BETC,Paris,/awards/lia_awards/2025/campaigns/football-lover-fm-so-foot-betc-2025-2/
Bronze,Buzzman,Paris,FRANCE,Creative Strategy,Partnership Collaboration,Burger King France,BK x KFC The Impossible Collab,Burger King and KFC,Buzzman Paris-Havas,Puteaux,/awards/lia_awards/2025/campaigns/bk-x-kfc-the-impossible-collab-burger-king-france-buzzman-paris-havas-2025/
Bronze,Havas Play,Puteaux,FRANCE,Creative Strategy,Partnership Collaboration,LVMH,The Partnership That Changed Everything,LVMH,Havas Play Puteaux-Havas Events Puteaux-Havas Paris,Puteaux,/awards/lia_awards/2025/campaigns/the-partnership-that-changed-everything-lvmh-havas-play-puteaux-havas-events-puteaux-havas-paris-2025/
Bronze,BETC,Paris,FRANCE,Creativity In Media,Use of Outdoor,Citroen,Bumpboards,Stellantis,BETC,Paris,/awards/lia_awards/2025/campaigns/bumpboards-citroen-betc-2025-2/
Bronze,McCann Paris,Paris,FRANCE,Creativity In Media,Use of Events and Stunts,Saforelle,Skincare For Down There,Biocodex,McCann Paris Paris-McCann Health London An IPG Health Company,London,/awards/lia_awards/2025/campaigns/skincare-for-down-there-saforelle-mccann-paris-paris-mccann-health-london-an-ipg-health-company-2025/
Bronze,Marcel,Paris,FRANCE,Design,Craft Typography,Kiehls,Pubic Service Announcement,LOreal,Marcel,Paris,/awards/lia_awards/2025/campaigns/pubic-service-announcement-kiehls-marcel-2025/
Bronze,Marcel,Paris,FRANCE,Poster,Beauty Well-being,Kiehls,Pubic Service Announcement,LOreal,Marcel,Paris,/awards/lia_awards/2025/campaigns/pubic-service-announcement-kiehls-marcel-2025-2/
Bronze,Marcel,Paris,FRANCE,Print,Craft Typography,Kiehls,Pubic Service Announcement,LOreal,Marcel,Paris,/awards/lia_awards/2025/campaigns/pubic-service-announcement-kiehls-marcel-2025-3/
Bronze,Saatchi Saatchi Germany,DA14sseldorf,GERMANY,Ambient Activation,Foods,Oreo,Oreo Square Cookie,Mondelez International,Saatchi Saatchi Germany,,/awards/lia_awards/2025/campaigns/oreo-square-cookie-oreo-saatchi-saatchi-germany-2025-3/
Bronze,SERVICEPLAN GERMANY,Munich,GERMANY,Audio Radio,Humor Campaign,Techem,Ding Dong Campaign - Thong Mask Beard,Techem Energy Services,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/ding-dong-campaign-thong-mask-beard-techem-serviceplan-germany-2025-2/
Bronze,Ogilvy Group Germany,Frankfurt,GERMANY,Billboard,Craft Art Direction Campaign,German Rail - Connecting Europe,Netherlands Austria Denmark Spain,German Rail,Ogilvy Group Germany,Frankfurt,/awards/lia_awards/2025/campaigns/netherlands-austria-denmark-spain-german-rail-connecting-europe-ogilvy-group-germany-2025-2/
Bronze,MRM Germany,Frankfurt,GERMANY,Creative Use of Data,Data Collection and Research,Life Donor Card,Life Donor Card,Mastercard,MRM GERMANY,Frankfurt,/awards/lia_awards/2025/campaigns/life-donor-card-life-donor-card-mrm-germany-2025-2/
Bronze,Saatchi Saatchi Germany,DA14sseldorf,GERMANY,Creativity In Media,Consumer Packaged Goods-FMCG,Oreo,Oreo Square Cookie,Mondelez International,Saatchi Saatchi Germany,,/awards/lia_awards/2025/campaigns/oreo-square-cookie-oreo-saatchi-saatchi-germany-2025-4/
Bronze,Accenture Song Germany,Hamburg,GERMANY,Design,Data Visualization,WWF Germany,GhostNetZero,WWF Germany,Accenture Song Germany,Hamburg,/awards/lia_awards/2025/campaigns/ghostnetzero-wwf-germany-accenture-song-germany-2025/
Bronze,Accenture Song Germany,Hamburg,GERMANY,Design,Sustainable Design SDG,WWF Germany,GhostNetZero,WWF Germany,Accenture Song Germany,Hamburg,/awards/lia_awards/2025/campaigns/ghostnetzero-wwf-germany-accenture-song-germany-2025-2/
Bronze,Scholz Friends,Berlin,GERMANY,Design,Craft Art Direction Campaign,Berliner Philharmoniker,Stage Floor Great Hall Foyer Windows 1st Floor Chairbacks Chamber Music Hall Philharmonie Light 1 Foyer Mosaic Floor Foyer Facade Panel Seating Object Forecourt Ceiling Light Foyer,Berliner Philharmonie gGmbH,Scholz Friends,Berlin,/awards/lia_awards/2025/campaigns/stage-floor-great-hall-foyer-windows-1st-floor-chairbacks-chamber-music-hall-philharmonie-light-1-foyer-mosaic-floor-f-3/
Bronze,Scholz Friends,Berlin,GERMANY,Design,Logos,Tiroler Festspiele Erl,Brand Design,Tiroler Festspiele Erl,Scholz Friends Berlin-Scholz Friends,Vienna,/awards/lia_awards/2025/campaigns/brand-design-tiroler-festspiele-erl-scholz-friends-berlin-scholz-friends-2025-2/
Bronze,Saatchi Saatchi Germany,DA14sseldorf,GERMANY,Music Sound,Music Adaptation - Song,Deutsche Telekom,Bubbles,Deutsche Telekom,Saatchi Saatchi Germany-MUW Saatchi Saatchi Bratislava,,/awards/lia_awards/2025/campaigns/bubbles-deutsche-telekom-saatchi-saatchi-germany-muw-saatchi-saatchi-bratislava-2025/
Bronze,Ogilvy Group Germany,Frankfurt,GERMANY,Poster,Craft Art Direction Campaign,German Rail - Connecting Europe,Netherlands Austria Denmark Spain,German Rail,Ogilvy Group Germany,Frankfurt,/awards/lia_awards/2025/campaigns/netherlands-austria-denmark-spain-german-rail-connecting-europe-ogilvy-group-germany-2025-3/
Bronze,Saatchi Saatchi Germany,DA14sseldorf,GERMANY,Production Post-Production,Cinematography,Deutsche Telekom,Bubbles,Deutsche Telekom,Saatchi Saatchi Germany-MUW Saatchi Saatchi Bratislava,,/awards/lia_awards/2025/campaigns/bubbles-deutsche-telekom-saatchi-saatchi-germany-muw-saatchi-saatchi-bratislava-2025-2/
Bronze,SERVICEPLAN GERMANY,Munich,GERMANY,Production Post-Production,Editing,Lufthansa,All It Takes Is A Yes,Deutsche Lufthansa AG,SERVICEPLAN GERMANY,Munich,/awards/lia_awards/2025/campaigns/all-it-takes-is-a-yes-lufthansa-serviceplan-germany-2025/
Bronze,McCann Worldgroup,Athens,GREECE,Ambient Activation,Creativity in Commerce,Wikifarmer,The Wedding Rice,Wikifarmer,McCann Worldgroup,Athens,/awards/lia_awards/2025/campaigns/the-wedding-rice-wikifarmer-mccann-worldgroup-2025/
Bronze,NNNNNNN,Hong Kong,HONG KONG,Design,Experiential Design,HSBC Hong Kong,HSBC 160th Anniversary Rube Goldberg Machine,HSBC Hong Kong,NNNNNNN Hong Kong-Omnicom Media Group,Hong Kong,/awards/lia_awards/2025/campaigns/hsbc-160th-anniversary-rube-goldberg-machine-hsbc-hong-kong-nnnnnnn-hong-kong-omnicom-media-group-2025-2/
Bronze,Ogilvy Hong Kong,Hong Kong,HONG KONG,Design,Craft Visual Design Campaign,Coca-Cola - Year of the Snake,Merch Bus Train Street Skate Dress,The Coca-Cola Company,Ogilvy Singapore Singapore-Ogilvy Hong Kong Hong Kong-Ogilvy Shanghai,Shanghai,/awards/lia_awards/2025/campaigns/merch-bus-train-street-skate-dress-coca-cola-year-of-the-snake-ogilvy-singapore-singapore-ogilvy-hong-kong-hong-kong-ogi/
Bronze,Ogilvy,Mumbai,INDIA,Ambient Activation,Corporate Purpose-Social Responsibility,Vi Vodafone Idea,Vi Guardian Beads,Vi Vodafone Idea,Ogilvy,Mumbai,/awards/lia_awards/2025/campaigns/vi-guardian-beads-vi-vodafone-idea-ogilvy-2025/
Bronze,Ogilvy,Mumbai,INDIA,Creativity In Media,Creating Culture,Vi Vodafone Idea,Vi Guardian Beads,Vi Vodafone Idea,Ogilvy,Mumbai,/awards/lia_awards/2025/campaigns/vi-guardian-beads-vi-vodafone-idea-ogilvy-2025-2/
Bronze,Ogilvy,Mumbai,INDIA,Music Sound,Experiential Use of Music Sound,Brooke Bond Taj Mahal Tea,Chai Bansuri - The Tea Flute,Brooke Bond Taj Mahal Tea,Ogilvy,Mumbai,/awards/lia_awards/2025/campaigns/chai-bansuri-the-tea-flute-brooke-bond-taj-mahal-tea-ogilvy-2025-2/
Bronze,Studio Eeksaurus Productions,Mumbai,INDIA,Production Post-Production,Production Design,Centre for Pastoralism,Desi Oon,Centre for Pastoralism,Studio Eeksaurus Productions,Mumbai,/awards/lia_awards/2025/campaigns/desi-oon-centre-for-pastoralism-studio-eeksaurus-productions-2025-2/
Bronze,Droga5 Dublin Part of Accenture Song,Dublin,IRELAND,Creativity In Media,Non-Profit,Samaritans Dublin,26 Minutes,Samaritans Dublin,Droga5 Dublin Part of Accenture Song,Dublin,/awards/lia_awards/2025/campaigns/26-minutes-samaritans-dublin-droga5-dublin-part-of-accenture-song-2025/
Bronze,LePub,Milan,ITALY,Ambient Activation,B2B,Heineken,Starring Bars,Heineken,LePub Milan-LePub Singapore,Singapore,/awards/lia_awards/2025/campaigns/starring-bars-heineken-lepub-milan-lepub-singapore-2025/
Bronze,LePub,Milan,ITALY,Ambient Activation,Corporate Purpose-Social Responsibility,Heineken,Starring Bars,Heineken,LePub Milan-LePub Singapore,Singapore,/awards/lia_awards/2025/campaigns/starring-bars-heineken-lepub-milan-lepub-singapore-2025-2/
Bronze,Indiana Production,Milan,ITALY,Audio Radio,Innovative Use of Audio Radio,Amplifon,The Special Hearing Test,Amplifon,SMALL,New York,/awards/lia_awards/2025/campaigns/the-special-hearing-test-amplifon-small-2025/
Bronze,LePub,Milan,ITALY,Creativity In Media,Use of Events and Stunts,Toblerone,Tantrum Girl,Modelez,LePub,Milan,/awards/lia_awards/2025/campaigns/tantrum-girl-toblerone-lepub-2025-3/
Bronze,LePub,Milan,ITALY,Music Video,Cinematography,Desperados,Guao Guao,Desperados,LePub,Milan,/awards/lia_awards/2025/campaigns/guao-guao-desperados-lepub-2025-6/
Bronze,LePub,Milan,ITALY,Online Film,Beverages - Alcoholic,Desperados,Guao Guao,Desperados,LePub,Milan,/awards/lia_awards/2025/campaigns/guao-guao-desperados-lepub-2025-7/
Bronze,TBWA-Hakuhodo Inc,Tokyo,JAPAN,Design,Prototype,Nissan Motor Co Ltd,Intelligent Puppet Iruyo,Nissan Motor Co Ltd,TBWA-Hakuhodo Inc,Tokyo,/awards/lia_awards/2025/campaigns/intelligent-puppet-iruyo-nissan-motor-co-ltd-tbwa-hakuhodo-inc-2025/
Bronze,VML Ogilvy Japan,Tokyo,JAPAN,Online Film,Humor Campaign,Fanta,Mr Drone Mr Wild Ms Hot Spring,The Coca-Cola Company,VML Ogilvy Japan,Tokyo,/awards/lia_awards/2025/campaigns/mr-drone-mr-wild-ms-hot-spring-fanta-vml-ogilvy-japan-2025/
Bronze,SIX inc,Tokyo,JAPAN,Production Post-Production,Visual Effects,Toyota Gazoo Racing,Go GR Supra Safety Car,TOYOTA MOTOR CORPORATION,SIX inc,Tokyo,/awards/lia_awards/2025/campaigns/go-gr-supra-safety-car-toyota-gazoo-racing-six-inc-2025/
Bronze,VML Ogilvy Japan,Tokyo,JAPAN,TV Cinema,Humor Campaign,Fanta,Mr Drone Mr Wild Ms Hot Spring,The Coca-Cola Company,VML Ogilvy Japan,Tokyo,/awards/lia_awards/2025/campaigns/mr-drone-mr-wild-ms-hot-spring-fanta-vml-ogilvy-japan-2025-2/
Bronze,INNOCEAN,Seoul,KOREA,Branded Content,Scripted Short Film,IONIQ,Night Fishing,Hyundai Motor Company,INNOCEAN,Seoul,/awards/lia_awards/2025/campaigns/night-fishing-ioniq-innocean-2025-3/
Bronze,INNOCEAN,Seoul,KOREA,Design,Spatial Design,Iljuk Bathhouse,Life-Saving Bathhouse,Anseong City,INNOCEAN,Seoul,/awards/lia_awards/2025/campaigns/life-saving-bathhouse-iljuk-bathhouse-innocean-2025-2/
Bronze,Cheil Worldwide,Seoul,KOREA,Package Design,Promotional Packaging,GS25,Lifeguard Snack,GS25 Retail,Cheil Worldwide,Seoul,/awards/lia_awards/2025/campaigns/lifeguard-snack-gs25-cheil-worldwide-2025/
Bronze,Grey Mexico,Mexico City,MEXICO,Music Sound,Sound Design,Newspaper la Union y Articulo 19,The Shooting,Newspaper la Union y Articulo 19,Grey Mexico,Mexico City,/awards/lia_awards/2025/campaigns/the-shooting-newspaper-la-union-y-articulo-19-grey-mexico-2025-8/
Bronze,Made Mexico,Mexico City,MEXICO,TV Cinema,Public Service-Charity-NGO,ILAS,The Ugliest Sweater,ILAS,Made Mexico,Mexico City,/awards/lia_awards/2025/campaigns/the-ugliest-sweater-ilas-made-mexico-2025/
Bronze,DDB Group Aotearoa,Auckland,NEW ZEALAND,Creative Use of Data,Data Visualization,Samsung,Worst Childrens Library,Samsung New Zealand,DDB Group Aotearoa,,/awards/lia_awards/2025/campaigns/worst-childrens-library-samsung-ddb-group-aotearoa-2025/
Bronze,DDB Group Aotearoa,Auckland,NEW ZEALAND,Creativity In Media,Use of Retail Media,Vogels,Certified Toasters,Goodman Fielder,DDB Group Aotearoa,Auckland,/awards/lia_awards/2025/campaigns/certified-toasters-vogels-ddb-group-aotearoa-2025/
Bronze,Try,Oslo,NORWAY,TV Cinema,Copywriting Campaign,IKEA,Hope Mornings Picky Awake,IKEA,Try,Oslo,/awards/lia_awards/2025/campaigns/hope-mornings-picky-awake-ikea-try-2025/
